"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner" "HHGender" "HHRace" "HHHisp" "HHAge"
5297 3 2 1 1 10 2 1 1 1 1 40
5297 4 2 1 1 5 2 1 1 1 1 40
5298 2 2 1 1 50 1 1 1 1 1 52
5298 3 1 1 1 23 2 1 1 1 1 52
5298 4 1 1 1 22 2 1 1 1 1 52
5299 2 1 2 1 84 1 1 2 1 1 73
5300 2 1 2 1 53 1 1 2 1 1 53
5301 2 2 2 1 45 2 1 2 2 1 63
5301 3 1 2 1 21 8 1 2 2 1 63
5301 4 2 2 1 16 8 1 2 2 1 63
5302 2 1 1 1 62 1 1 2 1 1 61
5303 2 1 1 1 63 1 1 2 1 1 59
5303 3 2 1 1 22 2 1 2 1 1 59
5304 2 2 2 1 29 1 1 1 2 1 31
5304 3 1 2 1 2 2 1 1 2 1 31
5305 2 1 2 1 65 1 1 2 2 1 67
5306 2 2 1 1 54 2 1 2 1 1 77
5307 2 1 5 1 76 1 1 2 9 1 65
5308 2 2 1 1 38 1 2 1 1 1 48
5308 3 2 1 1 4 2 2 1 1 1 48
5308 4 2 1 1 2 2 2 1 1 1 48
5309 2 2 1 1 60 1 1 1 1 1 65
5309 3 2 1 1 40 2 1 1 1 1 65
5309 4 1 1 1 20 8 1 1 1 1 65
5310 2 1 2 1 3 2 2 2 2 1 26
5310 3 1 2 1 2 2 2 2 2 1 26
5311 2 2 1 1 49 1 1 1 1 2 62
5311 3 2 1 2 25 2 1 1 1 2 62
5311 4 1 1 2 22 2 1 1 1 2 62
5312 2 2 1 1 43 1 1 1 1 1 48
5312 3 1 1 1 15 2 1 1 1 1 48
5313 2 2 1 1 54 1 1 1 1 1 61
5313 3 1 1 1 22 2 1 1 1 1 61
5314 2 1 1 1 65 1 1 2 1 1 66
5315 2 2 1 1 51 1 1 1 1 1 51
5316 2 1 1 2 7 2 2 2 1 2 45
5317 2 1 2 1 30 2 1 2 2 1 50
5317 3 2 2 1 25 2 1 2 2 1 50
5317 4 2 2 1 54 6 1 2 2 1 50
5318 2 1 1 1 59 1 1 2 1 1 51
5319 2 1 4 1 71 4 1 1 4 1 35
5319 3 2 4 1 68 4 1 1 4 1 35
5320 2 2 1 1 79 1 1 1 1 1 86
5321 2 2 1 1 34 1 1 1 1 1 36
5321 3 2 1 1 3 2 1 1 1 1 36
5322 2 1 9 4 13 2 2 2 8 4 36
5322 3 1 9 4 11 2 2 2 8 4 36
5322 4 1 8 4 19 9 2 2 8 4 36
5323 2 2 2 1 36 2 2 2 2 1 59
5323 3 1 2 1 33 2 2 2 2 1 59
5324 2 1 1 1 38 1 1 2 1 1 49
5324 3 2 1 1 13 2 1 2 1 1 49
5325 2 1 1 1 37 2 1 2 1 1 56
5326 2 2 1 1 14 2 2 2 1 1 43
5327 2 2 1 1 28 1 2 1 6 1 34
5328 2 2 2 1 11 2 2 2 2 1 50
5329 2 1 1 1 69 1 1 2 1 1 67
5330 2 2 1 1 55 1 1 1 1 1 56
5330 3 1 1 1 20 2 1 1 1 1 56
5331 2 2 1 1 70 1 1 1 1 1 70
5332 2 2 1 2 58 1 1 1 1 2 60
5333 2 2 1 2 35 6 1 1 1 2 33
5333 3 2 1 2 61 4 1 1 1 2 33
5333 4 1 1 2 16 9 1 1 1 2 33
5334 2 1 1 1 73 1 1 2 1 1 72
5335 2 2 1 1 55 1 1 1 1 1 56
5336 2 2 6 1 43 1 1 1 6 1 52
5336 3 1 6 1 13 2 1 1 6 1 52
5336 4 1 6 1 8 2 1 1 6 1 52
5337 2 2 2 1 56 1 1 1 2 1 54
5337 3 2 2 1 12 2 1 1 2 1 54
5337 4 2 2 1 9 2 1 1 2 1 54
5338 2 2 6 1 26 1 2 1 6 1 32
5339 2 2 2 1 12 2 2 1 2 1 48
5339 3 1 2 1 10 2 2 1 2 1 48
5339 4 2 2 1 40 10 2 1 2 1 48
5340 2 2 1 1 31 2 1 2 1 1 62
5340 3 1 1 3 36 3 1 2 1 1 62
5341 2 2 5 1 30 1 2 1 1 1 31
5342 2 2 1 1 17 8 1 1 1 1 64
5342 3 2 1 1 13 8 1 1 1 1 64
5342 4 2 1 1 45 3 1 1 1 1 64
5343 2 2 1 1 64 1 1 1 1 1 67
5344 2 1 1 1 54 1 2 2 1 1 60
5344 3 1 1 1 41 2 2 2 1 1 60
5345 2 1 6 1 33 1 1 2 1 5 36
5345 3 1 6 5 11 2 1 2 1 5 36
5345 4 1 6 5 2 2 1 2 1 5 36
5346 2 2 1 2 33 1 1 1 1 2 33
5346 3 1 1 2 8 2 1 1 1 2 33
5346 4 2 1 2 2 2 1 1 1 2 33
5347 2 1 1 1 31 1 2 2 8 1 34
5347 3 2 8 1 7 2 2 2 8 1 34
5347 4 2 8 1 6 2 2 2 8 1 34
5348 2 2 1 1 42 1 1 1 1 1 41
5348 3 1 1 1 9 2 1 1 1 1 41
5348 4 1 1 1 6 2 1 1 1 1 41
5349 2 2 4 1 38 1 1 1 4 1 39
5349 3 1 4 1 8 2 1 1 4 1 39
5350 2 1 1 1 25 1 2 2 1 1 30
5350 3 1 1 1 2 2 2 2 1 1 30
5350 4 1 1 1 1 2 2 2 1 1 30
5351 2 2 1 1 50 1 1 1 1 1 51
5351 3 2 1 1 18 2 1 1 1 1 51
5351 4 1 1 1 15 2 1 1 1 1 51
5352 2 2 1 1 47 1 1 1 1 1 46
5352 3 1 1 1 16 2 1 1 1 1 46
5352 4 1 1 1 13 2 1 1 1 1 46
5353 2 2 1 1 62 1 1 1 1 5 69
5353 3 1 1 5 36 2 1 1 1 5 69
5354 2 1 1 1 49 1 2 2 1 1 46
5355 2 1 1 1 54 1 1 2 1 1 52
5356 2 2 1 1 69 1 1 1 1 1 69
5357 2 2 1 1 58 1 1 1 1 1 59
5358 2 2 1 1 60 1 1 1 1 1 67
5359 2 1 3 1 57 6 1 2 3 1 59
5360 2 2 1 1 84 1 1 1 1 1 94
5361 2 2 1 1 50 1 1 1 1 1 52
5361 3 1 1 1 17 2 1 1 1 1 52
5361 4 2 1 1 9 2 1 1 1 1 52
5362 2 2 1 2 18 6 1 2 1 2 24
5362 3 1 1 2 17 6 1 2 1 2 24
5363 2 1 1 1 28 1 1 2 1 1 24
5364 2 2 1 2 60 1 1 1 1 2 62
5365 2 1 2 1 52 2 1 2 2 1 75
5366 2 1 1 1 27 2 1 1 1 1 63
5367 2 2 1 1 63 1 1 1 1 1 69
5368 2 2 7 2 51 6 2 1 7 2 61
5368 3 1 7 2 22 9 2 1 7 2 61
5369 2 2 1 1 37 1 1 1 1 1 39
5369 3 1 1 1 5 2 1 1 1 1 39
5369 4 1 1 1 4 2 1 1 1 1 39
5370 2 2 1 1 72 1 1 1 1 1 75
5371 2 2 1 1 55 1 1 1 1 1 55
5371 3 2 1 1 20 2 1 1 1 1 55
5372 2 2 2 1 50 1 1 1 2 1 51
5372 3 1 2 1 20 2 1 1 2 1 51
5373 2 1 1 1 18 2 1 2 1 1 48
5374 2 2 1 1 80 1 2 1 1 1 83
5375 2 1 2 1 50 1 2 2 2 1 48
5375 3 2 2 1 18 2 2 2 2 1 48
5375 4 1 2 1 24 9 2 2 2 1 48
5376 2 2 1 1 56 1 1 1 1 1 56
5377 2 1 1 1 75 1 1 2 1 1 74
5378 2 1 1 1 89 4 1 2 1 1 61
5378 3 2 1 1 86 4 1 2 1 1 61
5379 2 2 1 1 50 1 1 1 1 1 53
5380 2 1 1 1 59 1 1 2 1 1 59
5380 3 1 1 1 22 2 1 2 1 1 59
5381 2 1 7 2 1 2 2 2 7 2 24
5381 3 1 7 2 23 10 2 2 7 2 24
5382 2 2 1 1 60 1 1 1 1 1 66
5383 2 2 8 1 49 1 1 1 1 1 47
5384 2 2 1 1 86 1 1 1 1 1 88
5385 2 1 7 1 28 2 2 2 1 1 68
5386 2 2 1 1 25 1 2 1 1 1 25
5386 3 1 1 1 3 2 2 1 1 1 25
5386 4 1 1 1 1 2 2 1 1 1 25
5387 2 1 1 2 33 6 2 1 1 2 30
5388 2 2 1 1 53 1 1 1 1 1 55
5388 3 2 1 1 21 2 1 1 1 1 55
5389 2 1 1 1 26 1 2 2 1 1 23
5389 3 1 1 1 1 2 2 2 1 1 23
5390 2 2 1 1 33 1 1 1 1 1 35
5390 3 2 1 1 3 2 1 1 1 1 35
5391 2 1 1 1 36 1 1 2 1 1 36
5391 3 1 1 1 13 2 1 2 1 1 36
5391 4 1 1 1 8 2 1 2 1 1 36
5392 2 2 1 1 70 1 1 1 1 1 74
5393 2 1 1 2 30 10 2 1 1 2 27
5394 2 2 1 1 54 1 1 1 1 1 56
5395 2 2 1 3 22 2 2 1 1 3 48
5395 3 2 1 3 22 2 2 1 1 3 48
5396 2 1 8 1 20 2 2 2 8 1 49
5397 2 2 1 1 68 1 2 1 1 1 71
5398 2 2 1 2 27 2 1 2 1 2 49
5398 3 2 1 2 6 8 1 2 1 2 49
5399 2 1 1 1 89 1 1 2 1 1 85
5400 2 1 1 1 48 1 1 2 1 1 46
5401 2 1 1 1 43 1 1 2 1 1 44
5401 3 1 1 1 18 2 1 2 1 1 44
5401 4 2 1 1 12 2 1 2 1 1 44
5402 2 1 2 1 9 2 2 2 2 1 31
5402 3 2 2 1 17 9 2 2 2 1 31
5403 2 1 1 1 63 1 1 2 1 1 61
5404 2 1 1 1 43 1 2 2 1 1 36
5405 2 1 1 2 9 2 2 1 1 2 36
5405 3 2 1 2 7 2 2 1 1 2 36
5405 4 2 1 2 38 10 2 1 1 2 36
5406 2 1 2 1 78 1 1 2 2 1 70
5406 3 1 2 1 53 2 1 2 2 1 70
5407 2 1 1 1 45 1 1 2 1 1 53
5408 2 2 6 1 39 1 2 1 6 1 41
5408 3 2 6 1 4 2 2 1 6 1 41
5409 2 2 1 1 57 1 1 1 1 1 62
5410 2 2 1 1 30 1 1 1 1 1 31
5411 2 1 1 1 15 2 2 1 1 1 47
5412 2 2 1 2 83 4 1 1 1 2 51
5413 2 2 2 1 14 2 2 2 2 1 44
5413 3 2 2 1 12 2 2 2 2 1 44
5413 4 2 2 1 66 4 2 2 2 1 44
5414 2 1 2 1 43 1 2 2 2 1 40
5415 2 2 1 1 30 1 1 1 1 1 30
5415 3 2 1 1 7 2 1 1 1 1 30
5415 4 2 1 1 4 2 1 1 1 1 30
5416 2 2 4 1 89 1 1 1 4 1 89
5417 2 2 1 1 48 1 1 1 1 1 52
5417 3 2 1 1 23 2 1 1 1 1 52
5418 2 1 1 1 26 2 1 1 1 1 47
5418 3 2 1 1 23 2 1 1 1 1 47
5419 2 2 1 1 55 1 1 1 1 1 55
5420 2 2 1 1 31 10 1 1 1 1 28
5421 2 1 1 1 72 1 1 2 1 1 70
5422 2 1 1 1 30 10 2 1 1 1 27
5422 3 1 1 1 27 10 2 1 1 1 27
5423 2 2 1 1 80 1 1 1 1 1 81
5424 2 1 1 1 26 1 2 2 1 1 25
5424 3 1 1 1 2 2 2 2 1 1 25
5425 2 2 2 1 10 2 1 2 2 1 51
5425 3 1 2 1 49 10 1 2 2 1 51
5426 2 2 1 1 47 1 1 1 1 1 53
5427 2 2 7 2 58 11 2 1 7 5 73
5428 2 1 1 1 25 1 1 2 1 1 24
5428 3 1 1 1 1 2 1 2 1 1 24
5429 2 2 1 1 26 10 2 1 1 1 28
5430 2 1 1 1 13 2 2 2 1 1 39
5430 3 1 1 1 11 2 2 2 1 1 39
5430 4 1 1 1 36 10 2 2 1 1 39
5431 2 2 1 2 43 1 1 1 1 2 39
5431 3 1 1 2 22 2 1 1 1 2 39
5431 4 1 1 2 14 2 1 1 1 2 39
5432 2 2 1 1 60 1 1 1 1 1 50
5432 3 1 1 1 24 2 1 1 1 1 50
5433 2 1 1 1 46 1 1 2 1 1 41
5433 3 1 1 1 7 2 1 2 1 1 41
5433 4 2 1 1 4 2 1 2 1 1 41
5434 2 1 1 1 44 1 2 2 1 1 46
5434 3 1 1 1 13 2 2 2 1 1 46
5435 2 2 1 1 39 1 1 1 1 1 40
5436 2 2 1 1 65 1 1 1 1 1 69
5437 2 1 1 1 32 1 1 2 1 1 31
5437 3 2 1 1 3 2 1 2 1 1 31
5437 4 1 1 1 1 2 1 2 1 1 31
5438 2 1 1 1 63 1 1 2 1 1 57
5439 2 1 1 1 58 1 1 2 1 1 59
5440 2 1 1 1 74 1 1 2 1 1 72
5441 2 1 1 1 58 1 1 2 1 1 58
5442 2 2 4 1 48 1 1 1 4 1 48
5442 3 2 4 1 18 2 1 1 4 1 48
5442 4 1 4 1 11 2 1 1 4 1 48
5443 2 1 6 1 72 1 1 2 6 1 71
5444 2 2 1 3 24 2 1 2 1 3 44
5445 2 1 1 1 55 2 1 1 1 1 82
5446 2 2 8 1 9 2 2 2 1 1 40
5446 3 1 8 1 5 2 2 2 1 1 40
5447 2 2 1 1 44 1 1 1 1 1 39
5447 3 1 1 1 11 2 1 1 1 1 39
5447 4 1 1 1 9 2 1 1 1 1 39
5448 2 1 8 2 20 10 2 2 8 1 20
5449 2 2 1 2 40 1 2 1 1 2 47
5449 3 1 1 2 12 2 2 1 1 2 47
5450 2 1 2 1 74 1 1 2 2 1 67
5451 2 2 1 1 43 1 1 1 1 1 45
5451 3 1 1 1 17 2 1 1 1 1 45
5452 2 2 1 1 78 1 1 1 1 1 81
5453 2 1 1 1 17 2 1 2 1 1 36
5454 2 2 1 1 77 1 1 1 1 1 75
5455 2 1 1 1 45 1 1 2 1 1 35
5455 3 1 1 1 3 2 1 2 1 1 35
5455 4 2 1 1 1 2 1 2 1 1 35
5456 2 1 2 1 51 1 1 2 2 1 61
5457 2 2 2 1 60 1 1 1 2 1 61
5457 3 1 2 1 30 2 1 1 2 1 61
5457 4 2 2 1 26 2 1 1 2 1 61
5458 2 2 1 1 76 1 1 1 1 1 78
5459 2 2 1 1 51 1 1 1 1 1 51
5460 2 2 1 1 22 1 2 1 1 1 23
5461 2 1 1 1 61 1 1 2 1 1 56
5462 2 1 1 1 80 4 1 2 1 1 56
5462 3 2 1 1 77 4 1 2 1 1 56
5463 2 1 1 1 59 1 1 2 1 1 63
5463 3 1 1 1 45 2 1 2 1 1 63
5464 2 2 1 1 64 1 1 1 1 1 63
5465 2 2 6 1 15 2 1 2 6 1 42
5465 3 1 6 1 14 2 1 2 6 1 42
5465 4 1 6 1 12 2 1 2 6 1 42
5466 2 2 1 1 38 1 1 1 1 1 40
5466 3 1 1 1 12 2 1 1 1 1 40
5466 4 1 1 1 10 2 1 1 1 1 40
5467 2 1 1 1 47 2 1 2 1 1 76
5467 3 2 1 1 17 8 1 2 1 1 76
5468 2 2 1 1 78 1 1 1 1 1 83
5469 2 2 2 1 17 8 2 2 2 1 73
5469 3 1 2 1 13 8 2 2 2 1 73
5470 2 2 1 1 54 1 1 1 1 1 57
5470 3 1 1 1 18 2 1 1 1 1 57
5471 2 2 1 1 69 1 1 1 1 1 78
5472 2 2 1 1 69 1 1 1 1 1 69
5473 2 1 1 1 37 1 1 2 1 1 36
5473 3 2 1 1 4 2 1 2 1 1 36
5473 4 2 1 1 1 2 1 2 1 1 36
5474 2 2 1 5 6 2 1 2 1 5 41
5474 3 2 1 5 64 4 1 2 1 5 41
5475 2 1 1 1 62 1 1 2 1 1 68
5476 2 1 2 1 27 1 1 2 2 1 38
5477 2 2 1 1 18 2 1 2 1 1 41
5477 3 2 1 1 12 2 1 2 1 1 41
5478 2 2 2 1 70 1 1 1 2 1 71
5479 2 2 1 1 68 1 1 1 1 1 69
5480 2 1 1 1 42 1 1 2 1 1 43
5481 2 2 1 3 35 1 1 1 1 3 39
5482 2 1 1 1 67 1 1 2 1 1 57
5483 2 1 1 1 39 1 2 2 1 1 41
5484 2 2 1 1 33 11 1 2 1 1 27
5485 2 2 1 1 63 1 1 1 1 1 68
5486 2 1 8 3 53 1 1 2 1 1 53
5486 3 2 8 3 25 2 1 2 1 1 53
5486 4 1 8 3 21 2 1 2 1 1 53
5487 2 2 1 1 31 1 1 1 1 1 53
5488 2 2 8 1 11 2 2 2 1 1 41
5488 3 2 8 1 7 2 2 2 1 1 41
5489 2 2 8 1 31 1 1 1 6 1 32
5489 3 2 9 1 3 2 1 1 6 1 32
5489 4 1 9 1 1 2 1 1 6 1 32
5490 2 2 1 1 18 2 2 1 1 1 40
5490 3 1 1 1 16 2 2 1 1 1 40
5490 4 1 1 1 11 2 2 1 1 1 40
5491 2 2 2 1 22 2 2 2 2 1 41
5492 2 2 1 3 51 1 1 1 1 1 52
5492 3 2 1 3 24 2 1 1 1 1 52
5493 2 1 1 1 66 1 1 2 1 1 54
5494 2 2 1 1 78 1 1 1 1 1 82
5495 2 2 1 1 66 1 1 1 1 1 68
5496 2 2 1 2 57 1 1 1 1 2 49
5496 3 2 1 2 16 2 1 1 1 2 49
5497 2 2 1 2 26 1 1 1 1 2 34
5497 3 1 1 2 7 2 1 1 1 2 34
5497 4 1 1 2 4 2 1 1 1 2 34
5498 2 1 1 1 30 1 1 2 1 1 29
5498 3 1 1 1 2 2 1 2 1 1 29
5499 2 2 1 1 64 11 2 1 1 1 66
5500 2 1 2 1 39 2 1 2 2 1 69
5500 3 1 2 1 37 2 1 2 2 1 69
5501 2 2 2 1 38 1 1 1 2 1 40
5501 3 1 2 1 13 2 1 1 2 1 40
5501 4 1 2 1 9 2 1 1 2 1 40
5502 2 2 1 1 35 1 1 1 1 1 42
5503 2 2 1 1 69 1 1 1 1 1 71
5504 2 1 1 1 55 1 1 2 1 1 63
5505 2 2 2 1 13 2 1 2 2 1 46
5505 3 2 2 1 71 4 1 2 2 1 46
5506 2 2 1 1 80 1 2 1 1 1 80
5507 2 1 2 1 49 2 1 2 2 1 73
5507 3 1 2 1 23 8 1 2 2 1 73
5508 2 2 1 1 56 1 1 1 1 1 67
5509 2 2 1 1 47 1 1 1 1 1 48
5509 3 1 1 1 17 2 1 1 1 1 48
5510 2 2 1 1 62 1 1 1 1 1 65
5511 2 2 1 1 81 4 1 2 1 1 48
5512 2 2 1 1 57 1 1 1 1 1 67
5513 2 2 7 2 12 2 1 1 7 2 31
5513 3 2 7 2 33 11 1 1 7 2 31
5514 2 2 1 1 50 1 1 1 1 1 54
5514 3 2 1 1 19 2 1 1 1 1 54
5515 2 2 1 4 52 1 2 1 1 4 38
5515 3 1 1 4 16 2 2 1 1 4 38
5516 2 2 1 1 68 1 1 1 1 1 71
5517 2 2 1 1 66 1 1 1 1 1 73
5518 2 1 6 1 38 1 1 2 1 1 37
5518 3 1 8 1 7 2 1 2 1 1 37
5518 4 2 8 1 4 2 1 2 1 1 37
5519 2 2 1 1 83 6 1 2 1 1 95
5520 2 1 1 1 45 1 1 2 1 1 47
5520 3 2 1 1 17 2 1 2 1 1 47
5520 4 2 1 1 14 2 1 2 1 1 47
5521 2 2 6 1 34 1 2 1 6 1 40
5521 3 1 6 1 4 2 2 1 6 1 40
5522 2 2 1 1 51 1 2 1 1 1 52
5523 2 2 1 1 63 2 1 2 1 1 85
5524 2 1 1 1 37 1 1 2 1 1 35
5524 3 1 1 1 15 2 1 2 1 1 35
5524 4 2 1 1 13 2 1 2 1 1 35
5525 2 1 1 1 36 2 1 2 1 1 66
5526 2 2 6 1 45 1 1 1 1 1 41
5526 3 1 8 1 10 2 1 1 1 1 41
5526 4 2 8 1 8 2 1 1 1 1 41
5527 2 1 8 1 18 2 1 2 2 1 48
5527 3 1 8 1 16 2 1 2 2 1 48
5528 2 2 1 1 56 1 1 1 1 1 62
5528 3 2 1 1 28 2 1 1 1 1 62
5529 2 2 1 1 63 1 1 1 1 1 67
5530 2 2 1 1 74 1 1 1 1 1 68
5531 2 1 1 1 62 1 1 2 1 1 59
5532 2 2 1 1 59 1 1 1 1 1 57
5533 2 2 1 1 50 1 2 1 1 1 51
5534 2 1 1 5 49 1 1 2 1 1 65
5535 2 2 2 1 44 1 1 1 2 1 52
5535 3 1 2 1 20 2 1 1 2 1 52
5536 2 2 1 1 58 1 1 1 1 1 63
5536 3 1 1 1 37 2 1 1 1 1 63
5536 4 1 1 1 29 2 1 1 1 1 63
5537 2 1 2 1 48 9 2 1 2 1 44
5538 2 2 4 1 55 1 1 1 4 1 54
5538 3 1 4 1 18 2 1 1 4 1 54
5539 2 2 1 1 66 1 1 1 1 1 67
5540 2 1 1 1 13 2 1 2 1 1 44
5540 3 2 1 1 11 2 1 2 1 1 44
5541 2 1 1 1 89 6 1 2 1 1 77
5542 2 2 2 1 37 1 2 1 2 1 48
5542 3 2 2 1 8 2 2 1 2 1 48
5542 4 2 2 1 20 2 2 1 2 1 48
5543 2 1 1 1 54 1 1 2 1 1 55
5543 3 1 1 1 13 2 1 2 1 1 55
5544 2 2 1 1 33 1 1 1 1 1 34
5544 3 2 1 1 2 2 1 1 1 1 34
5544 4 1 1 1 1 2 1 1 1 1 34
5545 2 1 1 1 14 2 2 1 1 1 53
5546 2 2 1 1 52 1 1 1 1 1 55
5546 3 1 1 1 22 2 1 1 1 1 55
5547 2 2 1 1 33 1 2 1 1 5 33
5547 3 1 1 5 3 2 2 1 1 5 33
5548 2 2 1 1 44 1 1 1 1 1 43
5548 3 1 1 1 15 2 1 1 1 1 43
5548 4 2 1 1 13 2 1 1 1 1 43
5549 2 2 1 1 71 1 1 1 1 1 77
5550 2 2 3 1 29 1 2 1 1 1 32
5550 3 2 1 1 3 2 2 1 1 1 32
5551 2 2 1 1 68 1 1 1 1 1 72
5552 2 2 1 1 80 1 1 1 1 1 81
5553 2 2 1 2 23 6 1 2 1 2 27
5553 3 2 1 2 63 4 1 2 1 2 27
5553 4 1 1 2 62 4 1 2 1 2 27
5554 2 1 1 1 46 1 1 2 1 2 45
5554 3 1 1 2 21 2 1 2 1 2 45
5555 2 1 1 1 17 2 2 2 1 1 46
5555 3 2 8 1 13 2 2 2 1 1 46
5555 4 2 1 1 53 10 2 2 1 1 46
5556 2 2 1 1 61 1 1 1 1 1 60
5557 2 1 1 1 38 1 2 2 1 1 36
5557 3 1 1 1 14 2 2 2 1 1 36
5557 4 1 1 1 13 2 2 2 1 1 36
5558 2 2 7 3 40 1 2 1 7 5 41
5558 3 1 7 3 2 2 2 1 7 5 41
5559 2 1 1 1 6 2 1 2 1 1 36
5559 3 2 1 1 3 2 1 2 1 1 36
5560 2 2 1 1 12 2 1 2 1 1 38
5560 3 2 1 1 9 2 1 2 1 1 38
5560 4 1 1 1 7 2 1 2 1 1 38
5561 2 2 5 1 49 1 2 1 2 1 73
5562 2 2 2 1 71 10 1 2 2 1 64
5563 2 2 1 1 52 1 1 1 1 1 54
5563 3 1 1 1 8 2 1 1 1 1 54
5563 4 2 1 1 8 2 1 1 1 1 54
5564 2 1 1 1 59 10 1 2 2 1 47
5565 2 1 1 1 55 1 1 2 1 2 51
5566 2 2 1 1 73 1 1 1 1 1 78
5567 2 2 1 1 2 2 2 2 1 1 27
5567 3 1 1 1 30 10 2 2 1 1 27
5568 2 1 1 1 79 1 1 2 1 1 66
5569 2 2 2 1 56 1 2 1 2 1 67
5569 3 1 2 1 25 2 2 1 2 1 67
5570 2 2 1 1 64 1 2 1 1 1 68
5570 3 1 1 1 94 5 2 1 1 1 68
5571 2 2 1 1 71 1 1 1 1 1 79
5572 2 2 1 1 52 1 1 1 1 1 57
5572 3 2 1 1 16 2 1 1 1 1 57
5572 4 1 1 1 15 2 1 1 1 1 57
5573 2 2 1 1 85 1 1 1 1 1 87
5574 2 2 1 1 78 1 1 1 1 1 83
5575 2 2 1 1 45 1 1 1 1 1 51
5575 3 2 1 1 15 2 1 1 1 1 51
5575 4 1 1 1 9 2 1 1 1 1 51
5576 2 2 1 1 51 1 1 1 1 1 50
5576 3 1 1 1 17 2 1 1 1 1 50
5576 4 2 1 1 13 2 1 1 1 1 50
5577 2 1 1 1 51 1 1 2 1 1 58
5578 2 2 1 1 22 1 2 1 1 1 24
5579 2 1 1 1 42 1 1 2 1 1 37
5579 3 1 1 1 4 2 1 2 1 1 37
5579 4 2 1 1 13 2 1 2 1 1 37
5580 2 2 2 1 15 2 1 1 2 1 58
5580 3 1 2 1 24 2 1 1 2 1 58
5581 2 1 1 5 6 2 1 1 1 5 45
5581 3 2 1 1 41 10 1 1 1 5 45
5582 2 1 7 2 63 1 1 2 1 1 61
5582 3 1 8 2 37 2 1 2 1 1 61
5582 4 1 2 2 10 8 1 2 1 1 61
5583 2 2 1 1 63 1 1 1 1 1 70
5584 2 2 1 1 58 1 1 1 1 1 75
5585 2 2 7 1 16 2 1 2 7 1 56
5586 2 2 1 1 22 10 1 2 1 5 37
5587 2 2 1 1 52 1 1 1 1 1 48
5587 3 1 1 1 16 2 1 1 1 1 48
5587 4 1 1 1 12 2 1 1 1 1 48
5588 2 2 1 1 60 1 1 1 1 1 61
5589 2 2 1 1 51 1 2 1 1 1 53
5589 3 1 1 1 15 2 2 1 1 1 53
5590 2 2 1 1 59 1 1 1 1 1 70
5591 2 1 1 1 71 1 1 2 1 1 68
5591 3 1 1 1 44 2 1 2 1 1 68
5591 4 1 1 1 20 8 1 2 1 1 68
5592 2 2 1 1 32 1 1 1 1 1 35
5592 3 2 1 1 2 2 1 1 1 1 35
5593 2 2 1 1 7 2 2 2 1 1 30
5593 3 1 1 1 1 2 2 2 1 1 30
5593 4 1 1 1 32 10 2 2 1 1 30
5594 2 1 1 1 31 6 2 2 1 1 29
5595 2 2 1 1 53 1 1 1 1 1 55
5595 3 1 1 1 26 2 1 1 1 1 55
5596 2 2 1 1 53 1 1 1 1 1 54
5596 3 2 1 1 23 2 1 1 1 1 54
5597 2 2 1 1 12 2 2 2 1 1 49
5597 3 2 1 1 12 2 2 2 1 1 49
5598 2 1 1 3 32 1 2 2 1 3 27
5599 2 2 1 1 5 2 1 1 1 1 38
5599 3 2 1 1 38 10 1 1 1 1 38
5600 2 1 1 1 72 1 1 2 1 1 60
5601 2 2 1 1 55 1 1 1 1 1 53
5602 2 1 2 1 77 1 1 2 2 1 71
5602 3 1 2 1 17 8 1 2 2 1 71
5603 2 2 1 1 62 1 1 1 1 1 64
5604 2 2 7 5 22 2 1 2 7 5 52
5604 3 2 7 5 14 2 1 2 7 5 52
5604 4 2 7 5 24 6 1 2 7 5 52
5605 2 1 2 1 44 1 2 2 2 1 44
5605 3 2 2 1 13 2 2 2 2 1 44
5606 2 2 1 1 56 1 1 1 1 1 59
5607 2 2 1 1 4 2 2 2 1 1 29
5607 3 1 1 1 26 10 2 2 1 1 29
5608 2 1 1 1 29 1 2 2 1 1 30
5608 3 1 1 1 8 2 2 2 1 1 30
5608 4 1 1 1 3 2 2 2 1 1 30
5609 2 1 1 1 50 2 1 2 1 1 71
5610 2 2 1 1 32 1 2 1 1 1 28
5611 2 1 1 1 60 1 1 2 1 1 55
5612 2 2 7 2 10 2 2 2 7 2 35
5612 3 1 7 2 35 10 2 2 7 2 35
5613 2 2 1 1 30 1 1 1 1 1 31
5613 3 1 1 1 9 2 1 1 1 1 31
5613 4 1 1 1 6 2 1 1 1 1 31
5614 2 1 1 1 50 10 1 2 1 1 62
5615 2 2 1 1 58 1 1 1 1 1 51
5616 2 2 1 1 60 1 1 1 1 1 54
5617 2 2 1 1 82 1 1 1 1 1 81
5618 2 2 1 1 65 1 1 1 1 1 61
5619 2 2 1 1 47 2 1 2 1 1 72
5619 3 1 8 1 21 8 1 2 1 1 72
5620 2 1 1 1 34 1 1 2 1 1 34
5620 3 1 1 1 5 2 1 2 1 1 34
5620 4 2 1 1 2 2 1 2 1 1 34
5621 2 2 7 5 31 1 2 1 9 1 52
5621 3 2 9 1 15 2 2 1 9 1 52
5621 4 1 9 5 2 2 2 1 9 1 52
5622 2 2 7 2 54 10 1 1 7 5 57
5623 2 2 1 1 21 2 2 2 1 1 58
5624 2 2 2 5 48 1 2 1 2 5 57
5624 3 2 2 5 22 2 2 1 2 5 57
