"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner" "HHGender" "HHRace" "HHHisp" "HHAge"
2836 2 2 1 1 30 1 1 1 1 1 53
2836 3 2 1 1 7 2 1 1 1 1 53
2837 2 2 1 1 65 1 1 1 1 1 64
2838 2 2 1 1 7 2 2 1 1 1 29
2838 3 2 1 1 26 10 2 1 1 1 29
2839 2 2 7 5 19 8 2 2 7 5 59
2840 2 2 1 2 26 1 2 1 1 2 27
2840 3 2 1 2 6 2 2 1 1 2 27
2841 2 2 1 1 53 1 1 1 1 1 67
2842 2 1 2 1 73 1 1 2 2 1 70
2843 2 2 1 1 63 1 1 1 1 1 66
2844 2 1 2 1 62 10 2 2 2 1 45
2844 3 2 2 1 53 10 2 2 2 1 45
2845 2 2 1 1 74 1 1 1 1 1 75
2846 2 1 1 1 54 6 1 1 1 1 46
2846 3 2 1 1 56 9 1 1 1 1 46
2847 2 2 1 1 52 1 1 1 1 1 58
2848 2 2 1 1 57 1 1 1 1 1 57
2849 2 2 1 1 50 1 1 1 1 1 51
2849 3 1 1 1 17 2 1 1 1 1 51
2849 4 2 1 1 13 2 1 1 1 1 51
2850 2 2 1 1 42 1 1 1 1 1 44
2850 3 2 1 1 17 2 1 1 1 1 44
2851 2 2 1 1 9 2 2 2 1 1 31
2852 2 2 1 1 30 1 1 1 1 1 32
2852 3 1 1 1 3 2 1 1 1 1 32
2853 2 1 1 1 61 1 1 2 1 1 49
2854 2 2 4 1 31 1 1 1 1 1 29
2855 2 1 1 1 53 2 1 2 1 1 75
2856 2 1 1 1 48 1 1 2 1 1 43
2856 3 1 1 1 18 2 1 2 1 1 43
2856 4 2 1 1 17 2 1 2 1 1 43
2857 2 1 1 1 22 6 2 1 1 1 25
2857 3 1 1 1 26 10 2 1 1 1 25
2857 4 1 1 1 25 10 2 1 1 1 25
2858 2 2 1 1 56 2 1 2 1 1 84
2859 2 1 1 1 54 1 1 2 1 1 53
2860 2 2 1 1 14 2 1 2 1 1 41
2860 3 1 1 1 11 2 1 2 1 1 41
2861 2 2 1 1 24 6 2 2 1 1 29
2861 3 1 1 1 25 10 2 2 1 1 29
2862 2 1 1 1 26 1 1 2 1 1 29
2862 3 1 1 1 4 2 1 2 1 1 29
2862 4 2 1 1 4 2 1 2 1 1 29
2863 2 2 8 1 38 1 1 1 8 1 50
2863 3 1 8 1 3 2 1 1 8 1 50
2864 2 1 1 1 54 1 1 2 1 1 44
2864 3 2 1 1 16 2 1 2 1 1 44
2864 4 2 1 1 9 2 1 2 1 1 44
2865 2 2 7 5 58 1 1 1 7 5 56
2865 3 2 7 5 29 2 1 1 7 5 56
2865 4 2 7 5 21 2 1 1 7 5 56
2866 2 1 1 1 62 1 1 2 1 1 65
2867 2 2 1 1 40 1 2 1 1 1 42
2867 3 1 1 1 16 2 2 1 1 1 42
2868 2 1 1 1 25 2 2 1 1 1 51
2869 2 2 1 1 82 1 1 1 1 1 84
2870 2 1 1 1 71 1 1 2 1 1 61
2871 2 2 1 1 79 1 2 1 1 1 73
2871 3 1 1 1 50 2 2 1 1 1 73
2872 2 2 1 1 76 1 1 1 1 1 79
2872 3 2 1 1 52 2 1 1 1 1 79
2872 4 2 1 1 16 8 1 1 1 1 79
2873 2 2 1 1 67 1 1 1 1 1 67
2874 2 2 1 1 66 1 1 1 1 1 67
2875 2 2 1 5 53 1 1 1 1 5 54
2876 2 2 9 1 47 1 1 1 1 1 47
2877 2 2 1 1 39 1 1 1 1 1 52
2877 3 1 1 1 13 2 1 1 1 1 52
2877 4 2 1 1 10 2 1 1 1 1 52
2878 2 2 1 1 47 1 1 1 1 1 42
2879 2 1 1 1 67 1 1 2 1 1 67
2880 2 2 6 1 39 1 1 1 1 1 54
2881 2 2 1 1 33 1 1 1 1 1 33
2882 2 2 1 1 60 1 1 1 1 5 77
2883 2 1 1 1 43 2 1 2 1 1 69
2884 2 2 1 1 60 1 2 1 1 1 75
2885 2 2 1 1 40 1 1 1 1 1 47
2885 3 1 1 1 12 2 1 1 1 1 47
2886 2 2 1 1 29 1 1 1 1 1 31
2886 3 1 1 1 2 2 1 1 1 1 31
2887 2 1 2 1 30 1 2 2 7 2 30
2887 3 1 7 2 6 2 2 2 7 2 30
2888 2 2 6 1 63 1 1 1 8 1 60
2888 3 1 8 1 22 2 1 1 8 1 60
2889 2 2 1 1 63 10 1 1 1 1 75
2890 2 2 1 1 61 1 1 1 1 1 64
2891 2 2 1 1 71 1 1 1 1 1 74
2891 3 1 1 1 47 2 1 1 1 1 74
2892 2 2 2 1 26 9 2 2 2 1 49
2892 3 1 2 1 1 9 2 2 2 1 49
2893 2 2 1 1 79 1 1 1 1 1 81
2894 2 2 1 1 68 1 1 1 1 1 71
2894 3 2 1 1 39 2 1 1 1 1 71
2895 2 2 1 1 54 1 1 1 1 1 55
2896 2 2 1 1 65 1 1 1 1 1 65
2897 2 2 1 1 59 1 1 1 1 1 65
2898 2 1 1 1 38 11 1 2 1 1 49
2899 2 2 1 1 69 1 1 1 1 1 69
2900 2 2 1 1 59 1 2 1 1 1 60
2901 2 1 1 1 73 1 1 2 1 1 68
2902 2 2 1 1 54 1 1 1 1 1 58
2903 2 1 1 1 32 1 1 2 1 1 28
2904 2 2 1 1 47 1 1 1 1 1 49
2905 2 1 2 1 66 10 2 2 2 1 60
2905 3 2 2 1 57 10 2 2 2 1 60
2906 2 2 1 1 64 1 1 1 1 1 61
2907 2 1 2 1 60 1 1 2 2 1 65
2908 2 1 1 1 55 2 1 2 1 1 85
2909 2 1 6 1 74 1 1 2 6 1 69
2909 3 1 6 1 31 2 1 2 6 1 69
2910 2 1 1 5 21 2 1 1 1 1 56
2911 2 2 1 1 67 1 1 1 1 1 71
2912 2 2 6 1 48 1 1 1 6 1 62
2912 3 2 6 1 24 2 1 1 6 1 62
2913 2 1 6 1 43 1 1 2 6 1 42
2913 3 1 6 1 20 2 1 2 6 1 42
2913 4 1 6 1 13 2 1 2 6 1 42
2914 2 1 1 2 11 2 1 2 1 2 36
2914 3 1 1 2 8 2 1 2 1 2 36
2914 4 2 1 2 3 2 1 2 1 2 36
2915 2 1 1 1 42 1 1 2 3 1 39
2915 3 2 3 1 9 2 1 2 3 1 39
2915 4 1 3 1 4 2 1 2 3 1 39
2916 2 2 1 1 55 1 1 1 1 1 55
2917 2 2 1 1 66 1 1 1 1 1 67
2918 2 1 2 1 35 2 1 2 2 1 55
2919 2 2 1 1 60 1 1 1 1 1 63
2920 2 1 1 1 60 1 1 2 4 1 60
2920 3 2 4 1 19 2 1 2 4 1 60
2921 2 2 1 1 66 1 1 1 1 1 66
2922 2 2 1 1 58 1 1 1 1 1 63
2923 2 2 1 1 66 1 1 1 1 1 70
2924 2 1 1 1 33 1 1 2 1 1 31
2924 3 2 1 1 5 2 1 2 1 1 31
2924 4 1 1 1 4 2 1 2 1 1 31
2925 2 2 1 1 58 1 1 1 1 1 59
2926 2 1 1 1 78 1 1 2 1 1 73
2927 2 2 1 1 42 2 1 2 1 1 79
2927 3 2 1 1 2 8 1 2 1 1 79
2928 2 2 1 1 73 1 1 1 1 1 76
2929 2 2 7 5 51 1 1 1 7 5 51
2929 3 2 7 5 14 2 1 1 7 5 51
2929 4 2 7 5 9 2 1 1 7 5 51
2930 2 2 1 1 29 10 2 1 1 1 31
2931 2 1 1 1 23 2 1 1 1 1 56
2932 2 2 1 1 32 1 1 1 1 1 33
2933 2 2 1 1 61 1 1 1 1 1 60
2934 2 2 1 1 84 1 1 1 1 1 83
2935 2 2 1 1 25 1 1 1 1 1 26
2936 2 1 1 1 61 1 1 2 1 1 61
2937 2 2 1 1 29 10 1 1 1 1 28
2937 3 2 1 1 24 10 1 1 1 1 28
2937 4 2 1 1 28 11 1 1 1 1 28
2938 2 2 1 1 62 1 1 1 1 1 62
2939 2 2 1 1 70 1 1 1 1 1 70
2940 2 1 1 1 58 1 1 2 1 1 58
2940 3 2 1 1 15 2 1 2 1 1 58
2941 2 2 1 2 48 1 1 1 1 1 49
2941 3 1 1 1 15 2 1 1 1 1 49
2942 2 2 1 1 31 1 2 1 1 1 31
2943 2 1 7 1 66 1 1 2 7 1 67
2944 2 1 1 1 32 1 1 2 1 1 32
2944 3 1 1 1 2 2 1 2 1 1 32
2944 4 1 1 1 1 2 1 2 1 1 32
2945 2 2 4 1 41 1 2 1 4 1 55
2945 3 2 4 1 14 2 2 1 4 1 55
2945 4 1 4 1 9 2 2 1 4 1 55
2946 2 2 1 1 60 1 1 1 1 1 67
2947 2 1 1 1 42 1 1 2 1 1 49
2947 3 1 1 1 17 2 1 2 1 1 49
2948 2 1 1 1 38 1 1 2 1 1 39
2949 2 1 2 1 60 1 1 2 2 1 55
2949 3 1 2 1 19 2 1 2 2 1 55
2950 2 2 1 1 74 1 1 1 1 1 76
2951 2 1 6 1 40 1 1 2 6 1 39
2951 3 2 6 1 9 2 1 2 6 1 39
2951 4 1 6 1 6 2 1 2 6 1 39
2952 2 2 1 5 64 1 1 1 1 1 71
2953 2 2 1 1 45 1 1 1 1 1 43
2953 3 2 1 1 17 2 1 1 1 1 43
2953 4 2 1 1 16 2 1 1 1 1 43
2954 2 2 4 1 54 1 1 1 4 1 56
2954 3 2 1 1 66 10 1 1 4 1 56
2954 4 2 1 1 52 10 1 1 4 1 56
2955 2 1 3 1 65 10 1 2 1 1 75
2956 2 1 1 1 40 10 2 2 1 1 45
2957 2 2 1 2 71 1 1 1 1 2 70
2958 2 2 1 1 64 1 1 1 1 1 66
2958 3 1 1 1 19 8 1 1 1 1 66
2959 2 1 1 1 55 2 1 1 1 1 75
2960 2 2 1 1 46 1 1 1 1 1 46
2960 3 1 1 1 19 2 1 1 1 1 46
2960 4 1 1 1 24 2 1 1 1 1 46
2961 2 1 1 1 59 1 2 2 1 1 61
2962 2 1 1 1 82 1 1 2 1 1 74
2963 2 2 1 1 67 1 1 1 1 1 69
2964 2 2 1 1 60 1 1 1 1 1 62
2965 2 2 1 1 76 1 1 1 1 1 84
2966 2 2 1 1 21 1 2 1 1 1 23
2966 3 2 1 1 2 2 2 1 1 1 23
2967 2 2 2 5 19 2 2 2 7 5 55
2967 3 2 2 5 19 2 2 2 7 5 55
2967 4 1 1 5 16 11 2 2 7 5 55
2968 2 1 1 1 71 1 1 2 1 1 69
2969 2 1 1 1 38 1 1 2 1 1 35
2970 2 1 2 1 25 2 1 1 2 1 44
2970 3 2 2 1 46 9 1 1 2 1 44
2971 2 1 2 1 27 2 1 1 2 1 60
2972 2 2 1 1 75 1 1 1 1 1 76
2973 2 1 1 1 23 6 2 1 1 1 31
2974 2 1 8 1 5 2 2 2 1 1 29
2974 3 2 8 1 2 2 2 2 1 1 29
2975 2 2 1 1 4 2 2 1 1 1 25
2975 3 2 1 1 21 10 2 1 1 1 25
2976 2 2 7 2 18 2 2 2 7 2 35
2976 3 1 7 2 10 2 2 2 7 2 35
2977 2 2 1 1 63 1 1 1 1 1 68
2978 2 1 1 1 22 2 1 2 1 1 45
2978 3 2 1 1 13 2 1 2 1 1 45
2979 2 2 1 2 57 1 2 1 1 1 50
2979 3 1 1 1 17 2 2 1 1 1 50
2980 2 1 1 1 75 1 1 2 1 1 68
2980 3 1 1 1 26 8 1 2 1 1 68
2981 2 1 1 1 57 1 1 2 1 1 57
2982 2 2 1 1 52 1 1 1 1 1 53
2982 3 2 1 1 21 2 1 1 1 1 53
2983 2 2 1 1 9 2 1 2 1 1 42
2983 3 2 1 1 5 2 1 2 1 1 42
2984 2 2 1 1 37 1 1 1 1 1 38
2984 3 2 1 1 8 2 1 1 1 1 38
2984 4 1 1 1 3 2 1 1 1 1 38
2985 2 2 1 1 43 1 1 1 1 1 42
2985 3 1 1 1 17 2 1 1 1 1 42
2985 4 2 1 1 13 2 1 1 1 1 42
2986 2 2 1 1 65 1 1 1 1 1 65
2987 2 1 1 1 48 1 2 2 1 1 44
2987 3 2 1 1 11 2 2 2 1 1 44
2988 2 1 1 1 59 1 2 2 3 1 62
2989 2 1 1 1 58 1 1 2 1 1 55
2990 2 1 1 1 52 2 1 2 1 1 80
2991 2 1 1 1 52 1 1 2 1 1 51
2991 3 1 1 1 23 2 1 2 1 1 51
2992 2 2 1 1 75 1 1 1 1 1 78
2993 2 2 5 1 46 1 2 1 5 1 47
2993 3 1 5 1 8 2 2 1 5 1 47
2994 2 1 1 4 40 2 1 1 1 4 86
2995 2 2 1 1 53 1 2 1 7 1 40
2996 2 2 1 2 64 1 1 1 1 2 66
2997 2 2 1 1 74 1 1 1 1 1 79
2998 2 1 1 1 93 1 1 2 1 1 89
2999 2 1 1 1 66 10 1 1 1 1 70
3000 2 1 8 1 57 1 1 2 1 1 54
3000 3 1 2 1 19 2 1 2 1 1 54
3000 4 1 1 1 20 11 1 2 1 1 54
3001 2 2 1 1 71 1 1 1 1 1 75
3002 2 2 1 1 8 2 1 2 1 1 30
3002 3 1 1 1 6 2 1 2 1 1 30
3002 4 1 1 1 35 10 1 2 1 1 30
3003 2 1 1 1 25 10 2 2 1 1 25
3004 2 1 1 5 27 1 2 2 1 2 27
3004 3 1 1 5 3 2 2 2 1 2 27
3005 2 1 1 1 63 1 1 2 1 1 64
3005 3 2 1 1 84 5 1 2 1 1 64
3006 2 2 1 1 72 1 1 1 1 1 76
3007 2 1 2 1 34 10 2 1 1 1 32
3008 2 2 1 1 16 2 2 2 1 1 42
3008 3 1 1 1 48 10 2 2 1 1 42
3009 2 2 7 5 51 1 1 1 1 1 58
3009 3 2 1 1 16 2 1 1 1 1 58
3010 2 1 1 1 35 10 1 1 1 1 37
3011 2 2 1 1 71 1 1 1 1 1 76
3011 3 1 1 1 44 2 1 1 1 1 76
3012 2 1 1 1 72 1 2 2 1 1 58
3013 2 1 1 1 61 1 1 2 1 1 57
3014 2 2 1 1 57 1 1 1 1 1 53
3014 3 2 1 1 22 2 1 1 1 1 53
3014 4 1 1 1 17 2 1 1 1 1 53
3015 2 2 1 2 22 2 2 2 1 2 66
3016 2 2 1 1 25 10 2 1 1 1 22
3017 2 1 2 1 67 1 1 2 2 1 72
3017 3 1 2 1 39 2 1 2 2 1 72
3018 2 2 1 1 47 1 1 1 1 1 48
3018 3 1 1 1 23 2 1 1 1 1 48
3019 2 1 4 1 32 2 1 1 4 1 64
3019 3 1 4 1 30 2 1 1 4 1 64
3020 2 2 1 1 42 1 1 1 1 1 47
3021 2 1 1 1 70 1 1 2 1 1 68
3022 2 1 1 1 52 1 1 2 1 1 61
3023 2 1 1 1 68 1 1 2 6 1 60
3023 3 1 8 1 34 2 1 2 6 1 60
3024 2 2 1 1 58 1 1 1 1 1 56
3025 2 1 1 1 67 1 1 2 1 1 64
3025 3 1 1 1 17 8 1 2 1 1 64
3026 2 1 1 2 34 1 1 2 1 2 26
3026 3 2 1 2 6 2 1 2 1 2 26
3027 2 2 1 1 32 1 1 1 1 1 36
3027 3 1 1 1 9 2 1 1 1 1 36
3028 2 1 1 1 42 1 1 2 1 1 40
3029 2 2 1 1 26 2 2 2 1 1 51
3029 3 2 7 1 4 8 2 2 1 1 51
3030 2 2 1 1 54 1 2 1 1 3 53
3031 2 1 1 1 18 2 1 2 1 1 57
3031 3 1 1 1 17 2 1 2 1 1 57
3032 2 1 1 1 13 2 2 1 1 1 56
3032 3 2 1 1 2 2 2 1 1 1 56
3032 4 2 1 1 39 10 2 1 1 1 56
3033 2 2 1 1 59 2 1 2 1 1 79
3033 3 1 1 1 54 2 1 2 1 1 79
3034 2 1 6 1 43 1 2 2 6 1 42
3034 3 1 6 1 21 2 2 2 6 1 42
3034 4 1 6 1 18 2 2 2 6 1 42
3035 2 1 2 1 14 8 2 2 2 1 50
3035 3 2 2 1 10 8 2 2 2 1 50
3036 2 1 1 1 21 2 1 2 1 1 44
3036 3 2 1 1 19 2 1 2 1 1 44
3036 4 1 1 1 46 10 1 2 1 1 44
3037 2 1 1 1 8 2 2 1 1 1 38
3038 2 2 1 1 40 1 1 1 1 1 49
3038 3 2 1 1 15 2 1 1 1 1 49
3038 4 1 1 1 12 2 1 1 1 1 49
3039 2 1 2 1 19 2 1 2 2 1 53
3040 2 1 1 1 45 1 1 2 4 1 46
3040 3 1 1 1 15 2 1 2 4 1 46
3040 4 1 4 1 13 2 1 2 4 1 46
3041 2 1 2 1 48 9 1 2 2 1 58
3041 3 1 2 1 57 10 1 2 2 1 58
3042 2 2 1 1 64 1 1 1 1 1 67
3043 2 2 2 1 41 1 2 1 2 1 40
3043 3 1 2 1 9 2 2 1 2 1 40
3044 2 2 1 1 9 2 1 2 1 1 46
3044 3 2 1 1 32 11 1 2 1 1 46
3045 2 1 1 1 23 2 2 2 1 1 40
3045 3 1 1 1 21 2 2 2 1 1 40
3045 4 1 1 1 43 10 2 2 1 1 40
3046 2 2 2 1 31 1 1 1 2 1 34
3046 3 1 2 1 10 2 1 1 2 1 34
3046 4 2 2 1 6 2 1 1 2 1 34
3047 2 2 1 1 26 1 1 1 8 1 30
3048 2 2 1 1 24 2 1 2 1 1 50
3048 3 1 1 1 16 2 1 2 1 1 50
3048 4 1 1 1 27 3 1 2 1 1 50
3049 2 1 1 1 20 2 1 1 1 1 66
3049 3 2 1 1 58 10 1 1 1 1 66
3050 2 2 1 4 39 2 2 2 1 4 76
3050 3 2 1 4 25 8 2 2 1 4 76
3051 2 2 1 1 54 1 1 1 1 1 52
3052 2 2 1 1 51 1 1 1 1 1 54
3053 2 2 1 1 29 10 2 1 1 1 31
3054 2 2 1 1 74 1 1 1 1 1 73
3055 2 1 1 1 65 1 1 2 1 1 62
3056 2 2 1 1 59 1 1 1 1 1 59
3056 3 1 1 1 32 2 1 1 1 1 59
3057 2 2 1 1 50 1 2 1 1 1 50
3058 2 1 1 1 62 10 1 2 1 1 62
3059 2 2 2 1 78 1 1 1 2 1 79
3060 2 2 1 1 58 1 1 1 1 1 64
3061 2 2 1 2 9 2 2 2 1 2 26
3061 3 1 1 2 3 2 2 2 1 2 26
3061 4 1 1 2 30 10 2 2 1 2 26
3062 2 1 1 1 23 1 2 2 1 2 23
3063 2 1 1 1 73 1 1 2 1 1 72
3064 2 1 1 2 24 2 1 1 1 2 55
3064 3 2 1 2 22 2 1 1 1 2 55
3065 2 1 1 1 73 1 1 2 1 1 70
3066 2 2 6 1 26 1 1 1 1 1 40
3067 2 2 1 1 51 1 2 1 1 1 50
3068 2 2 2 1 49 1 1 1 2 1 53
3069 2 2 1 1 38 1 1 1 1 1 42
3069 3 2 1 1 14 2 1 1 1 1 42
3070 2 2 1 1 50 1 1 1 1 1 54
3071 2 1 1 1 29 1 1 2 1 1 25
3071 3 2 1 1 1 2 1 2 1 1 25
3072 2 1 1 1 59 1 1 2 1 1 58
3073 2 2 1 1 44 1 1 1 1 1 41
3073 3 2 1 1 15 2 1 1 1 1 41
3074 2 1 1 1 79 1 1 2 1 1 77
3075 2 1 1 1 54 1 2 2 1 1 53
3076 2 1 1 2 35 2 2 2 1 2 58
3076 3 1 1 2 21 2 2 2 1 2 58
3076 4 1 1 2 49 6 2 2 1 2 58
3077 2 1 1 1 53 10 2 2 1 1 47
3078 2 1 2 1 40 1 2 2 2 1 36
3078 3 1 2 1 4 2 2 2 2 1 36
3079 2 2 7 2 26 1 1 1 7 2 31
3079 3 1 7 2 18 9 1 1 7 2 31
3079 4 1 7 2 32 10 1 1 7 2 31
3080 2 2 1 1 59 1 1 1 1 1 59
3081 2 1 1 2 41 2 2 1 1 2 66
3081 3 2 1 2 85 4 2 1 1 2 66
3082 2 2 7 2 34 1 1 1 7 2 35
3082 3 2 7 2 17 2 1 1 7 2 35
3082 4 2 7 2 7 2 1 1 7 2 35
3083 2 2 1 1 36 1 1 1 1 1 48
3083 3 1 1 1 6 2 1 1 1 1 48
3083 4 1 1 1 3 2 1 1 1 1 48
3084 2 2 1 1 51 1 1 1 1 1 57
3085 2 1 2 1 25 2 1 1 2 1 65
3086 2 2 1 1 64 1 1 1 1 1 62
3087 2 1 2 1 35 2 1 2 2 1 55
3088 2 1 1 1 73 1 1 2 1 1 68
3089 2 1 7 2 8 2 1 2 7 5 37
3089 3 1 7 2 5 2 1 2 7 5 37
3090 2 2 1 5 30 1 1 1 1 2 42
3090 3 1 1 2 4 2 1 1 1 2 42
3090 4 2 1 2 2 2 1 1 1 2 42
3091 2 2 1 1 65 1 1 1 1 1 70
3092 2 2 1 1 57 1 1 1 1 1 62
3093 2 1 1 1 48 1 1 2 1 1 42
3093 3 1 1 1 15 2 1 2 1 1 42
3093 4 2 1 1 9 2 1 2 1 1 42
3094 2 2 1 1 50 1 1 1 1 1 46
3094 3 1 1 1 13 2 1 1 1 1 46
3095 2 2 1 1 94 1 1 1 1 1 94
3095 3 1 1 1 60 2 1 1 1 1 94
3096 2 2 1 1 28 1 1 1 1 1 32
3096 3 2 1 1 6 2 1 1 1 1 32
3097 2 2 1 1 80 1 2 1 1 1 79
3098 2 2 1 1 65 1 1 1 1 1 68
3099 2 2 1 1 28 1 1 1 1 1 29
3099 3 2 1 1 7 2 1 1 1 1 29
3100 2 2 1 1 50 2 2 2 1 1 70
3100 3 1 8 1 47 2 2 2 1 1 70
3101 2 1 1 1 30 1 2 2 1 1 23
3101 3 1 1 1 4 2 2 2 1 1 23
3101 4 2 1 1 1 2 2 2 1 1 23
3102 2 2 1 1 61 1 1 1 2 1 61
3103 2 2 1 1 66 1 1 1 1 1 80
3104 2 2 1 1 46 1 1 1 1 1 46
3104 3 1 1 1 24 2 1 1 1 1 46
3104 4 1 1 1 19 2 1 1 1 1 46
3105 2 2 1 1 37 1 1 1 2 1 54
3105 3 2 2 1 9 2 1 1 2 1 54
3106 2 1 1 1 46 1 1 2 1 1 43
3106 3 1 1 1 11 2 1 2 1 1 43
3107 2 2 1 1 63 1 1 1 1 1 57
3108 2 2 1 1 52 1 1 1 1 1 52
3109 2 2 1 1 76 1 1 1 1 1 63
3110 2 1 1 1 61 1 1 2 1 1 61
3111 2 1 1 1 46 1 1 2 1 1 40
3111 3 2 1 1 11 2 1 2 1 1 40
3111 4 1 1 1 5 2 1 2 1 1 40
3112 2 2 2 1 58 1 1 1 2 1 54
3112 3 2 2 1 23 2 1 1 2 1 54
3113 2 2 5 1 67 1 2 1 5 1 68
3114 2 1 1 1 83 1 2 2 1 1 83
3115 2 2 1 1 55 1 1 1 1 1 53
3115 3 2 1 1 18 2 1 1 1 1 53
3116 2 2 1 1 53 1 1 1 1 1 63
3117 2 2 1 1 28 1 2 1 1 1 30
3118 2 1 1 1 50 2 1 1 1 1 73
3119 2 1 1 1 40 1 1 2 1 1 39
3119 3 1 1 1 13 2 1 2 1 1 39
3119 4 2 1 1 11 2 1 2 1 1 39
3120 2 2 1 1 28 1 2 1 1 1 30
3120 3 2 1 1 2 2 2 1 1 1 30
3120 4 2 1 2 9 2 2 1 1 1 30
3121 2 1 1 1 41 1 1 2 1 1 41
3121 3 2 1 1 11 2 1 2 1 1 41
3121 4 1 1 1 7 2 1 2 1 1 41
3122 2 1 2 1 41 1 1 2 2 1 39
3122 3 1 2 1 23 2 1 2 2 1 39
3122 4 1 2 1 16 2 1 2 2 1 39
3123 2 2 1 1 59 1 1 1 1 1 64
3124 2 2 1 1 49 1 2 1 1 1 59
3125 2 1 1 1 48 1 2 2 1 1 42
3125 3 2 1 1 16 2 2 2 1 1 42
3125 4 1 1 1 3 2 2 2 1 1 42
3126 2 2 1 1 58 1 1 1 1 1 63
3127 2 2 1 1 79 1 1 1 1 1 79
3128 2 2 1 1 63 1 2 1 1 1 65
3129 2 2 1 1 34 1 1 1 1 1 36
3129 3 1 4 1 11 11 1 1 1 1 36
3130 2 2 1 5 58 1 2 1 8 5 70
3130 3 2 1 5 56 10 2 1 8 5 70
3131 2 2 1 1 30 6 2 2 1 1 33
3132 2 1 1 1 3 2 2 2 1 1 23
3132 3 1 1 1 30 10 2 2 1 1 23
3133 2 2 2 1 48 1 2 1 2 1 61
3133 3 2 2 1 42 6 2 1 2 1 61
3134 2 1 6 1 58 1 1 2 6 1 54
3135 2 1 1 1 80 1 1 2 1 1 74
3136 2 1 1 5 19 2 1 2 1 5 44
3136 3 1 1 5 15 2 1 2 1 5 44
3137 2 2 1 1 10 2 1 2 1 1 40
3137 3 1 1 1 9 2 1 2 1 1 40
3137 4 2 1 1 9 2 1 2 1 1 40
3138 2 1 2 1 42 1 1 2 2 1 49
3138 3 2 2 1 20 2 1 2 2 1 49
3138 4 2 2 1 72 4 1 2 2 1 49
3139 2 1 1 1 31 2 1 2 1 1 61
3139 3 1 1 1 53 10 1 2 1 1 61
3140 2 2 1 1 59 1 1 1 1 1 62
3141 2 1 1 1 64 6 1 2 1 1 66
3142 2 2 6 1 67 1 1 1 6 1 69
3142 3 1 6 1 41 2 1 1 6 1 69
3143 2 2 1 1 54 1 1 1 1 2 71
3143 3 2 1 1 19 2 1 1 1 2 71
3144 2 1 1 1 41 1 2 2 8 1 38
3145 2 2 1 1 52 1 1 1 1 1 60
3146 2 2 1 1 66 1 1 1 1 1 70
3147 2 2 1 1 71 1 1 1 1 1 73
3148 2 1 1 1 57 1 1 2 1 1 48
3149 2 1 2 1 18 2 1 2 2 1 44
3149 3 2 2 1 15 2 1 2 2 1 44
3150 2 2 1 2 21 2 1 2 1 2 51
3150 3 2 1 2 9 8 1 2 1 2 51
3150 4 2 1 2 5 8 1 2 1 2 51
3151 2 2 1 1 61 1 1 1 1 1 65
3152 2 1 1 1 24 2 1 2 1 1 49
3153 2 1 1 1 51 1 1 2 1 1 44
3153 3 2 1 1 7 2 1 2 1 1 44
3153 4 2 1 1 6 2 1 2 1 1 44
3154 2 2 1 1 55 6 2 2 1 1 57
3154 3 1 7 2 53 9 2 2 1 1 57
3155 2 2 1 1 42 1 1 1 1 1 47
3155 3 2 1 1 11 2 1 1 1 1 47
3156 2 2 1 1 23 1 2 1 1 1 27
3157 2 1 8 1 65 10 1 2 8 1 54
3158 2 2 1 1 30 2 1 2 1 1 55
3158 3 1 1 1 27 2 1 2 1 1 55
3158 4 2 1 1 3 8 1 2 1 1 55
3159 2 2 3 1 53 1 1 1 1 1 59
3160 2 2 1 5 47 1 1 1 1 5 52
3160 3 1 1 5 14 2 1 1 1 5 52
3160 4 1 1 5 12 2 1 1 1 5 52
3161 2 2 1 1 28 10 2 1 7 2 37
3162 2 1 1 1 52 1 1 2 1 1 49
3162 3 1 1 1 21 2 1 2 1 1 49
3162 4 2 1 1 18 2 1 2 1 1 49
3163 2 2 1 1 9 2 1 2 1 1 42
3163 3 1 1 1 35 10 1 2 1 1 42
3164 2 1 1 2 34 1 1 2 1 2 32
3164 3 1 1 2 12 2 1 2 1 2 32
3164 4 1 1 2 4 2 1 2 1 2 32
3165 2 1 1 1 50 1 1 2 1 1 52
3166 2 2 2 1 20 8 2 2 2 1 60
3166 3 2 2 1 1 9 2 2 2 1 60
3167 2 2 1 1 53 6 1 1 1 1 41
3167 3 2 1 1 78 4 1 1 1 1 41
3168 2 1 3 1 61 2 1 2 3 1 87
3169 2 1 1 1 73 1 1 2 1 1 73
3170 2 1 1 2 12 6 1 1 1 2 24
3170 3 2 1 2 42 4 1 1 1 2 24
3171 2 2 1 1 42 1 1 1 1 1 49
3172 2 2 7 2 49 1 2 1 7 2 53
3172 3 2 7 2 16 2 2 1 7 2 53
3173 2 1 1 1 52 1 1 2 1 1 51
3174 2 1 1 1 21 2 2 2 1 1 39
3174 3 1 1 1 18 2 2 2 1 1 39
3174 4 2 1 1 39 10 2 2 1 1 39
3175 2 1 1 2 82 1 1 2 1 2 78
3176 2 1 2 1 26 6 2 2 2 1 39
3176 3 1 2 1 17 9 2 2 2 1 39
3177 2 2 1 1 40 1 1 1 1 1 47
3177 3 2 1 1 15 2 1 1 1 1 47
3177 4 2 1 1 19 2 1 1 1 1 47
