"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner" "HHGender" "HHRace" "HHHisp" "HHAge" "HHRelate"
391 3 2 1 1 41 3 1 1 1 1 65 1
392 2 2 1 2 20 3 1 2 1 2 59 1
393 2 2 1 1 60 2 1 1 1 1 69 1
393 3 2 1 1 94 5 1 1 1 1 69 1
394 2 2 1 1 83 2 1 1 1 1 83 1
395 2 2 1 1 48 2 1 1 1 1 50 1
396 2 2 4 1 26 3 2 1 4 1 53 1
396 3 2 4 1 1 10 2 1 4 1 53 1
397 2 2 2 1 23 3 2 2 2 1 46 1
397 3 1 2 1 23 3 2 2 2 1 46 1
398 2 2 1 1 74 2 1 1 2 1 84 1
399 2 2 1 1 51 2 1 1 1 1 55 1
400 2 1 1 1 21 3 1 2 1 1 54 1
400 3 2 1 1 16 3 1 2 1 1 54 1
401 2 1 2 1 12 3 1 2 2 1 33 1
401 3 1 2 1 5 3 1 2 2 1 33 1
402 2 2 6 1 35 2 2 1 6 1 38 1
402 3 2 6 1 3 3 2 1 6 1 38 1
403 2 2 1 2 5 3 2 2 1 2 36 1
404 2 2 1 1 22 2 1 1 1 1 27 1
404 3 2 1 1 1 3 1 1 1 1 27 1
405 2 2 6 1 70 2 1 1 6 1 75 1
405 3 1 7 3 56 12 1 1 6 1 75 1
406 2 1 2 1 83 5 1 1 2 1 47 1
406 3 2 2 1 78 5 1 1 2 1 47 1
407 2 2 1 1 16 3 1 2 1 1 45 1
407 3 2 1 1 12 3 1 2 1 1 45 1
408 2 2 1 1 33 2 1 1 1 1 35 1
408 3 1 1 1 5 3 1 1 1 1 35 1
409 2 2 1 1 67 2 2 1 1 1 64 1
410 2 1 1 1 36 2 2 2 1 1 32 1
411 2 2 1 1 15 3 1 2 1 1 43 1
411 3 1 1 1 14 3 1 2 1 1 43 1
412 2 2 1 1 67 2 1 1 1 1 70 1
413 2 1 1 1 67 2 1 2 1 1 66 1
414 2 2 1 1 67 2 1 1 1 1 71 1
415 2 2 1 1 1 3 1 2 1 1 28 1
415 3 1 1 1 33 11 1 2 1 1 28 1
416 2 2 1 1 66 2 1 1 1 1 67 1
416 3 1 1 1 40 3 1 1 1 1 67 1
417 2 1 1 1 27 11 1 1 1 1 27 1
418 2 2 1 1 70 2 1 1 1 1 70 1
419 2 1 1 1 84 2 1 2 1 1 66 1
420 2 1 1 5 53 3 1 2 1 5 84 1
421 2 2 1 1 41 3 1 2 1 1 81 1
422 2 2 1 3 80 5 2 2 1 3 46 1
423 2 2 1 1 55 2 1 1 1 1 54 1
424 2 2 1 1 17 3 1 2 1 1 42 1
424 3 2 8 1 1 9 1 2 1 1 42 1
425 2 2 1 1 17 3 2 2 1 1 49 1
426 2 2 1 1 73 2 1 1 1 1 74 1
427 2 2 1 1 65 2 1 1 1 1 72 1
428 2 2 1 5 63 2 1 1 1 2 65 1
429 2 2 1 1 59 2 1 1 1 1 66 1
430 2 1 1 1 69 2 1 2 1 1 71 1
431 2 2 1 1 67 2 1 1 1 1 70 1
432 2 2 1 1 56 2 1 1 1 1 49 1
433 2 2 7 5 31 2 1 1 1 2 48 1
433 3 2 7 5 9 3 1 1 1 2 48 1
434 2 2 1 1 58 2 1 1 1 1 59 1
435 2 1 1 1 61 2 1 2 1 1 59 1
436 2 2 1 1 29 2 2 1 1 1 30 1
437 2 1 1 1 60 2 1 2 1 1 54 1
437 3 1 1 1 26 3 1 2 1 1 54 1
438 2 2 2 1 64 2 2 1 2 1 63 1
438 3 1 2 1 32 3 2 1 2 1 63 1
439 2 2 1 1 66 2 1 1 1 1 70 1
440 2 2 1 1 58 2 1 1 1 2 57 1
440 3 2 1 2 27 3 1 1 1 2 57 1
441 2 2 3 1 32 3 1 2 3 1 64 1
442 2 2 1 1 53 12 2 2 1 1 59 1
443 2 1 2 1 23 3 2 2 2 1 52 1
444 2 1 1 1 50 3 2 2 1 1 81 1
445 2 1 1 1 30 2 1 2 1 1 27 1
445 3 2 1 1 1 3 1 2 1 1 27 1
446 2 2 1 2 65 2 1 1 1 2 64 1
447 2 2 1 1 53 2 1 1 1 1 50 1
448 2 1 7 5 46 3 1 2 1 5 72 1
448 3 2 7 5 27 3 1 2 1 5 72 1
449 2 2 1 1 43 2 1 1 1 1 47 1
449 3 1 1 1 2 3 1 1 1 1 47 1
450 2 1 3 1 41 3 1 2 3 1 71 1
451 2 1 2 1 19 3 2 2 2 1 55 1
452 2 2 2 1 19 3 1 2 2 1 53 1
452 3 2 2 1 67 10 1 2 2 1 53 1
453 2 1 1 1 13 3 2 2 1 1 32 1
453 3 2 1 1 10 3 2 2 1 1 32 1
454 2 2 1 1 69 2 1 1 1 1 70 1
455 2 2 1 1 30 2 2 1 1 1 29 1
456 2 2 1 1 36 2 1 1 1 1 33 1
457 2 2 1 1 71 2 1 1 1 1 79 1
458 2 1 1 1 64 2 1 2 1 1 64 1
459 2 2 1 1 68 2 1 1 1 1 73 1
460 2 2 1 1 77 11 1 2 1 1 79 1
461 2 2 2 1 62 2 1 1 2 1 65 1
462 2 1 1 1 53 3 1 2 1 1 81 1
463 2 2 2 1 88 2 1 1 2 1 88 1
464 2 1 1 1 61 2 1 2 1 1 66 1
465 2 1 1 1 26 3 1 2 1 1 52 1
465 3 1 1 1 24 3 1 2 1 1 52 1
466 2 1 1 1 35 11 2 2 1 1 65 1
467 2 2 1 1 52 2 1 1 1 1 57 1
468 2 2 6 1 59 2 1 1 1 1 62 1
469 2 1 2 1 17 3 1 2 2 1 46 1
470 2 1 7 5 47 10 2 2 7 5 58 1
471 2 2 1 1 63 2 1 1 1 1 63 1
472 2 2 1 1 57 2 1 1 1 1 59 1
473 2 1 1 1 77 2 1 2 1 1 72 1
474 2 2 2 1 53 2 1 1 2 1 54 1
475 2 2 1 4 50 2 1 1 1 1 55 1
475 3 2 1 4 79 6 1 1 1 1 55 1
476 2 2 1 1 52 2 1 1 1 1 53 1
477 2 2 1 1 66 2 1 1 1 1 65 1
478 2 2 1 1 25 2 1 1 1 1 27 1
479 2 1 1 5 68 2 1 2 1 1 63 1
479 3 2 1 1 63 10 1 2 1 1 63 1
480 2 2 1 1 81 2 1 1 1 1 69 1
481 2 2 1 1 68 2 1 1 1 1 75 1
482 2 2 1 1 63 2 1 1 1 1 72 1
483 2 2 1 1 57 2 2 1 1 1 74 1
484 2 2 8 2 54 2 1 1 1 1 53 1
485 2 2 2 1 56 2 2 1 2 1 44 1
486 2 1 1 1 56 2 1 2 1 1 54 1
486 3 1 1 1 15 3 1 2 1 1 54 1
487 2 1 1 1 51 2 1 2 1 1 49 1
487 3 2 1 1 14 3 1 2 1 1 49 1
488 2 1 1 1 84 2 1 2 1 1 81 1
489 2 1 1 1 55 2 1 2 1 1 54 1
489 3 1 1 1 19 3 1 2 1 1 54 1
490 2 1 6 1 76 2 1 2 6 1 66 1
491 2 2 1 1 66 2 1 1 1 1 71 1
492 2 2 1 1 54 2 1 1 1 1 59 1
492 3 1 1 1 16 3 1 1 1 1 59 1
493 2 1 1 1 51 2 1 2 1 1 56 1
494 2 1 1 1 55 2 1 2 8 1 51 1
494 3 2 8 1 22 3 1 2 8 1 51 1
495 2 2 1 1 10 3 2 2 1 1 38 1
495 3 2 1 1 8 3 2 2 1 1 38 1
496 2 1 1 1 78 2 1 2 1 1 72 1
497 2 2 1 1 66 2 1 1 1 1 65 1
498 2 1 1 1 7 3 1 2 1 1 43 1
499 2 2 1 1 48 2 1 1 1 1 50 1
500 2 2 1 1 75 2 1 1 1 1 77 1
501 2 1 1 1 43 2 2 2 1 1 35 1
501 3 1 1 1 11 3 2 2 1 1 35 1
502 2 2 1 1 59 2 1 1 1 1 63 1
503 2 2 1 1 54 2 1 1 1 1 57 1
503 3 2 1 1 18 3 1 1 1 1 57 1
504 2 2 1 1 59 11 1 2 1 1 54 1
505 2 1 2 1 4 3 2 1 2 1 28 1
506 2 2 1 1 47 2 1 1 1 1 53 1
506 3 1 1 1 18 3 1 1 1 1 53 1
507 2 2 5 1 62 2 1 1 5 1 68 1
507 3 2 5 1 33 3 1 1 5 1 68 1
508 2 1 1 1 1 3 2 2 1 1 31 1
509 2 1 1 1 70 11 2 2 8 1 34 1
510 2 2 1 1 63 2 1 1 1 1 69 1
511 2 2 1 1 71 2 1 1 1 1 71 1
511 3 1 1 1 43 3 1 1 1 1 71 1
512 2 2 1 1 77 2 1 1 1 1 76 1
513 2 2 1 1 36 2 1 1 1 1 37 1
513 3 2 1 1 4 3 1 1 1 1 37 1
514 2 1 1 1 31 2 2 2 1 1 24 1
514 3 1 1 1 2 3 2 2 1 1 24 1
515 2 2 1 1 55 2 1 1 1 1 53 1
516 2 1 1 1 69 2 1 2 1 1 66 1
517 2 2 1 1 13 3 2 2 1 1 52 1
518 2 1 1 5 39 11 1 2 1 5 47 1
519 2 2 1 1 52 2 1 1 1 1 54 1
520 2 2 1 1 38 11 1 1 1 1 33 1
521 2 1 1 1 54 2 1 2 1 1 55 1
522 2 2 4 1 37 2 1 1 4 1 42 1
522 3 1 4 1 4 3 1 1 4 1 42 1
523 2 2 4 1 60 2 2 1 4 1 59 1
524 2 1 1 1 12 3 1 2 8 1 49 1
524 3 1 2 1 41 11 1 2 8 1 49 1
525 2 2 1 1 28 11 1 1 1 1 33 1
526 2 2 1 1 56 2 1 1 1 1 55 1
527 2 2 1 1 67 2 1 1 1 1 72 1
527 3 2 1 1 95 6 1 1 1 1 72 1
528 2 1 1 1 43 2 1 2 1 1 44 1
528 3 1 1 1 15 3 1 2 1 1 44 1
529 2 2 1 1 36 11 2 1 1 1 38 1
530 2 2 4 1 24 11 2 1 7 2 24 1
531 2 2 1 3 66 2 2 1 1 3 61 1
532 2 1 1 1 76 2 1 2 1 1 74 1
533 2 2 1 1 60 2 1 1 1 1 59 1
534 2 2 1 1 62 2 1 1 3 1 61 1
535 2 1 1 1 64 2 1 2 1 1 68 1
536 2 2 1 1 53 2 1 1 1 1 54 1
537 2 2 1 1 76 2 1 1 1 1 79 1
538 2 1 1 1 83 2 1 2 1 1 78 1
539 2 2 1 1 23 11 2 2 1 1 25 1
539 3 1 1 1 21 11 2 2 1 1 25 1
540 2 2 1 1 63 2 1 1 1 1 65 1
541 2 2 1 2 25 3 2 2 1 2 53 1
541 3 1 1 3 5 9 2 2 1 2 53 1
542 2 1 1 1 55 3 2 2 1 1 86 1
543 2 1 1 1 66 2 1 2 1 1 50 1
544 2 2 1 1 60 7 1 1 1 1 58 1
545 2 2 1 1 70 2 1 1 1 1 76 1
546 2 1 2 1 76 2 1 2 2 1 67 1
547 2 1 1 1 54 3 1 2 1 1 75 1
548 2 2 1 1 54 2 1 1 1 1 65 1
548 3 1 1 1 78 10 1 1 1 1 65 1
549 2 1 1 1 35 2 1 2 1 1 33 1
550 2 1 9 1 11 3 2 2 8 1 34 1
551 2 1 1 1 53 2 1 2 1 1 47 1
552 2 1 1 1 60 2 1 2 1 1 60 1
553 2 2 1 1 48 2 2 1 1 1 40 1
553 3 1 1 1 21 3 2 1 1 1 40 1
554 2 2 2 1 76 2 1 1 2 1 62 1
555 2 2 8 2 8 3 2 2 1 2 27 1
555 3 1 8 2 6 3 2 2 1 2 27 1
556 2 2 1 2 42 2 1 1 1 1 49 1
556 3 2 1 2 10 3 1 1 1 1 49 1
557 2 1 1 1 52 2 1 2 1 1 49 1
557 3 1 1 1 17 3 1 2 1 1 49 1
558 2 2 1 1 52 2 1 1 1 1 49 1
559 2 2 1 1 35 2 1 1 1 1 35 1
560 2 1 1 1 55 3 1 1 1 1 79 1
561 2 2 1 1 63 2 1 1 1 1 60 1
561 3 1 1 1 19 3 1 1 1 1 60 1
562 2 2 2 1 7 3 2 2 2 1 29 1
562 3 1 2 1 5 3 2 2 2 1 29 1
563 2 2 1 1 55 2 1 1 1 1 55 1
564 2 2 1 1 48 2 1 1 1 1 58 1
565 2 1 1 1 52 2 1 2 7 2 56 1
565 3 1 8 2 20 3 1 2 7 2 56 1
566 2 2 1 1 23 2 2 1 1 1 21 1
567 2 1 1 1 38 2 1 2 1 1 39 1
568 2 2 1 1 17 3 1 2 1 1 37 1
568 3 2 1 1 12 3 1 2 1 1 37 1
569 2 2 1 1 54 2 1 1 1 1 57 1
570 2 1 1 1 24 2 2 2 1 1 27 1
571 2 1 1 1 44 2 1 2 1 1 45 1
572 2 2 2 1 32 2 1 1 2 1 32 1
573 2 2 1 1 28 2 1 1 1 1 30 1
573 3 1 1 1 28 7 1 1 1 1 30 1
574 2 2 1 1 68 2 1 1 1 1 77 1
575 2 2 1 1 1 3 1 2 1 1 32 1
575 3 1 1 1 38 11 1 2 1 1 32 1
576 2 2 1 1 47 2 1 1 1 1 49 1
576 3 1 1 1 8 3 1 1 1 1 49 1
577 2 2 1 1 46 2 2 1 1 1 47 1
578 2 2 1 1 47 11 1 1 1 1 54 1
579 2 2 1 1 54 2 1 1 1 1 54 1
579 3 1 1 1 27 3 1 1 1 1 54 1
580 2 2 1 1 14 3 2 2 1 1 43 1
580 3 2 1 1 11 3 2 2 1 1 43 1
581 2 2 1 1 58 2 1 1 1 1 64 1
582 2 2 1 1 77 2 1 1 1 1 82 1
583 2 2 1 1 57 2 1 1 1 1 62 1
584 2 1 2 1 66 5 1 2 2 1 16 1
585 2 2 6 1 79 6 1 2 6 1 56 1
586 2 2 1 2 59 2 1 1 1 2 58 1
586 3 2 1 2 35 3 1 1 1 2 58 1
587 2 2 1 1 44 2 2 1 1 1 43 1
588 2 1 1 1 42 2 1 2 1 1 41 1
589 2 1 1 1 58 2 1 2 1 1 55 1
589 3 2 1 1 21 3 1 2 1 1 55 1
590 2 1 1 1 55 11 1 2 1 1 52 1
590 3 1 1 1 16 11 1 2 1 1 52 1
591 2 2 1 1 51 2 1 1 1 1 54 1
592 2 2 1 1 63 2 1 1 1 1 67 1
592 3 1 1 1 6 9 1 1 1 1 67 1
593 2 1 1 2 63 2 1 2 1 5 67 1
593 3 2 1 5 38 3 1 2 1 5 67 1
594 2 2 1 1 60 2 1 1 1 1 52 1
594 3 1 1 1 34 3 1 1 1 1 52 1
595 2 1 1 1 56 2 1 2 1 1 55 1
596 2 2 1 1 75 2 1 1 1 1 77 1
597 2 2 1 1 73 2 1 1 1 1 76 1
598 2 2 1 1 27 11 1 1 1 1 41 1
599 2 1 1 1 84 2 1 2 1 1 72 1
600 2 1 1 1 31 2 2 2 1 1 30 1
601 2 2 1 1 65 2 1 1 1 1 74 1
602 2 1 1 1 58 2 1 2 1 1 58 1
603 2 2 1 1 70 2 2 1 1 1 74 1
604 2 1 1 1 37 2 2 2 1 1 34 1
604 3 2 1 1 6 3 2 2 1 1 34 1
605 2 2 1 1 53 2 1 1 1 1 53 1
606 2 2 1 1 65 2 1 1 1 1 64 1
607 2 2 1 1 38 2 1 1 1 1 41 1
607 3 1 1 1 3 3 1 1 1 1 41 1
608 2 2 1 1 54 2 1 1 1 1 64 1
609 2 2 1 1 60 2 1 1 1 1 59 1
610 2 1 1 1 55 2 1 2 1 1 56 1
611 2 2 1 1 56 2 1 1 1 1 53 1
611 3 2 1 1 26 3 1 1 1 1 53 1
612 2 2 1 1 71 2 1 1 1 1 74 1
613 2 2 1 1 26 2 1 1 1 1 30 1
614 2 2 1 1 21 11 1 1 1 1 28 1
615 2 2 1 1 76 2 1 1 1 1 77 1
616 2 2 1 1 66 2 1 1 5 1 48 1
616 3 1 8 5 16 3 1 1 5 1 48 1
617 2 2 1 1 52 2 1 1 1 1 57 1
618 2 1 1 1 74 2 1 2 1 1 71 1
619 2 2 1 1 88 2 1 1 1 1 88 1
620 2 2 6 1 29 2 2 1 6 1 28 1
621 2 2 1 2 22 2 2 1 2 1 21 1
622 2 1 1 1 68 2 1 2 1 1 63 1
623 2 2 6 1 25 3 2 2 6 1 61 1
624 2 1 1 1 70 2 1 2 1 1 69 1
625 2 1 1 1 29 11 2 2 1 1 29 1
626 2 1 1 1 73 2 1 2 1 1 70 1
627 2 1 1 1 58 10 1 2 3 1 60 1
627 3 1 3 1 33 10 1 2 3 1 60 1
628 2 2 1 1 24 11 2 1 1 1 24 1
629 2 1 2 1 51 2 2 2 2 1 41 1
630 2 2 1 1 7 3 2 2 1 1 26 1
630 3 2 1 1 4 3 2 2 1 1 26 1
631 2 1 2 1 56 2 1 2 2 1 53 1
631 3 1 2 2 26 3 1 2 2 1 53 1
632 2 2 1 1 54 2 1 1 1 1 58 1
633 2 2 2 1 9 3 2 2 2 1 32 1
634 2 2 2 1 44 2 1 1 2 1 47 1
634 3 2 2 1 22 3 1 1 2 1 47 1
635 2 2 7 2 13 3 2 2 7 2 31 1
635 3 2 7 2 12 3 2 2 7 2 31 1
636 2 1 1 5 30 2 2 2 1 1 31 1
637 2 2 2 1 63 2 1 1 2 1 51 1
638 2 1 7 1 58 2 1 2 7 1 64 1
638 3 1 7 1 24 3 1 2 7 1 64 1
639 2 1 1 1 74 2 1 2 1 1 70 1
640 2 2 1 1 44 2 1 1 1 1 45 1
640 3 2 1 1 13 3 1 1 1 1 45 1
641 2 1 1 1 91 2 1 2 1 1 86 1
641 3 1 1 1 65 3 1 2 1 1 86 1
642 2 2 1 1 48 2 1 1 1 1 51 1
642 3 2 1 1 4 3 1 1 1 1 51 1
643 2 1 1 1 36 3 1 2 1 1 66 1
643 3 1 1 1 72 11 1 2 1 1 66 1
644 2 2 6 1 34 2 2 1 6 1 41 1
644 3 2 6 1 6 3 2 1 6 1 41 1
645 2 1 1 3 36 10 2 2 1 3 67 1
646 2 2 1 1 70 2 1 1 1 1 72 1
647 2 2 1 1 44 2 1 1 1 1 45 1
647 3 1 1 1 18 3 1 1 1 1 45 1
648 2 1 1 1 7 3 1 1 1 1 34 1
648 3 2 1 1 36 11 1 1 1 1 34 1
649 2 2 8 1 37 3 1 1 2 1 60 1
649 3 2 8 1 37 3 1 1 2 1 60 1
650 2 1 1 1 26 11 2 1 1 1 26 1
651 2 2 1 1 76 2 1 1 1 1 80 1
652 2 1 1 1 60 2 1 2 1 1 58 1
653 2 2 1 1 35 2 1 1 1 1 33 1
654 2 2 2 1 9 3 1 1 2 1 32 1
654 3 2 2 1 5 3 1 1 2 1 32 1
655 2 2 1 1 51 2 2 1 1 1 51 1
655 3 1 1 1 24 3 2 1 1 1 51 1
656 2 1 1 3 56 11 1 1 1 1 66 1
657 2 2 1 2 53 2 1 1 1 2 60 1
657 3 2 1 2 28 3 1 1 1 2 60 1
658 2 2 1 1 64 2 1 1 3 1 75 1
659 2 2 1 1 27 2 1 1 1 1 35 1
660 2 2 1 1 63 2 1 1 1 1 85 1
660 3 2 1 1 25 3 1 1 1 1 85 1
661 2 2 1 1 65 2 1 1 1 1 67 1
662 2 2 1 1 29 2 1 1 1 1 31 1
663 2 2 1 1 58 2 1 1 1 1 66 1
664 2 2 1 1 31 2 1 1 1 1 34 1
665 2 1 1 1 11 3 1 2 1 1 33 1
665 3 1 1 1 32 11 1 2 1 1 33 1
666 2 1 1 5 57 2 1 2 1 2 57 1
667 2 2 1 1 46 2 1 1 1 1 47 1
667 3 1 1 1 11 3 1 1 1 1 47 1
668 2 2 1 1 71 2 1 1 1 1 75 1
668 3 1 1 1 42 3 1 1 1 1 75 1
669 2 2 1 1 78 2 1 1 1 1 76 1
670 2 1 8 1 57 11 1 2 1 1 70 1
671 2 2 1 3 64 2 1 1 2 1 73 1
672 2 1 1 1 21 3 2 1 1 1 48 1
672 3 1 1 1 24 3 2 1 1 1 48 1
673 2 2 2 1 58 2 1 1 2 1 65 1
674 2 2 1 1 69 2 1 1 1 1 71 1
675 2 1 1 1 45 3 1 2 1 1 81 1
676 2 2 1 1 65 2 1 1 1 1 66 1
677 2 2 1 1 56 2 1 1 1 1 66 1
678 2 1 2 1 10 3 2 2 2 1 28 1
679 2 2 1 1 62 2 1 1 1 1 65 1
680 2 1 1 1 52 3 1 2 1 1 74 1
681 2 1 1 1 45 2 1 2 1 1 44 1
681 3 1 1 1 13 3 1 2 1 1 44 1
682 2 2 1 1 65 2 1 1 1 1 65 1
683 2 2 1 1 40 2 1 1 1 1 43 1
683 3 2 1 1 12 3 1 1 1 1 43 1
684 2 1 1 1 54 3 1 2 1 1 76 1
685 2 2 1 1 66 2 1 1 1 1 66 1
686 2 1 1 1 56 2 1 2 1 1 57 1
687 2 1 1 1 30 3 1 2 1 1 56 1
688 2 1 1 2 40 2 1 2 1 1 37 1
688 3 2 1 2 2 3 1 2 1 1 37 1
689 2 2 1 1 23 11 2 2 1 1 23 1
690 2 1 1 1 63 2 1 2 1 1 62 1
690 3 1 1 1 35 3 1 2 1 1 62 1
691 2 1 1 2 24 2 2 2 1 2 23 1
691 3 1 1 2 4 3 2 2 1 2 23 1
692 2 1 1 1 11 3 2 2 1 1 31 1
692 3 1 8 2 1 3 2 2 1 1 31 1
693 2 1 1 1 55 2 2 2 1 1 51 1
694 2 2 1 2 55 2 1 1 1 2 67 1
695 2 1 1 1 34 11 2 1 1 1 34 1
696 2 2 1 1 44 2 1 1 1 1 46 1
696 3 2 1 1 8 3 1 1 1 1 46 1
697 2 2 1 2 66 7 1 2 1 2 84 1
698 2 2 1 1 74 2 1 1 1 1 76 1
699 2 2 1 1 22 2 1 1 5 1 27 1
700 2 2 1 1 46 2 1 1 1 1 48 1
700 3 1 1 1 6 3 1 1 1 1 48 1
701 2 2 1 1 54 2 2 1 1 1 53 1
701 3 1 1 1 15 3 2 1 1 1 53 1
702 2 2 1 1 53 2 1 1 1 1 57 1
702 3 2 1 1 22 3 1 1 1 1 57 1
703 2 2 1 1 64 2 1 1 1 1 66 1
704 2 2 1 1 55 2 1 1 1 1 57 1
705 2 2 1 1 73 2 1 1 1 1 76 1
706 2 2 1 1 60 3 1 2 1 1 89 1
707 2 2 1 1 60 2 1 1 1 1 63 1
708 2 1 1 1 62 2 1 2 1 1 59 1
709 2 2 4 1 56 2 1 1 4 1 55 1
709 3 2 4 1 23 3 1 1 4 1 55 1
710 2 2 1 1 60 2 1 1 1 1 69 1
710 3 2 8 1 11 9 1 1 1 1 69 1
711 2 2 1 1 88 2 1 1 1 1 91 1
712 2 1 7 5 24 3 2 2 7 5 47 1
713 2 2 1 1 33 2 1 1 1 1 36 1
713 3 2 1 1 1 3 1 1 1 1 36 1
714 2 2 1 1 55 2 1 1 1 1 56 1
715 2 2 1 1 69 2 1 1 1 1 70 1
716 2 2 1 1 59 2 2 1 1 1 76 1
717 2 2 2 1 50 10 1 2 2 1 78 1
718 2 1 1 1 42 2 1 2 1 1 41 1
718 3 1 1 1 3 3 1 2 1 1 41 1
719 2 2 1 1 44 2 1 1 1 1 45 1
719 3 1 1 1 18 3 1 1 1 1 45 1
720 2 2 2 1 65 2 1 1 2 1 69 1
721 2 1 1 1 39 2 1 2 1 1 35 1
721 3 2 1 1 3 3 1 2 1 1 35 1
722 2 2 1 1 51 2 1 1 1 1 47 1
722 3 2 9 1 16 10 1 1 1 1 47 1
723 2 1 1 1 47 2 1 2 1 1 53 1
724 2 2 1 1 27 11 2 1 1 1 33 1
725 2 2 1 1 65 2 1 1 1 1 65 1
726 2 2 1 1 65 2 1 1 1 1 70 1
726 3 1 1 1 41 3 1 1 1 1 70 1
727 2 2 1 1 69 2 1 1 1 1 68 1
728 2 2 1 1 90 5 1 2 1 1 49 1
729 2 1 1 1 60 11 1 2 1 1 56 1
730 2 2 1 1 84 2 1 1 1 1 86 1
731 2 2 2 1 25 3 1 2 2 1 51 1
731 3 1 2 1 24 3 1 2 2 1 51 1
732 2 2 1 1 71 2 1 1 1 1 75 1
733 2 1 1 1 44 7 2 1 1 1 41 1
734 2 1 1 1 23 9 2 2 1 1 61 1
735 2 2 1 1 62 2 2 1 1 1 61 1
736 2 1 1 1 69 2 1 2 1 1 71 1
737 2 1 1 1 71 2 1 2 1 1 57 1
738 2 2 1 1 63 2 1 1 1 1 67 1
739 2 2 1 1 45 2 1 1 1 1 49 1
740 2 1 2 1 21 3 1 2 2 1 61 1
741 2 1 1 1 30 2 1 2 1 1 30 1
742 2 1 1 1 25 11 2 1 1 1 26 1
743 2 2 1 1 65 2 1 1 1 1 76 1
744 2 1 1 1 55 3 1 2 1 1 84 1
745 2 1 1 2 37 2 2 2 1 1 32 1
746 2 2 1 1 65 2 1 1 1 1 69 1
747 2 2 1 1 50 2 1 1 1 1 52 1
748 2 1 1 1 58 2 1 2 1 1 50 1
749 2 2 1 1 64 2 2 1 1 1 64 1
749 3 1 1 1 36 3 2 1 1 1 64 1
750 2 2 1 1 55 2 1 1 1 1 66 1
751 2 2 1 1 62 2 1 1 1 1 65 1
751 3 1 1 1 39 3 1 1 1 1 65 1
752 2 2 1 1 49 2 1 1 1 1 50 1
753 2 2 1 1 45 3 1 1 1 1 72 1
753 3 2 1 1 19 9 1 1 1 1 72 1
754 2 2 1 1 57 2 1 1 1 1 60 1
755 2 1 2 1 17 3 2 2 2 1 40 1
755 3 2 2 1 13 3 2 2 2 1 40 1
756 2 2 1 1 72 2 1 1 1 1 79 1
757 2 1 1 1 65 2 1 2 1 1 60 1
758 2 1 1 1 28 2 1 2 1 1 27 1
758 3 2 1 1 3 3 1 2 1 1 27 1
759 2 1 1 1 80 2 1 2 1 1 76 1
760 2 1 9 1 22 3 2 1 9 1 55 1
760 3 1 9 1 21 3 2 1 9 1 55 1
761 2 2 1 1 72 2 1 1 1 1 79 1
762 2 2 1 1 83 12 1 2 1 1 84 1
763 2 2 1 1 54 2 1 1 1 1 53 1
763 3 1 1 1 24 3 1 1 1 1 53 1
764 2 2 2 1 42 10 1 1 2 1 45 1
765 2 2 1 1 83 2 1 1 1 1 88 1
766 2 1 1 1 57 2 1 2 1 1 54 1
767 2 2 1 1 30 2 1 1 2 3 30 1
768 2 1 1 1 54 2 1 2 1 1 51 1
768 3 1 1 1 59 10 1 2 1 1 51 1
769 2 2 1 1 69 2 1 1 1 1 68 1
770 2 1 1 1 61 2 1 2 1 1 58 1
771 2 1 1 3 59 2 1 2 1 3 54 1
771 3 2 1 3 30 3 1 2 1 3 54 1
772 2 2 1 1 91 2 2 1 1 1 92 1
773 2 1 1 1 24 2 1 2 1 1 25 1
774 2 1 1 1 20 3 1 1 1 1 44 1
775 2 2 3 1 18 9 2 2 3 1 75 1
776 2 2 1 1 56 2 1 1 1 1 70 1
776 3 2 1 1 64 10 1 1 1 1 70 1
777 2 2 1 1 64 2 1 1 1 1 67 1
778 2 2 1 1 61 2 1 1 1 1 60 1
779 2 2 7 5 15 3 2 2 7 5 40 1
779 3 2 7 5 4 3 2 2 7 5 40 1
780 2 2 3 1 90 5 1 1 3 1 61 1
781 2 2 1 1 59 11 2 1 6 1 63 1
782 2 2 1 1 71 2 1 1 1 1 61 1
783 2 1 1 1 33 2 1 2 1 1 32 1
784 2 2 1 1 23 11 2 1 1 1 24 1
785 2 1 1 1 28 2 2 2 1 1 28 1
785 3 1 1 1 1 3 2 2 1 1 28 1
786 2 2 1 5 46 2 2 1 1 5 42 1
786 3 2 1 5 7 3 2 1 1 5 42 1
787 2 2 1 1 60 2 2 1 1 1 64 1
788 2 1 2 1 36 2 1 2 2 1 37 1
788 3 1 2 1 11 3 1 2 2 1 37 1
789 2 2 1 1 12 3 2 2 1 1 40 1
789 3 2 1 1 9 3 2 2 1 1 40 1
790 2 1 1 1 55 11 2 2 1 1 60 1
790 3 1 1 1 39 11 2 2 1 1 60 1
791 2 2 2 1 16 3 2 2 2 1 53 1
792 2 2 1 1 65 2 1 1 1 1 57 1
793 2 1 1 1 48 3 1 2 1 1 80 1
794 2 2 4 1 12 3 2 2 4 1 38 1
795 2 2 1 2 62 2 1 1 1 2 77 1
795 3 2 1 2 93 6 1 1 1 2 77 1
796 2 1 1 1 52 2 1 2 8 1 54 1
797 2 1 1 1 14 3 1 2 1 1 39 1
