"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner" "HHGender" "HHRace" "HHHisp" "HHAge" "HHRelate"
798 2 1 1 1 69 2 1 2 1 1 69 1
799 2 1 1 1 23 3 2 2 1 1 45 1
800 2 1 1 1 70 2 1 2 1 1 68 1
801 2 2 1 1 52 2 1 1 1 1 55 1
802 2 2 1 1 70 2 1 1 1 1 73 1
803 2 1 7 1 49 7 2 1 7 1 47 1
804 2 2 1 1 69 2 1 1 1 1 72 1
805 2 1 1 1 33 2 2 2 1 1 24 1
805 3 1 1 1 2 3 2 2 1 1 24 1
806 2 1 2 1 12 3 2 2 2 1 36 1
807 2 1 1 1 47 2 1 2 1 1 42 1
807 3 1 1 1 9 3 1 2 1 1 42 1
808 2 2 1 5 78 2 1 1 1 1 76 1
809 2 2 1 1 60 7 1 2 1 1 56 1
809 3 2 1 1 90 5 1 2 1 1 56 1
810 2 2 1 1 57 2 1 1 1 1 51 1
811 2 2 1 1 25 3 1 2 1 1 63 1
812 2 2 1 1 60 2 1 1 1 1 60 1
813 2 2 1 1 82 2 1 1 1 1 85 1
814 2 2 2 1 17 10 1 2 2 1 69 1
815 2 1 1 1 49 2 1 2 3 1 50 1
815 3 1 3 1 21 3 1 2 3 1 50 1
816 2 2 1 1 55 2 1 1 1 1 55 1
817 2 1 8 1 6 3 2 1 1 1 57 1
818 2 1 7 5 43 2 2 2 7 5 36 1
818 3 1 7 5 2 3 2 2 7 5 36 1
819 2 1 1 1 70 2 1 2 1 1 63 1
820 2 1 1 1 42 2 1 2 1 1 46 1
820 3 2 1 1 2 9 1 2 1 1 46 1
821 2 1 1 1 26 2 2 2 1 1 21 1
822 2 2 1 1 43 11 1 1 1 1 44 1
823 2 1 1 1 52 11 2 1 1 1 65 1
824 2 1 1 1 48 3 1 2 1 1 75 1
825 2 1 2 1 53 2 1 2 2 1 53 1
825 3 1 2 1 21 3 1 2 2 1 53 1
826 2 2 1 1 42 3 1 2 1 1 77 1
827 2 2 3 1 14 3 1 1 3 1 52 1
827 3 2 3 1 44 11 1 1 3 1 52 1
828 2 2 1 1 54 12 1 1 1 2 54 1
829 2 2 1 1 42 3 1 1 1 1 71 1
830 2 1 2 1 24 3 2 1 2 1 52 1
831 2 2 1 1 53 2 1 1 1 1 55 1
831 3 1 1 1 7 9 1 1 1 1 55 1
832 2 2 1 1 69 2 1 1 1 1 69 1
833 2 1 1 1 59 11 1 2 1 1 57 1
833 3 1 1 1 59 11 1 2 1 1 57 1
834 2 2 1 1 30 11 2 1 1 1 31 1
835 2 2 1 1 67 2 1 1 1 1 66 1
836 2 2 1 1 50 2 1 1 1 1 52 1
837 2 2 1 1 75 2 1 1 1 1 77 1
838 2 2 2 1 66 12 1 2 1 1 69 1
839 2 1 1 1 16 3 1 2 1 1 39 1
839 3 2 1 1 42 11 1 2 1 1 39 1
840 2 2 1 1 60 2 1 1 1 1 70 1
841 2 1 1 1 81 2 1 2 1 1 78 1
842 2 2 2 1 70 2 1 1 2 1 72 1
843 2 2 1 1 62 3 1 2 1 1 89 1
844 2 2 7 2 12 3 1 2 7 2 27 1
844 3 1 7 2 9 3 1 2 7 2 27 1
845 2 2 1 1 57 2 1 1 1 1 47 1
845 3 1 1 1 16 3 1 1 1 1 47 1
846 2 2 1 2 58 2 1 1 1 1 67 1
846 3 1 1 1 26 3 1 1 1 1 67 1
847 2 1 2 1 19 3 1 2 2 1 34 1
847 3 2 2 1 10 3 1 2 2 1 34 1
848 2 2 1 1 67 2 1 1 1 1 78 1
849 2 2 2 1 41 2 1 1 2 1 41 1
849 3 1 2 1 20 3 1 1 2 1 41 1
850 2 1 1 1 27 3 1 1 1 1 57 1
851 2 1 1 1 58 12 1 2 1 1 61 1
851 3 2 1 1 27 12 1 2 1 1 61 1
852 2 1 1 5 6 3 1 2 1 2 32 1
852 3 1 1 2 4 3 1 2 1 2 32 1
853 2 2 1 1 55 12 1 1 1 1 54 1
854 2 1 1 1 52 3 1 2 1 1 77 1
855 2 2 1 2 7 3 1 1 1 1 32 1
855 3 2 1 1 29 11 1 1 1 1 32 1
856 2 2 1 1 36 2 1 1 1 1 41 1
856 3 2 1 1 2 3 1 1 1 1 41 1
857 2 2 1 1 56 2 2 1 1 1 50 1
858 2 1 1 1 80 2 1 2 1 1 72 1
859 2 2 1 1 67 12 2 2 1 1 39 1
860 2 1 4 1 62 2 2 2 4 1 61 1
860 3 1 4 1 30 3 2 2 4 1 61 1
861 2 2 1 1 65 2 1 1 1 1 64 1
862 2 2 1 1 45 2 2 1 1 1 45 1
862 3 1 1 1 18 3 2 1 1 1 45 1
863 2 2 6 1 58 2 1 1 6 1 62 1
863 3 2 6 1 28 3 1 1 6 1 62 1
864 2 2 1 1 84 2 1 1 1 1 84 1
865 2 2 1 1 57 2 1 1 1 5 62 1
865 3 1 1 5 8 9 1 1 1 5 62 1
866 2 2 1 1 66 2 2 1 1 1 52 1
867 2 1 1 1 65 2 1 2 1 1 57 1
867 3 1 1 1 31 3 1 2 1 1 57 1
868 2 2 1 1 54 2 1 1 1 1 69 1
869 2 2 1 1 62 2 1 1 1 1 61 1
870 2 2 1 2 33 2 1 1 1 2 32 1
870 3 1 1 2 5 3 1 1 1 2 32 1
871 2 2 7 2 2 3 2 1 7 2 21 1
871 3 2 7 2 20 11 2 1 7 2 21 1
872 2 2 1 1 74 2 1 1 1 1 74 1
873 2 2 4 1 74 2 2 1 4 1 79 1
874 2 2 1 2 62 11 2 1 1 1 60 1
875 2 2 2 1 48 2 2 1 2 1 53 1
875 3 2 2 1 8 3 2 1 2 1 53 1
876 2 1 6 1 30 2 2 2 1 1 31 1
877 2 1 6 1 33 2 1 2 1 1 45 1
878 2 1 1 1 48 3 1 2 1 1 69 1
879 2 1 1 1 72 7 1 2 1 1 75 1
880 2 2 1 1 47 2 1 1 1 1 54 1
881 2 2 1 1 53 2 1 1 1 1 56 1
882 2 1 7 5 25 2 2 2 7 2 35 1
883 2 1 1 1 63 2 1 2 1 1 63 1
884 2 1 1 1 81 2 1 2 1 1 75 1
885 2 1 1 1 8 3 1 2 1 1 27 1
885 3 1 1 1 7 3 1 2 1 1 27 1
886 2 2 1 1 59 2 1 1 1 1 68 1
887 2 2 1 1 50 3 1 1 1 1 80 1
888 2 1 1 1 34 9 1 2 1 1 81 1
889 2 1 1 1 74 2 2 2 1 1 71 1
889 3 2 1 1 95 5 2 2 1 1 71 1
890 2 2 1 1 34 11 1 1 7 5 35 1
891 2 2 1 3 95 5 1 2 1 3 74 1
892 2 1 1 1 26 11 2 2 1 1 24 1
893 2 2 1 1 87 5 1 1 1 1 58 1
894 2 2 2 1 60 2 1 1 2 1 62 1
894 3 1 2 1 32 3 1 1 2 1 62 1
895 2 2 1 1 22 3 1 2 1 1 49 1
895 3 1 1 1 17 3 1 2 1 1 49 1
896 2 2 1 1 79 2 1 1 1 1 82 1
897 2 2 1 1 77 2 1 1 1 1 77 1
898 2 2 1 2 65 2 1 1 1 1 67 1
899 2 1 1 1 58 2 1 2 1 1 58 1
900 2 2 6 1 27 2 2 1 6 1 36 1
901 2 1 1 1 22 11 2 1 1 1 23 1
901 3 1 1 1 22 11 2 1 1 1 23 1
902 2 1 1 1 44 2 1 2 1 1 44 1
902 3 2 1 1 10 3 1 2 1 1 44 1
903 2 2 1 1 57 2 1 1 1 1 64 1
903 3 2 1 1 80 5 1 1 1 1 64 1
904 2 2 1 1 54 2 1 1 1 1 58 1
904 3 1 1 1 22 3 1 1 1 1 58 1
905 2 1 1 1 63 2 2 2 1 1 62 1
906 2 1 1 1 45 3 1 1 1 1 88 1
907 2 1 1 1 11 3 2 2 1 1 43 1
907 3 1 1 1 10 3 2 2 1 1 43 1
908 2 1 1 1 65 3 1 2 1 1 86 1
908 3 2 1 1 57 3 1 2 1 1 86 1
909 2 1 4 1 66 5 2 2 4 1 33 1
909 3 2 4 1 59 5 2 2 4 1 33 1
910 2 2 1 1 41 2 1 1 1 1 48 1
910 3 1 1 1 5 3 1 1 1 1 48 1
911 2 2 1 2 36 2 2 1 1 1 32 1
911 3 2 1 2 6 3 2 1 1 1 32 1
912 2 2 1 1 55 7 1 2 1 1 63 1
913 2 2 1 1 64 2 1 1 1 1 66 1
914 2 1 1 1 65 3 1 2 1 1 89 1
915 2 2 1 1 94 2 2 1 1 1 94 1
916 2 1 1 1 51 2 1 2 8 1 61 1
917 2 2 1 1 62 2 1 1 1 1 64 1
918 2 2 2 1 6 3 2 2 2 1 25 1
918 3 1 2 1 3 3 2 2 2 1 25 1
919 2 1 1 1 78 11 1 2 1 1 84 1
920 2 2 1 1 11 3 2 2 1 1 33 1
920 3 2 1 1 8 3 2 2 1 1 33 1
921 2 2 1 1 56 2 1 1 1 1 57 1
921 3 2 1 1 24 3 1 1 1 1 57 1
922 2 1 1 1 34 11 2 2 1 1 26 1
923 2 1 1 1 78 11 1 2 1 1 71 1
924 2 1 1 1 38 2 2 2 2 1 35 1
925 2 2 1 1 60 2 1 1 1 1 63 1
926 2 2 6 1 25 3 1 2 6 1 61 1
926 3 2 6 1 59 7 1 2 6 1 61 1
927 2 2 1 1 55 2 1 1 1 1 61 1
927 3 2 1 1 24 3 1 1 1 1 61 1
928 2 2 1 1 62 2 1 1 1 1 64 1
929 2 1 1 1 69 2 1 2 1 1 58 1
930 2 2 2 1 13 3 2 2 2 1 44 1
930 3 2 2 1 3 3 2 2 2 1 44 1
931 2 2 1 1 72 2 1 1 1 1 75 1
932 2 1 6 1 53 2 1 2 6 1 51 1
933 2 2 1 1 74 2 1 1 1 1 78 1
934 2 1 1 1 31 11 2 2 1 1 26 1
935 2 2 2 1 50 2 2 1 2 1 55 1
936 2 2 1 1 72 2 1 1 1 1 72 1
937 2 2 1 1 54 2 1 1 1 1 63 1
938 2 2 1 1 28 2 1 1 1 1 31 1
938 3 1 1 1 3 3 1 1 1 1 31 1
939 2 2 1 1 58 2 1 1 1 1 57 1
940 2 1 1 1 74 2 1 2 1 1 75 1
941 2 1 1 1 49 2 2 2 1 1 44 1
941 3 1 1 1 17 3 2 2 1 1 44 1
942 2 2 1 1 69 2 1 1 1 1 71 1
943 2 1 1 1 52 11 1 2 1 1 56 1
944 2 2 1 2 24 3 1 2 1 1 55 1
945 2 2 1 1 65 2 1 1 1 1 71 1
946 2 1 1 1 75 2 1 2 1 1 71 1
947 2 1 1 1 76 2 1 2 1 1 70 1
948 2 1 7 1 62 2 1 2 1 1 62 1
949 2 2 1 1 66 10 1 2 1 1 80 1
950 2 1 1 1 57 3 1 2 1 1 81 1
951 2 2 1 1 51 2 1 1 1 1 52 1
952 2 2 1 1 73 2 1 1 1 1 75 1
953 2 2 1 1 54 2 1 1 1 1 55 1
954 2 2 7 1 43 2 2 1 1 1 67 1
954 3 2 7 1 17 10 2 1 1 1 67 1
955 2 1 1 1 74 2 1 2 1 1 69 1
956 2 2 1 1 23 11 2 2 1 1 23 1
957 2 2 1 1 26 2 1 1 1 1 30 1
958 2 2 1 1 43 2 1 1 1 3 49 1
959 2 2 1 1 69 11 1 2 1 1 76 1
960 2 1 1 1 33 11 2 2 2 1 33 1
961 2 2 1 1 65 2 1 1 1 1 62 1
962 2 2 2 1 36 3 2 2 2 1 74 1
963 2 2 1 1 66 2 1 1 1 1 65 1
964 2 1 1 1 5 3 2 2 1 1 27 1
965 2 2 1 1 24 11 2 1 1 1 23 1
966 2 2 1 1 55 2 1 1 1 1 65 1
967 2 2 1 1 79 2 1 1 1 1 79 1
968 2 2 1 1 52 2 1 1 1 1 54 1
968 3 2 1 1 24 3 1 1 1 1 54 1
969 2 1 1 1 50 2 1 2 1 1 45 1
970 2 2 1 1 78 2 1 1 1 1 83 1
971 2 1 1 1 52 2 1 2 1 1 45 1
971 3 2 1 1 72 5 1 2 1 1 45 1
972 2 2 1 1 54 7 1 1 1 1 59 1
973 2 2 1 1 39 2 1 1 1 1 41 1
973 3 1 1 1 17 3 1 1 1 1 41 1
974 2 2 6 1 26 2 2 1 6 1 29 1
975 2 1 1 1 36 2 1 2 1 1 30 1
975 3 2 1 1 5 3 1 2 1 1 30 1
976 2 2 1 1 65 2 1 1 1 1 65 1
977 2 2 1 1 71 2 1 1 1 1 76 1
978 2 1 1 1 63 2 1 2 1 1 60 1
979 2 1 2 1 60 10 2 1 2 1 41 1
980 2 2 1 1 70 2 1 1 1 1 84 1
981 2 1 1 1 24 7 1 1 1 1 23 1
982 2 1 1 1 52 2 1 2 1 1 49 1
983 2 2 2 1 70 2 1 1 2 1 68 1
984 2 2 1 5 46 2 1 1 7 2 43 1
984 3 2 7 2 7 3 1 1 7 2 43 1
985 2 2 1 1 51 2 1 1 1 1 41 1
986 2 2 1 1 19 3 1 2 1 1 53 1
986 3 2 1 1 22 10 1 2 1 1 53 1
987 2 1 2 1 51 2 1 2 2 1 54 1
988 2 2 1 1 47 2 1 1 1 1 63 1
989 2 2 1 1 71 2 1 1 1 1 75 1
990 2 2 1 1 79 2 1 1 1 1 82 1
991 2 1 1 1 13 3 1 2 1 1 40 1
991 3 2 1 1 11 3 1 2 1 1 40 1
992 2 1 1 1 10 3 2 2 1 1 48 1
993 2 1 2 1 48 2 1 2 2 1 40 1
994 2 1 1 1 17 3 2 2 1 1 41 1
995 2 2 1 1 70 2 1 1 1 1 73 1
996 2 2 1 1 84 2 1 1 1 1 89 1
997 2 2 1 1 57 2 1 1 1 1 58 1
997 3 1 1 1 28 3 1 1 1 1 58 1
998 2 2 1 1 65 2 1 1 1 1 74 1
999 2 1 1 1 72 2 1 2 1 1 59 1
1000 2 2 1 1 66 2 1 1 1 1 68 1
1001 2 2 4 1 25 11 2 1 4 1 25 1
1002 2 2 1 1 54 2 1 1 1 1 58 1
1003 2 2 1 1 65 2 1 1 1 1 64 1
1004 2 2 1 1 68 2 1 1 1 1 72 1
1005 2 1 1 1 51 2 1 2 1 1 51 1
1006 2 1 1 1 17 3 1 1 1 1 57 1
1007 2 2 1 1 81 2 1 1 1 1 84 1
1007 3 1 1 1 47 3 1 1 1 1 84 1
1008 2 2 1 1 18 3 2 2 1 1 39 1
1009 2 2 8 1 62 2 1 1 1 1 64 1
1010 2 1 1 1 59 3 1 2 1 1 83 1
1011 2 1 2 1 42 2 1 2 1 1 41 1
1012 2 2 4 1 65 2 1 1 1 1 63 1
1013 2 1 1 1 40 11 1 1 1 1 63 1
1014 2 1 1 2 23 11 1 1 1 2 42 1
1014 3 2 1 2 23 11 1 1 1 2 42 1
1015 2 1 1 1 82 2 1 2 1 1 79 1
1015 3 1 1 1 57 3 1 2 1 1 79 1
1016 2 1 1 2 25 7 1 2 1 2 22 1
1016 3 1 1 2 18 7 1 2 1 2 22 1
1017 2 1 1 1 63 2 1 2 1 1 60 1
1018 2 2 7 2 57 2 2 1 7 2 54 1
1018 3 1 7 2 24 3 2 1 7 2 54 1
1019 2 2 6 1 16 3 2 2 6 1 48 1
1019 3 1 6 1 11 3 2 2 6 1 48 1
1020 2 2 1 1 29 2 2 1 1 1 35 1
1021 2 1 2 1 51 10 2 1 2 1 35 1
1022 2 1 1 1 58 2 1 2 1 1 53 1
1023 2 2 1 1 55 2 1 1 1 1 56 1
1024 2 2 1 1 58 2 1 1 1 1 58 1
1024 3 1 1 1 25 3 1 1 1 1 58 1
1025 2 1 1 1 14 10 1 2 1 1 37 1
1026 2 1 1 1 37 2 1 2 1 1 41 1
1026 3 2 1 1 14 3 1 2 1 1 41 1
1027 2 1 1 1 39 3 1 2 1 1 68 1
1028 2 2 1 1 43 2 1 1 1 1 51 1
1028 3 1 1 1 19 3 1 1 1 1 51 1
1029 2 1 1 1 33 11 1 2 1 1 45 1
1030 2 2 2 1 49 2 2 1 2 1 59 1
1030 3 2 2 1 27 3 2 1 2 1 59 1
1031 2 1 2 1 18 9 2 2 2 1 61 1
1032 2 2 1 1 74 2 1 1 1 1 75 1
1033 2 2 1 1 74 2 1 1 1 1 78 1
1034 2 1 8 5 37 2 2 2 1 3 36 1
1035 2 1 1 1 82 2 1 2 1 1 76 1
1036 2 1 1 1 67 2 1 2 1 1 65 1
1037 2 1 1 1 16 3 2 1 1 1 53 1
1038 2 2 4 1 34 7 1 1 4 1 39 1
1038 3 2 4 1 60 5 1 1 4 1 39 1
1039 2 1 2 1 31 2 2 2 1 5 27 1
1040 2 2 1 1 31 2 1 1 1 1 32 1
1040 3 2 1 1 3 3 1 1 1 1 32 1
1041 2 2 1 1 58 2 1 1 1 1 61 1
1041 3 1 1 1 26 3 1 1 1 1 61 1
1042 2 2 1 1 51 2 1 1 1 1 54 1
1042 3 1 1 1 33 3 1 1 1 1 54 1
1043 2 2 6 1 65 2 1 1 1 1 68 1
1044 2 2 1 1 12 3 1 2 1 1 42 1
1045 2 2 1 1 27 2 1 1 1 1 27 1
1045 3 1 1 1 5 3 1 1 1 1 27 1
1046 2 2 1 1 78 5 1 1 1 1 56 1
1047 2 2 1 1 54 3 1 1 1 1 77 1
1047 3 1 1 1 51 4 1 1 1 1 77 1
1048 2 2 1 1 67 2 1 1 1 1 69 1
1049 2 2 1 1 17 3 1 1 1 1 55 1
1049 3 2 1 1 41 11 1 1 1 1 55 1
1050 2 2 2 1 46 12 1 1 2 1 40 1
1051 2 2 1 1 50 2 1 1 1 1 51 1
1051 3 1 1 1 13 3 1 1 1 1 51 1
1052 2 2 2 1 46 3 1 2 2 1 64 1
1052 3 1 2 1 45 3 1 2 2 1 64 1
1053 2 2 1 1 62 2 1 1 1 1 61 1
1054 2 1 1 1 33 3 1 2 1 1 64 1
1055 2 2 1 1 45 2 1 1 1 1 41 1
1056 2 1 1 1 24 11 2 2 1 1 20 1
1057 2 1 1 1 15 3 1 2 1 1 48 1
1058 2 2 1 1 58 2 1 1 1 1 61 1
1059 2 2 2 1 7 10 2 2 2 1 29 1
1060 2 2 1 1 87 2 1 1 1 1 88 1
1061 2 2 1 1 61 2 1 1 1 1 63 1
1062 2 2 2 1 94 5 1 1 2 1 59 1
1063 2 2 1 1 79 2 1 1 1 1 82 1
1064 2 1 2 1 23 3 2 2 1 1 54 1
1065 2 1 1 1 29 11 2 2 1 1 30 1
1066 2 1 1 1 27 2 1 2 1 1 27 1
1066 3 1 1 1 2 3 1 2 1 1 27 1
1067 2 2 1 1 26 2 1 1 1 1 33 1
1068 2 1 1 1 30 3 1 2 1 1 61 1
1068 3 1 1 1 58 11 1 2 1 1 61 1
1069 2 1 1 1 68 2 1 2 1 1 67 1
1070 2 1 1 1 19 3 1 2 1 1 47 1
1070 3 2 1 1 14 3 1 2 1 1 47 1
1071 2 2 7 3 25 9 2 2 7 3 66 1
1072 2 2 1 1 66 2 1 1 1 1 67 1
1073 2 2 1 1 60 2 1 1 1 1 62 1
1074 2 2 1 1 30 2 1 1 1 1 28 1
1075 2 2 1 1 66 2 1 1 1 1 67 1
1076 2 2 1 1 50 2 1 1 1 1 48 1
1076 3 1 1 1 14 3 1 1 1 1 48 1
1077 2 2 2 1 73 2 2 1 2 1 75 1
1078 2 2 1 1 76 2 1 1 1 1 77 1
1078 3 1 1 1 56 3 1 1 1 1 77 1
1079 2 1 2 1 14 3 1 2 3 1 39 1
1079 3 2 2 1 11 3 1 2 3 1 39 1
1080 2 2 1 1 34 2 1 1 1 1 35 1
1080 3 2 1 1 7 3 1 1 1 1 35 1
1081 2 2 1 1 43 9 1 2 1 1 85 1
1081 3 1 1 1 16 9 1 2 1 1 85 1
1082 2 2 7 2 62 2 1 1 1 1 63 1
1082 3 1 1 1 22 3 1 1 1 1 63 1
1083 2 2 1 1 54 2 1 1 1 1 58 1
1083 3 2 1 1 26 3 1 1 1 1 58 1
1084 2 1 1 1 70 2 1 2 1 1 71 1
1085 2 2 1 1 46 3 1 2 1 1 79 1
1085 3 1 1 1 53 4 1 2 1 1 79 1
1086 2 2 1 1 22 11 2 2 1 1 21 1
1087 2 2 1 1 74 2 2 1 1 1 79 1
1088 2 2 1 1 40 3 1 1 1 1 72 1
1089 2 1 1 1 30 3 1 2 1 1 52 1
1089 3 2 1 1 29 4 1 2 1 1 52 1
1090 2 1 1 1 54 2 2 2 1 1 60 1
1090 3 1 1 1 41 3 2 2 1 1 60 1
1091 2 1 1 1 76 2 1 2 1 1 73 1
1092 2 1 1 1 53 2 1 2 1 1 51 1
1092 3 2 1 1 18 3 1 2 1 1 51 1
1093 2 2 1 1 61 2 1 1 1 1 65 1
1094 2 2 1 1 58 2 1 1 1 1 59 1
1095 2 1 2 1 10 3 1 2 2 1 35 1
1096 2 2 5 1 49 2 2 1 5 1 47 1
1096 3 1 5 1 14 3 2 1 5 1 47 1
1097 2 1 1 2 37 2 1 2 1 2 36 1
1097 3 1 1 2 5 3 1 2 1 2 36 1
1098 2 2 1 1 42 2 2 1 1 1 47 1
1099 2 1 1 1 35 3 1 2 1 1 68 1
1100 2 1 1 1 19 3 2 1 1 1 55 1
1100 3 1 1 1 17 3 2 1 1 1 55 1
1101 2 2 2 1 11 3 2 2 2 1 30 1
1101 3 1 2 1 5 3 2 2 2 1 30 1
1102 2 2 1 1 26 9 2 2 1 1 80 1
1103 2 1 1 1 68 2 1 2 1 1 54 1
1103 3 1 1 1 23 3 1 2 1 1 54 1
1104 2 2 1 2 70 2 1 1 1 2 70 1
1105 2 2 1 1 65 2 2 1 1 1 65 1
1105 3 1 1 1 18 9 2 1 1 1 65 1
1106 2 2 1 1 75 2 1 1 1 1 76 1
1107 2 1 1 1 58 2 1 2 4 1 62 1
1108 2 1 1 1 27 11 2 2 1 1 23 1
1109 2 1 1 1 35 12 2 2 1 1 28 1
1110 2 1 1 1 65 2 1 2 1 1 58 1
1111 2 2 1 1 37 2 1 1 1 1 38 1
1111 3 2 1 1 10 3 1 1 1 1 38 1
1112 2 1 1 1 70 2 1 2 1 1 62 1
1113 2 2 1 2 25 2 1 1 1 1 28 1
1113 3 1 1 2 23 7 1 1 1 1 28 1
1114 2 1 1 1 23 11 2 1 1 1 22 1
1115 2 2 1 1 30 3 1 1 1 1 63 1
1116 2 2 7 2 60 2 1 1 7 2 62 1
1116 3 1 7 2 35 3 1 1 7 2 62 1
1117 2 1 1 1 29 2 1 2 1 1 29 1
1117 3 1 1 1 2 3 1 2 1 1 29 1
1118 2 2 1 1 26 11 2 2 1 2 36 1
1119 2 1 1 1 94 2 1 2 1 1 63 1
1120 2 2 1 1 65 2 1 1 1 1 69 1
1121 2 2 1 1 69 2 1 1 1 1 62 1
1122 2 2 1 1 59 2 1 1 1 1 63 1
1123 2 2 1 2 33 2 2 1 1 1 37 1
1123 3 1 1 2 10 3 2 1 1 1 37 1
1124 2 1 1 1 62 2 1 2 1 1 56 1
1125 2 2 2 1 43 2 1 1 1 1 50 1
1126 2 2 2 1 17 3 2 2 2 1 51 1
1127 2 2 1 1 94 5 1 2 1 1 69 1
1128 2 2 1 1 65 2 1 1 1 1 66 1
1129 2 1 2 1 19 3 1 2 2 1 59 1
1129 3 2 2 1 55 7 1 2 2 1 59 1
1130 2 2 1 3 27 3 2 2 1 3 52 1
1131 2 2 1 1 69 2 1 1 1 1 74 1
1132 2 1 1 1 60 2 1 2 1 1 57 1
1133 2 1 1 1 42 3 1 2 1 1 67 1
1133 3 1 1 1 37 3 1 2 1 1 67 1
1134 2 2 1 1 50 2 1 1 1 1 52 1
1135 2 2 3 1 29 2 2 1 1 1 32 1
1135 3 2 1 1 3 3 2 1 1 1 32 1
1136 2 2 1 1 57 2 1 1 1 1 62 1
1137 2 1 1 1 40 11 1 2 1 1 33 1
1138 2 2 1 1 56 2 1 1 1 1 57 1
1139 2 2 1 1 50 2 1 1 1 1 62 1
1140 2 1 7 2 28 3 1 2 1 1 54 1
1140 3 2 7 2 26 3 1 2 1 1 54 1
1141 2 2 1 1 62 2 1 1 1 1 64 1
1142 2 1 2 1 57 7 2 2 2 1 63 1
1143 2 1 1 1 50 2 1 2 1 1 49 1
1144 2 2 1 1 56 2 1 1 1 1 56 1
1145 2 2 1 1 47 2 2 1 1 1 55 1
1145 3 1 1 1 54 12 2 1 1 1 55 1
1146 2 2 7 3 18 3 2 2 7 3 48 1
1146 3 2 7 3 1 9 2 2 7 3 48 1
1147 2 2 1 1 58 2 1 1 1 1 64 1
1148 2 2 8 1 72 2 1 1 1 1 75 1
1149 2 2 1 1 53 2 2 1 1 1 56 1
1150 2 1 2 1 69 11 2 2 2 1 59 1
1151 2 2 1 1 32 2 1 1 1 1 32 1
1151 3 1 1 1 5 3 1 1 1 1 32 1
1152 2 2 1 1 31 3 1 2 1 1 54 1
1152 3 2 1 1 28 3 1 2 1 1 54 1
1153 2 1 1 1 69 2 1 2 1 1 70 1
1154 2 1 1 1 42 2 1 2 1 1 39 1
1154 3 1 1 1 2 3 1 2 1 1 39 1
1155 2 1 1 1 42 3 1 2 1 1 66 1
1156 2 2 1 1 52 2 1 1 1 1 59 1
1157 2 1 2 1 22 3 2 2 2 1 39 1
1157 3 2 2 1 13 3 2 2 2 1 39 1
1158 2 2 1 1 73 2 1 1 1 1 78 1
1159 2 2 1 1 65 2 1 1 1 1 76 1
1159 3 2 1 1 29 3 1 1 1 1 76 1
1160 2 1 1 1 60 11 1 2 1 1 59 1
1161 2 1 1 1 63 7 1 1 1 1 58 1
1162 2 1 1 1 51 2 1 2 1 1 52 1
1162 3 2 1 1 20 3 1 2 1 1 52 1
1163 2 2 1 1 61 2 1 1 1 1 60 1
1164 2 2 7 1 36 2 1 1 6 1 45 1
1165 2 2 1 1 38 2 1 1 1 1 55 1
1165 3 1 1 1 19 3 1 1 1 1 55 1
1166 2 1 1 1 61 2 1 2 1 1 61 1
1167 2 1 7 2 26 11 1 2 7 2 24 1
1168 2 2 1 1 76 2 1 1 1 1 75 1
1169 2 1 2 1 70 11 1 2 2 1 59 1
1170 2 1 1 1 21 12 1 2 1 1 66 1
1171 2 2 1 1 50 2 2 1 1 1 49 1
1172 2 1 1 1 62 11 1 2 1 1 62 1
1173 2 1 2 1 28 11 2 2 2 1 26 1
1174 2 2 1 1 57 2 1 1 1 1 50 1
1174 3 1 1 1 20 3 1 1 1 1 50 1
1175 2 2 1 1 59 2 1 1 1 1 60 1
1175 3 2 1 1 29 3 1 1 1 1 60 1
1176 2 1 1 1 57 2 1 2 1 1 46 1
1177 2 1 1 1 27 11 2 2 1 1 22 1
1178 2 2 1 1 57 3 1 2 1 1 79 1
1178 3 2 1 1 18 9 1 2 1 1 79 1
1179 2 2 1 1 70 3 1 2 1 1 95 1
1179 3 2 1 1 66 3 1 2 1 1 95 1
1180 2 2 1 1 79 2 1 1 1 1 80 1
1181 2 2 1 1 30 2 2 1 1 1 32 1
1182 2 2 1 1 82 2 1 1 1 1 82 1
1183 2 2 1 1 20 3 2 2 1 1 38 1
1184 2 2 2 1 39 2 1 1 2 1 45 1
1184 3 2 2 1 22 3 1 1 2 1 45 1
1185 2 2 1 5 54 2 1 1 1 1 54 1
1185 3 1 1 5 20 3 1 1 1 1 54 1
1186 2 1 1 1 12 3 2 2 1 1 31 1
1186 3 2 1 1 9 3 2 2 1 1 31 1
1187 2 1 1 1 51 2 1 2 1 1 52 1
1188 2 2 1 1 69 2 1 1 1 1 71 1
1189 2 1 7 2 51 2 1 2 1 1 50 1
1190 2 1 1 1 19 3 2 2 1 1 48 1
1191 2 2 1 3 45 2 1 1 1 1 45 1
1192 2 2 8 1 27 3 1 2 6 1 63 1
1193 2 1 1 1 55 2 1 2 1 1 55 1
1194 2 2 8 1 93 5 2 1 1 1 70 1
1195 2 2 1 1 65 2 1 1 1 1 64 1
1196 2 1 1 1 49 2 1 2 1 1 49 1
1197 2 2 1 1 30 11 1 1 1 1 34 1
1197 3 1 1 1 12 12 1 1 1 1 34 1
1198 2 2 8 3 65 2 1 1 8 3 67 1
1198 3 1 8 3 33 3 1 1 8 3 67 1
