"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner" "HHGender" "HHRace" "HHHisp" "HHAge" "HHRelate"
2247 2 2 1 1 8 3 1 1 1 1 29 1
2247 3 2 1 1 5 3 1 1 1 1 29 1
2248 2 2 4 1 61 2 1 1 4 1 74 1
2249 2 2 1 1 73 2 1 1 1 1 74 1
2250 2 2 1 1 73 2 1 1 1 1 76 1
2251 2 1 1 1 28 11 1 1 1 1 26 1
2252 2 1 2 1 15 3 2 2 2 1 46 1
2253 2 2 1 1 34 7 1 2 1 1 32 1
2253 3 2 1 1 33 10 1 2 1 1 32 1
2254 2 2 1 1 69 2 1 1 1 1 69 1
2255 2 2 1 1 36 2 1 1 1 1 35 1
2256 2 2 1 1 63 2 1 1 1 1 64 1
2257 2 1 2 1 39 2 1 2 1 1 39 1
2257 3 1 2 1 18 3 1 2 1 1 39 1
2257 4 1 2 1 6 3 1 2 1 1 39 1
2258 2 2 1 4 32 7 2 1 1 4 29 1
2258 3 2 1 4 25 11 2 1 1 4 29 1
2259 2 1 1 1 41 2 1 2 1 1 37 1
2260 2 2 1 1 65 2 1 1 1 1 66 1
2261 2 2 1 1 70 2 1 1 1 1 70 1
2262 2 2 1 1 73 2 1 1 1 1 70 1
2263 2 2 1 1 73 2 1 1 1 2 76 1
2264 2 1 1 1 59 2 1 2 1 1 51 1
2264 3 1 1 1 11 9 1 2 1 1 51 1
2265 2 2 8 1 48 11 2 1 8 1 43 1
2266 2 1 1 1 58 2 1 2 1 1 66 1
2267 2 2 1 1 53 2 1 1 1 1 52 1
2268 2 1 1 1 69 2 1 2 1 1 69 1
2268 3 2 1 1 15 12 1 2 1 1 69 1
2269 2 2 1 1 31 11 2 2 1 1 30 1
2270 2 1 1 1 69 2 1 2 1 1 65 1
2271 2 1 1 2 1 3 2 2 1 2 40 1
2271 3 1 1 2 39 10 2 2 1 2 40 1
2272 2 2 1 1 72 2 1 1 1 1 71 1
2273 2 2 1 1 56 2 1 1 1 1 55 1
2273 3 2 1 1 25 3 1 1 1 1 55 1
2274 2 2 1 1 62 2 1 1 1 1 66 1
2275 2 2 1 1 13 3 2 2 1 1 33 1
2275 3 1 1 1 36 11 2 2 1 1 33 1
2276 2 2 1 1 48 2 1 1 1 1 57 1
2277 2 2 1 1 79 2 1 1 1 1 83 1
2278 2 2 1 2 86 2 2 1 1 2 86 1
2279 2 2 1 1 62 2 1 1 1 1 68 1
2280 2 1 2 1 46 2 1 2 2 1 41 1
2280 3 1 2 1 18 3 1 2 2 1 41 1
2280 4 1 2 1 1 3 1 2 2 1 41 1
2281 2 2 1 1 60 2 1 1 1 1 60 1
2282 2 2 1 1 47 2 1 1 1 1 49 1
2282 3 1 1 1 16 3 1 1 1 1 49 1
2283 2 2 1 1 53 2 1 1 1 1 56 1
2284 2 2 1 2 59 2 1 1 1 1 58 1
2285 2 1 1 1 60 11 1 1 1 1 47 1
2286 2 2 1 1 56 2 2 1 1 1 81 1
2286 3 1 1 1 31 3 2 1 1 1 81 1
2287 2 2 2 1 48 2 1 1 2 1 48 1
2287 3 1 2 1 14 3 1 1 2 1 48 1
2288 2 2 1 1 56 2 1 1 1 1 59 1
2289 2 1 1 1 9 3 2 2 1 1 30 1
2289 3 2 1 1 5 3 2 2 1 1 30 1
2290 2 2 1 1 54 2 1 1 1 1 45 1
2291 2 1 1 1 36 2 1 2 1 5 32 1
2292 2 1 1 1 47 2 2 2 1 1 43 1
2292 3 2 1 1 13 3 2 2 1 1 43 1
2293 2 2 1 1 40 2 1 1 1 1 43 1
2293 3 1 1 1 4 3 1 1 1 1 43 1
2293 4 1 1 1 1 3 1 1 1 1 43 1
2294 2 1 6 1 26 3 1 2 6 1 56 1
2294 3 1 6 1 22 3 1 2 6 1 56 1
2295 2 1 1 1 50 12 2 2 1 1 39 1
2296 2 1 1 1 71 7 1 2 1 1 68 1
2297 2 1 1 1 12 3 2 2 1 1 39 1
2297 3 2 1 1 9 3 2 2 1 1 39 1
2298 2 2 1 1 82 2 1 1 8 1 85 1
2299 2 2 1 5 13 3 2 2 1 1 41 1
2300 2 2 7 2 52 2 1 1 7 2 54 1
2300 3 2 7 2 21 3 1 1 7 2 54 1
2300 4 1 7 2 16 3 1 1 7 2 54 1
2301 2 2 1 1 58 2 1 1 1 1 60 1
2302 2 2 1 1 78 2 1 1 1 1 78 1
2303 2 2 1 1 56 2 1 1 1 1 59 1
2304 2 2 6 1 37 2 1 1 6 1 45 1
2304 3 1 6 1 11 3 1 1 6 1 45 1
2304 4 1 6 1 9 3 1 1 6 1 45 1
2305 2 1 1 1 42 2 1 2 1 1 42 1
2305 3 1 1 1 13 3 1 2 1 1 42 1
2305 4 1 1 1 10 3 1 2 1 1 42 1
2306 2 2 1 2 47 2 1 1 1 2 60 1
2307 2 1 1 2 60 2 1 2 1 2 51 1
2308 2 1 1 2 33 2 2 2 1 2 26 1
2308 3 2 1 2 4 3 2 2 1 2 26 1
2309 2 2 1 1 25 2 1 1 1 1 26 1
2310 2 1 1 1 52 2 2 2 1 1 46 1
2310 3 2 1 1 7 3 2 2 1 1 46 1
2310 4 2 1 1 5 3 2 2 1 1 46 1
2311 2 2 1 1 52 2 1 1 1 1 59 1
2311 3 1 1 1 18 3 1 1 1 1 59 1
2312 2 1 1 5 35 2 1 2 1 4 32 1
2312 3 1 1 4 1 3 1 2 1 4 32 1
2313 2 2 1 1 32 2 1 1 1 1 40 1
2313 3 2 1 1 11 3 1 1 1 1 40 1
2313 4 1 1 1 7 3 1 1 1 1 40 1
2314 2 1 1 1 11 3 1 1 1 1 41 1
2314 3 2 1 1 10 3 1 1 1 1 41 1
2315 2 2 1 1 38 11 2 1 1 1 45 1
2316 2 2 1 1 37 2 1 1 1 1 36 1
2316 3 1 1 1 6 3 1 1 1 1 36 1
2316 4 1 1 1 4 3 1 1 1 1 36 1
2317 2 2 1 5 51 2 1 1 1 5 42 1
2317 3 1 1 5 15 3 1 1 1 5 42 1
2317 4 2 1 5 12 3 1 1 1 5 42 1
2318 2 1 1 1 12 3 2 2 1 1 30 1
2318 3 2 1 1 7 3 2 2 1 1 30 1
2319 2 2 1 1 62 2 1 1 1 1 64 1
2320 2 2 1 2 55 2 1 1 1 1 54 1
2320 3 2 1 1 78 5 1 1 1 1 54 1
2321 2 2 1 1 57 2 1 1 1 1 62 1
2322 2 2 1 1 57 2 1 1 1 1 70 1
2322 3 2 1 1 13 3 1 1 1 1 70 1
2322 4 2 1 1 8 3 1 1 1 1 70 1
2323 2 2 2 1 79 2 1 1 2 1 80 1
2324 2 2 2 1 64 2 2 1 2 1 66 1
2325 2 2 1 1 36 2 1 1 1 1 37 1
2325 3 1 1 1 5 3 1 1 1 1 37 1
2325 4 1 1 1 2 3 1 1 1 1 37 1
2326 2 2 2 1 39 3 1 2 2 1 69 1
2326 3 2 2 1 17 9 1 2 2 1 69 1
2327 2 2 1 1 42 2 1 1 1 1 41 1
2327 3 2 1 1 10 3 1 1 1 1 41 1
2327 4 2 1 1 6 3 1 1 1 1 41 1
2328 2 2 1 1 26 3 1 2 1 1 59 1
2329 2 1 1 1 65 2 1 2 1 1 66 1
2330 2 1 1 1 64 2 1 2 1 1 63 1
2331 2 1 1 1 43 2 1 2 1 1 36 1
2331 3 2 1 1 5 3 1 2 1 1 36 1
2331 4 2 1 1 2 3 1 2 1 1 36 1
2332 2 2 6 1 67 2 1 1 6 1 69 1
2333 2 1 1 1 58 2 1 2 1 1 66 1
2334 2 2 1 1 64 2 1 1 1 1 64 1
2335 2 2 1 1 28 9 1 2 1 1 69 1
2336 2 2 1 1 60 2 1 1 1 1 60 1
2336 3 1 1 1 32 3 1 1 1 1 60 1
2337 2 2 1 1 56 2 1 1 1 1 62 1
2337 3 2 1 1 17 3 1 1 1 1 62 1
2338 2 1 1 1 7 3 1 2 1 1 40 1
2338 3 2 1 1 4 3 1 2 1 1 40 1
2339 2 2 1 1 22 3 2 2 1 1 48 1
2339 3 2 1 1 19 3 2 2 1 1 48 1
2339 4 1 1 1 24 12 2 2 1 1 48 1
2340 2 2 1 1 79 2 1 1 1 1 77 1
2341 2 1 1 1 29 11 2 1 1 1 27 1
2342 2 2 1 1 56 2 1 1 1 1 54 1
2343 2 2 1 1 63 2 1 1 1 1 61 1
2344 2 2 1 1 31 3 2 2 1 1 55 1
2344 3 1 1 1 2 9 2 2 1 1 55 1
2344 4 1 1 1 33 4 2 2 1 1 55 1
2345 2 1 2 1 24 3 2 1 2 1 48 1
2345 3 1 2 1 20 3 2 1 2 1 48 1
2345 4 2 8 1 34 7 2 1 2 1 48 1
2346 2 2 1 1 60 2 1 1 1 1 59 1
2346 3 2 1 1 12 9 1 1 1 1 59 1
2347 2 1 1 1 48 7 2 1 1 1 53 1
2348 2 1 1 1 35 2 1 2 1 1 36 1
2348 3 2 1 1 58 5 1 2 1 1 36 1
2349 2 2 2 1 64 2 1 1 2 1 71 1
2350 2 2 1 1 58 2 1 1 1 1 64 1
2351 2 2 4 1 71 2 1 1 1 1 84 1
2352 2 1 1 1 45 2 1 2 1 1 43 1
2353 2 2 1 1 76 11 1 2 1 1 73 1
2354 2 1 1 1 15 9 1 2 1 1 80 1
2355 2 2 2 1 54 2 1 1 2 1 58 1
2355 3 2 2 1 27 3 1 1 2 1 58 1
2355 4 2 2 1 4 9 1 1 2 1 58 1
2356 2 1 2 1 77 2 1 2 2 1 78 1
2357 2 2 1 1 54 3 1 2 1 1 80 1
2358 2 2 1 1 62 2 1 1 1 1 60 1
2358 3 1 1 1 18 3 1 1 1 1 60 1
2359 2 2 1 1 44 2 1 1 1 1 53 1
2360 2 2 1 1 34 2 1 1 1 1 32 1
2361 2 2 1 1 45 2 1 1 1 1 48 1
2361 3 2 1 1 20 3 1 1 1 1 48 1
2362 2 1 1 1 46 3 1 2 1 1 63 1
2363 2 1 2 1 50 7 2 1 2 1 50 1
2364 2 1 1 1 7 3 2 1 1 1 45 1
2364 3 2 1 1 38 11 2 1 1 1 45 1
2365 2 1 1 1 76 2 1 2 1 1 63 1
2366 2 1 1 1 53 2 1 2 1 1 49 1
2367 2 2 1 1 54 2 1 1 1 1 53 1
2368 2 2 1 1 45 2 1 1 1 1 46 1
2368 3 2 1 1 13 3 1 1 1 1 46 1
2369 2 2 1 1 68 2 1 1 1 1 70 1
2370 2 1 1 1 60 2 1 2 1 1 58 1
2371 2 2 1 1 56 2 1 1 1 1 57 1
2372 2 2 1 1 88 2 1 1 1 1 91 1
2373 2 2 1 1 60 2 1 1 1 1 63 1
2373 3 1 1 1 17 3 1 1 1 1 63 1
2374 2 2 1 1 57 2 1 1 1 1 59 1
2375 2 2 1 1 81 2 1 1 1 1 84 1
2376 2 1 1 1 42 2 1 2 1 1 41 1
2377 2 2 2 1 21 3 1 1 2 1 52 1
2377 3 2 2 1 3 9 1 1 2 1 52 1
2378 2 1 1 1 9 3 2 2 1 1 36 1
2378 3 1 1 1 39 11 2 2 1 1 36 1
2379 2 2 1 1 19 3 1 1 1 1 52 1
2379 3 2 1 1 55 11 1 1 1 1 52 1
2379 4 1 1 1 16 12 1 1 1 1 52 1
2380 2 2 1 1 61 2 1 1 1 1 58 1
2381 2 2 1 1 76 2 1 1 1 1 76 1
2382 2 1 1 1 44 2 1 2 1 1 59 1
2382 3 1 1 1 21 3 1 2 1 1 59 1
2383 2 2 1 1 63 2 1 1 1 1 52 1
2384 2 1 2 1 12 3 1 2 2 1 28 1
2384 3 2 2 1 3 3 1 2 2 1 28 1
2385 2 2 1 1 51 11 1 1 1 2 50 1
2386 2 2 1 1 19 3 2 2 1 1 42 1
2386 3 2 1 1 16 3 2 2 1 1 42 1
2387 2 2 1 1 69 2 1 1 1 1 68 1
2388 2 2 1 1 46 3 1 1 1 1 78 1
2388 3 1 1 1 59 3 1 1 1 1 78 1
2388 4 1 1 1 17 9 1 1 1 1 78 1
2389 2 1 1 1 68 2 1 2 1 1 64 1
2390 2 2 1 1 19 3 1 1 1 1 40 1
2390 3 2 1 1 16 3 1 1 1 1 40 1
2391 2 1 1 1 79 2 1 2 1 1 64 1
2392 2 2 1 1 63 2 1 1 1 1 62 1
2393 2 1 2 1 58 2 2 2 2 1 58 1
2393 3 2 2 1 27 3 2 2 2 1 58 1
2393 4 2 2 1 26 3 2 2 2 1 58 1
2394 2 2 6 1 64 2 1 1 6 1 74 1
2395 2 1 1 1 55 2 1 2 1 1 71 1
2396 2 2 7 2 58 2 1 1 1 1 60 1
2396 3 1 1 1 29 3 1 1 1 1 60 1
2397 2 1 1 1 24 3 2 1 1 1 53 1
2397 3 1 1 1 21 3 2 1 1 1 53 1
2398 2 1 1 1 38 2 1 2 1 1 36 1
2399 2 2 1 5 62 2 1 1 1 1 73 1
2400 2 1 1 1 27 3 2 2 1 1 57 1
2400 3 1 1 1 26 3 2 2 1 1 57 1
2400 4 2 1 1 28 4 2 2 1 1 57 1
2401 2 2 1 1 21 3 2 2 1 1 42 1
2401 3 2 1 1 15 3 2 2 1 1 42 1
2401 4 1 1 1 48 11 2 2 1 1 42 1
2402 2 1 2 1 20 3 2 2 2 1 47 1
2403 2 2 1 2 31 2 2 1 1 2 34 1
2403 3 2 1 2 7 3 2 1 1 2 34 1
2403 4 2 1 2 3 3 2 1 1 2 34 1
2404 2 2 8 1 59 10 2 2 9 1 56 1
2404 3 2 8 1 35 10 2 2 9 1 56 1
2405 2 1 1 1 5 3 2 2 1 1 42 1
2405 3 1 2 1 46 12 2 2 1 1 42 1
2406 2 2 1 1 73 2 1 1 1 1 79 1
2407 2 2 1 1 89 2 1 1 1 1 90 1
2408 2 2 1 1 54 2 1 1 1 1 65 1
2408 3 2 1 1 28 3 1 1 1 1 65 1
2409 2 2 1 1 38 2 1 1 1 1 38 1
2409 3 2 1 1 9 3 1 1 1 1 38 1
2409 4 2 1 1 6 3 1 1 1 1 38 1
2410 2 2 1 1 70 2 1 1 1 1 75 1
2411 2 1 1 1 58 2 1 2 1 1 58 1
2412 2 1 1 1 68 12 2 2 1 1 63 1
2413 2 2 1 1 37 11 1 1 1 1 39 1
2414 2 2 1 1 14 3 1 1 1 1 41 1
2414 3 2 1 1 10 3 1 1 1 1 41 1
2415 2 2 1 1 42 2 1 1 1 1 43 1
2416 2 1 1 1 68 2 1 2 1 1 67 1
2417 2 2 2 1 73 3 1 2 2 1 94 1
2417 3 2 2 1 49 9 1 2 2 1 94 1
2418 2 2 1 1 24 3 1 2 1 1 56 1
2419 2 1 1 1 65 7 1 2 1 1 63 1
2420 2 2 1 1 56 2 1 1 1 1 57 1
2420 3 2 1 1 20 3 1 1 1 1 57 1
2420 4 2 1 1 19 3 1 1 1 1 57 1
2421 2 1 2 1 17 3 2 1 2 1 59 1
2422 2 1 1 1 62 2 1 2 1 1 63 1
2423 2 2 1 1 46 2 1 1 1 1 56 1
2423 3 2 4 1 3 3 1 1 1 1 56 1
2424 2 1 1 1 5 3 1 2 1 1 49 1
2425 2 1 6 1 66 11 1 2 6 1 68 1
2426 2 1 1 1 23 10 1 1 1 1 67 1
2427 2 1 1 1 56 7 1 2 1 1 54 1
2428 2 2 1 1 51 2 1 1 1 1 51 1
2428 3 2 1 1 17 3 1 1 1 1 51 1
2429 2 2 1 1 27 2 2 1 1 1 30 1
2429 3 2 1 1 4 3 2 1 1 1 30 1
2429 4 2 1 1 3 3 2 1 1 1 30 1
2430 2 2 1 1 63 2 1 1 1 1 63 1
2431 2 2 1 1 68 2 1 1 1 1 69 1
2432 2 2 2 1 40 2 1 1 2 1 40 1
2432 3 1 2 1 13 3 1 1 2 1 40 1
2432 4 1 2 1 12 3 1 1 2 1 40 1
2433 2 1 2 1 82 2 1 2 2 1 78 1
2434 2 2 1 1 52 2 1 1 1 1 54 1
2434 3 2 1 1 20 3 1 1 1 1 54 1
2434 4 2 1 1 16 3 1 1 1 1 54 1
2435 2 1 1 2 21 11 2 1 1 2 53 1
2436 2 1 1 1 55 2 1 2 1 1 50 1
2437 2 2 1 1 51 2 2 1 1 1 49 1
2437 3 1 1 1 27 3 2 1 1 1 49 1
2437 4 2 1 1 24 3 2 1 1 1 49 1
2438 2 1 1 2 23 11 2 2 1 2 50 1
2439 2 2 1 1 86 5 1 1 1 1 58 1
2440 2 1 1 1 76 2 1 2 1 1 71 1
2441 2 2 1 1 50 2 1 1 1 1 52 1
2442 2 2 2 1 49 3 1 2 2 1 76 1
2443 2 2 1 2 52 2 1 1 1 2 52 1
2444 2 2 1 1 50 2 1 1 1 1 48 1
2445 2 1 1 1 77 2 1 2 1 1 29 1
2445 3 2 1 1 57 5 1 2 1 1 29 1
2446 2 1 1 1 66 11 1 2 1 1 76 1
2447 2 1 2 1 60 2 1 2 2 1 56 1
2448 2 1 1 1 14 3 2 2 1 1 45 1
2449 2 1 1 1 62 2 1 2 1 1 62 1
2449 3 1 1 1 37 3 1 2 1 1 62 1
2450 2 2 1 1 59 2 1 1 1 1 58 1
2450 3 1 1 1 19 3 1 1 1 1 58 1
2451 2 1 1 1 21 3 2 2 1 1 51 1
2452 2 2 1 2 84 2 1 1 1 2 83 1
2453 2 1 1 1 44 2 2 2 1 1 45 1
2453 3 1 1 1 19 3 2 2 1 1 45 1
2454 2 2 1 1 57 2 1 1 1 1 57 1
2455 2 1 1 1 51 2 1 2 1 1 54 1
2455 3 1 1 1 22 10 1 2 1 1 54 1
2456 2 2 1 1 42 2 1 1 1 1 42 1
2456 3 1 1 1 12 3 1 1 1 1 42 1
2456 4 2 1 1 9 3 1 1 1 1 42 1
2457 2 1 1 1 68 11 1 1 1 1 61 1
2458 2 1 2 1 71 3 1 2 2 1 93 1
2459 2 2 1 1 50 2 1 1 1 1 48 1
2459 3 2 1 1 8 3 1 1 1 1 48 1
2459 4 1 1 1 17 3 1 1 1 1 48 1
2460 2 2 1 1 62 2 1 1 1 1 60 1
2460 3 2 1 1 26 3 1 1 1 1 60 1
2461 2 1 8 1 16 3 2 2 1 1 35 1
2461 3 2 8 1 11 3 2 2 1 1 35 1
2461 4 1 8 1 9 3 2 2 1 1 35 1
2462 2 2 1 1 59 2 1 1 1 1 47 1
2463 2 1 1 1 42 2 1 2 1 1 41 1
2463 3 1 1 1 11 3 1 2 1 1 41 1
2463 4 2 1 1 9 3 1 2 1 1 41 1
2464 2 1 1 1 46 11 1 2 1 1 46 1
2465 2 2 1 1 63 2 1 1 1 1 78 1
2466 2 2 3 1 55 2 1 1 3 1 61 1
2467 2 2 4 1 43 2 1 1 4 1 50 1
2467 3 2 4 1 14 3 1 1 4 1 50 1
2467 4 1 4 1 7 3 1 1 4 1 50 1
2468 2 2 1 1 72 2 1 1 1 1 75 1
2468 3 2 1 1 55 3 1 1 1 1 75 1
2469 2 1 1 1 60 11 1 2 1 1 50 1
2470 2 2 1 2 15 3 1 2 1 1 38 1
2470 3 2 1 2 14 3 1 2 1 1 38 1
2471 2 2 1 1 55 2 1 1 1 1 57 1
2472 2 2 1 1 63 2 1 1 1 1 66 1
2473 2 1 2 1 62 12 1 2 1 1 63 1
2474 2 2 1 3 43 2 1 1 1 3 39 1
2474 3 1 1 3 19 3 1 1 1 3 39 1
2475 2 1 2 1 40 3 1 2 2 1 63 1
2475 3 1 2 1 29 3 1 2 2 1 63 1
2476 2 1 1 1 29 11 2 2 1 1 26 1
2477 2 2 6 1 56 2 1 1 6 1 52 1
2477 3 1 6 1 27 3 1 1 6 1 52 1
2477 4 2 6 1 23 3 1 1 6 1 52 1
2478 2 2 1 1 49 2 1 1 1 1 49 1
2478 3 1 1 1 22 3 1 1 1 1 49 1
2479 2 1 1 1 14 3 1 2 1 1 36 1
2479 3 2 1 1 13 3 1 2 1 1 36 1
2479 4 2 1 1 7 3 1 2 1 1 36 1
2480 2 2 1 1 81 5 1 2 1 1 54 1
2481 2 2 1 1 63 11 1 1 1 1 63 1
2482 2 1 1 1 42 2 1 2 1 1 49 1
2482 3 2 1 1 17 3 1 2 1 1 49 1
2482 4 1 1 1 8 3 1 2 1 1 49 1
2483 2 2 1 1 56 2 1 1 1 1 54 1
2484 2 2 1 1 58 2 1 1 1 1 60 1
2485 2 2 1 1 28 2 2 1 1 1 32 1
2486 2 2 1 1 71 2 1 1 1 1 77 1
2487 2 1 1 1 41 2 1 2 1 1 41 1
2487 3 2 1 1 17 3 1 2 1 1 41 1
2487 4 2 1 1 6 3 1 2 1 1 41 1
2488 2 1 1 1 44 2 1 2 1 1 43 1
2488 3 2 1 1 14 3 1 2 1 1 43 1
2488 4 2 1 1 11 3 1 2 1 1 43 1
2489 2 2 8 1 2 3 2 1 2 1 21 1
2489 3 2 1 1 22 11 2 1 2 1 21 1
2490 2 2 1 1 45 2 2 1 1 1 44 1
2490 3 2 1 1 12 3 2 1 1 1 44 1
2490 4 2 1 1 9 3 2 1 1 1 44 1
2491 2 2 1 1 50 2 1 1 1 1 54 1
2491 3 2 1 1 9 3 1 1 1 1 54 1
2492 2 2 1 1 74 2 1 1 1 1 75 1
2493 2 1 1 1 68 2 1 2 1 1 68 1
2494 2 2 1 1 55 2 1 1 1 1 60 1
2494 3 1 1 1 22 3 1 1 1 1 60 1
2494 4 1 1 1 13 3 1 1 1 1 60 1
2495 2 1 1 1 62 11 2 2 1 1 63 1
2496 2 2 1 1 25 11 2 2 1 1 25 1
2497 2 2 4 1 72 2 1 1 4 1 69 1
2498 2 2 2 1 47 2 1 1 2 1 52 1
2498 3 2 2 1 17 3 1 1 2 1 52 1
2499 2 2 1 1 72 2 1 1 1 1 89 1
2500 2 2 1 1 27 2 1 1 1 1 30 1
2501 2 2 1 1 58 2 1 1 1 1 69 1
2502 2 1 1 3 4 3 2 1 1 3 24 1
2502 3 2 1 3 26 11 2 1 1 3 24 1
2503 2 2 1 1 43 2 1 1 1 1 45 1
2503 3 2 1 1 18 3 1 1 1 1 45 1
2504 2 2 1 1 46 2 1 1 1 1 52 1
2504 3 1 1 1 15 3 1 1 1 1 52 1
2504 4 1 1 1 23 11 1 1 1 1 52 1
2505 2 1 2 1 88 2 1 2 2 1 79 1
2506 2 1 1 1 41 2 1 2 1 1 41 1
2506 3 1 1 1 8 3 1 2 1 1 41 1
2507 2 2 1 1 44 2 1 1 1 1 56 1
2507 3 2 1 1 13 3 1 1 1 1 56 1
2508 2 1 1 1 60 2 1 2 1 1 56 1
2508 3 2 1 1 20 3 1 2 1 1 56 1
2509 2 1 2 1 57 2 1 2 2 1 44 1
2509 3 1 2 1 5 3 1 2 2 1 44 1
2510 2 2 9 1 31 2 1 1 8 1 33 1
2511 2 2 1 1 43 2 1 1 1 1 41 1
2511 3 1 1 1 3 3 1 1 1 1 41 1
2511 4 2 1 1 1 3 1 1 1 1 41 1
2512 2 2 1 1 61 2 1 1 1 1 61 1
2513 2 1 1 1 48 2 1 2 1 1 49 1
2513 3 2 1 1 14 3 1 2 1 1 49 1
2514 2 2 1 1 58 2 1 1 1 1 58 1
2515 2 2 6 1 9 3 1 1 1 1 44 1
2515 3 2 6 1 43 11 1 1 1 1 44 1
2516 2 2 1 1 61 2 1 1 1 1 57 1
2517 2 1 1 1 61 12 1 1 1 1 70 1
2518 2 2 1 1 46 2 1 1 1 1 49 1
2518 3 1 1 1 18 3 1 1 1 1 49 1
2518 4 1 1 1 14 3 1 1 1 1 49 1
2519 2 1 8 5 51 2 1 2 1 5 51 1
2519 3 2 1 5 16 3 1 2 1 5 51 1
2519 4 1 1 5 71 6 1 2 1 5 51 1
2520 2 2 1 1 39 2 1 1 1 1 39 1
2520 3 1 1 1 10 3 1 1 1 1 39 1
2520 4 2 1 1 21 3 1 1 1 1 39 1
2521 2 2 2 1 55 3 1 1 2 1 95 1
2522 2 1 1 1 26 2 1 2 1 1 27 1
2523 2 2 1 1 32 2 1 1 1 1 38 1
2523 3 1 1 1 10 3 1 1 1 1 38 1
2523 4 1 1 1 4 3 1 1 1 1 38 1
2524 2 2 1 2 5 3 2 1 1 2 36 1
2524 3 2 1 2 48 11 2 1 1 2 36 1
2525 2 2 1 1 29 2 1 1 1 1 36 1
2525 3 2 1 1 60 5 1 1 1 1 36 1
2526 2 1 2 1 41 2 1 2 2 1 40 1
2526 3 1 2 1 7 3 1 2 2 1 40 1
2527 2 1 1 1 67 2 1 2 1 1 65 1
2527 3 1 1 3 8 9 1 2 1 1 65 1
2528 2 2 1 1 65 11 2 1 1 1 59 1
2529 2 2 1 1 43 2 1 1 1 1 48 1
2529 3 1 1 1 14 3 1 1 1 1 48 1
2529 4 2 1 1 11 3 1 1 1 1 48 1
2530 2 1 1 1 42 3 1 2 1 1 61 1
2530 3 1 1 1 22 3 1 2 1 1 61 1
2531 2 1 1 1 32 2 2 2 6 1 35 1
2532 2 1 1 1 44 7 1 2 1 3 73 1
2533 2 2 1 1 32 2 2 1 1 1 48 1
2533 3 2 1 1 19 3 2 1 1 1 48 1
2534 2 2 1 1 69 2 1 1 1 1 63 1
2535 2 1 1 1 44 2 1 2 1 1 44 1
2535 3 2 1 1 11 3 1 2 1 1 44 1
2535 4 1 1 1 9 3 1 2 1 1 44 1
2536 2 2 1 1 31 2 1 1 1 1 37 1
2536 3 1 1 1 15 3 1 1 1 1 37 1
2536 4 1 1 1 11 3 1 1 1 1 37 1
2537 2 2 1 1 21 2 1 1 1 1 32 1
2537 3 2 1 1 1 3 1 1 1 1 32 1
2538 2 2 1 1 55 2 1 1 1 1 60 1
2539 2 2 1 1 40 2 1 1 1 1 39 1
2539 3 2 1 1 17 3 1 1 1 1 39 1
2540 2 2 1 1 65 2 1 1 1 1 69 1
2541 2 2 1 1 75 2 1 1 1 1 82 1
2542 2 1 1 1 68 2 1 2 1 1 62 1
2543 2 2 1 1 58 2 1 1 1 1 62 1
2544 2 2 2 1 12 3 1 2 2 1 37 1
2544 3 2 2 1 33 11 1 2 2 1 37 1
2545 2 2 1 1 56 2 1 1 1 1 69 1
2546 2 2 1 1 52 2 1 1 1 1 55 1
2546 3 1 1 1 24 3 1 1 1 1 55 1
2546 4 2 1 1 83 6 1 1 1 1 55 1
2547 2 2 7 3 8 3 2 2 7 3 40 1
2548 2 2 1 5 59 2 1 1 1 1 62 1
2549 2 1 1 1 61 2 1 2 1 1 59 1
2550 2 1 2 1 59 2 1 2 2 1 64 1
2551 2 2 1 1 46 2 1 1 1 1 57 1
2552 2 2 1 1 54 2 1 1 1 1 54 1
2553 2 2 1 1 68 2 1 1 1 1 69 1
2554 2 2 1 1 41 2 1 1 1 1 41 1
2554 3 1 1 1 10 3 1 1 1 1 41 1
2554 4 2 1 1 8 3 1 1 1 1 41 1
2555 2 1 1 1 52 2 1 2 1 1 50 1
2555 3 1 1 1 18 3 1 2 1 1 50 1
2556 2 2 1 1 61 11 1 1 1 1 74 1
2557 2 1 1 1 63 2 1 2 1 1 66 1
2558 2 2 1 1 51 2 1 1 1 1 55 1
2559 2 2 1 1 23 2 2 1 1 1 23 1
2559 3 2 1 1 3 3 2 1 1 1 23 1
2559 4 1 1 1 2 3 2 1 1 1 23 1
2560 2 1 1 1 61 11 1 2 1 1 60 1
2561 2 2 1 1 56 2 1 1 1 1 57 1
2561 3 1 1 1 17 3 1 1 1 1 57 1
2561 4 2 1 1 14 3 1 1 1 1 57 1
2562 2 2 1 1 43 2 1 1 1 1 47 1
2563 2 1 6 1 31 2 2 2 6 1 28 1
2564 2 2 1 1 31 2 2 1 1 2 32 1
2564 3 1 1 2 6 3 2 1 1 2 32 1
2565 2 2 1 1 55 2 1 1 1 1 62 1
2566 2 2 1 1 57 2 1 1 1 1 66 1
2567 2 2 1 2 27 3 2 2 1 2 59 1
2568 2 2 1 1 61 2 1 1 1 1 59 1
2569 2 2 1 1 37 2 2 1 1 1 55 1
2569 3 1 1 1 3 3 2 1 1 1 55 1
2570 2 2 1 1 18 3 1 2 1 1 42 1
