"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner"
1187 1 1 6 1 52 1 1
1187 2 2 6 1 50 2 1
1187 3 1 6 1 21 3 1
1187 4 1 6 1 18 3 1
1187 5 2 6 1 13 3 1
1188 1 2 1 1 23 1 2
1188 2 1 1 1 28 2 2
1188 3 1 1 1 1 3 2
1189 1 1 2 1 49 1 1
1189 2 2 2 1 48 2 1
1190 1 1 1 1 54 1 2
1190 2 2 4 1 53 2 2
1191 1 1 1 1 53 1 1
1191 2 2 1 1 53 2 1
1192 1 1 6 1 72 1 1
1192 2 2 6 1 64 2 1
1193 1 2 4 1 43 1 2
1193 2 1 4 1 18 3 2
1193 3 2 4 1 17 3 2
1193 4 2 4 1 12 3 2
1194 1 1 7 2 50 1 1
1194 2 2 7 2 52 2 1
1195 1 2 1 2 27 1 1
1195 2 1 1 2 3 3 1
1195 3 1 1 1 26 11 1
1196 1 2 1 1 51 1 1
1196 2 2 1 1 11 3 1
1196 3 1 1 1 9 3 1
1196 4 1 1 1 76 5 1
1196 5 2 1 1 74 5 1
1197 1 1 1 2 38 1 2
1197 2 2 1 2 37 2 2
1197 3 2 1 2 9 3 2
1197 4 2 1 2 7 3 2
1197 5 2 1 2 3 3 2
1197 6 2 1 2 2 3 2
1198 1 2 1 2 28 1 2
1198 2 1 1 2 32 2 2
1198 3 2 1 2 10 3 2
1198 4 2 1 2 8 3 2
1198 5 1 1 2 29 7 2
1198 6 2 1 2 22 10 2
1199 1 1 1 1 40 1 1
1199 2 2 1 1 39 2 1
1199 3 1 1 1 14 3 1
1199 4 1 1 1 11 3 1
1200 1 2 1 1 74 1 1
1200 2 1 1 1 48 3 1
1201 1 2 1 1 23 1 1
1201 2 2 1 1 2 3 1
1201 3 1 1 1 23 11 1
1202 1 1 1 2 30 1 1
1202 2 2 1 2 30 2 1
1202 3 1 1 2 11 3 1
1202 4 1 1 2 9 3 1
1202 5 2 1 2 7 3 1
1203 1 2 4 1 38 1 1
1203 2 1 4 1 43 2 1
1203 3 1 4 1 9 3 1
1203 4 1 4 1 6 3 1
1204 1 2 1 1 85 1 2
1204 2 1 1 1 88 2 2
1205 1 2 1 1 32 1 2
1205 2 2 1 1 2 3 2
1206 1 2 2 1 53 1 2
1206 2 1 2 1 17 3 2
1207 1 1 1 1 43 1 1
1207 2 1 1 1 15 3 1
1207 3 2 1 1 7 3 1
1208 1 2 1 1 83 1 1
1208 2 1 1 1 49 3 1
1209 1 1 1 1 56 1 1
1209 2 2 1 1 38 2 1
1209 3 2 1 1 18 3 1
1209 4 2 1 1 1 3 1
1209 5 2 1 1 12 3 1
1210 1 1 7 2 56 1 2
1210 2 2 7 2 51 2 2
1210 3 2 7 2 29 3 2
1210 4 2 7 2 27 3 2
1210 5 1 7 2 23 3 2
1210 6 2 7 2 81 6 2
1211 1 1 1 1 85 1 1
1211 2 2 1 1 79 2 1
1212 1 2 1 1 56 1 1
1212 2 1 1 1 57 2 1
1213 1 2 1 1 60 1 1
1213 2 1 1 1 24 3 1
1214 1 1 1 1 67 1 1
1214 2 2 1 1 64 2 1
1215 1 2 3 1 50 1 1
1215 2 1 3 1 32 3 1
1215 3 2 3 1 9 9 1
1215 4 1 3 1 7 9 1
1215 5 1 3 1 4 9 1
1215 6 2 3 1 30 4 1
1216 1 1 1 1 77 1 1
1216 2 2 1 1 60 2 1
1217 1 2 4 1 33 1 1
1217 2 1 4 1 36 2 1
1217 3 2 4 1 9 3 1
1217 4 2 4 1 6 3 1
1217 5 1 4 1 3 3 1
1217 6 2 4 1 60 5 1
1218 1 1 1 1 75 1 1
1218 2 2 1 1 74 2 1
1219 1 1 1 1 45 1 2
1219 2 2 1 1 6 9 2
1219 3 1 1 1 26 11 2
1219 4 2 1 1 26 11 2
1220 1 1 1 1 56 1 1
1220 2 2 1 1 56 2 1
1221 1 1 1 2 43 1 2
1221 2 2 1 1 56 2 2
1222 1 1 1 1 65 1 1
1222 2 2 1 1 64 2 1
1223 1 1 1 1 27 1 2
1223 2 2 1 1 26 11 2
1224 1 1 1 1 53 1 1
1224 2 2 1 1 23 3 1
1225 1 1 1 2 43 1 1
1225 2 2 1 2 15 3 1
1225 3 2 1 2 11 3 1
1226 1 2 1 1 63 1 1
1226 2 1 1 1 61 2 1
1227 1 2 1 1 75 1 1
1227 2 1 1 1 47 3 1
1228 1 1 1 1 29 1 1
1228 2 2 1 1 29 2 1
1229 1 1 1 2 44 1 1
1229 2 1 1 2 8 3 1
1229 3 1 1 2 4 3 1
1229 4 1 1 2 2 3 1
1229 5 1 1 2 25 10 1
1229 6 2 1 2 35 11 1
1230 1 2 1 1 63 1 1
1230 2 1 1 1 63 2 1
1231 1 1 1 1 61 1 1
1231 2 2 1 1 67 2 1
1232 1 1 1 1 49 1 1
1232 2 2 1 1 49 2 1
1232 3 1 1 1 23 3 1
1233 1 2 1 1 63 1 1
1233 2 1 1 1 66 11 1
1234 1 2 1 1 41 1 2
1234 2 1 1 2 50 2 2
1234 3 2 1 2 18 3 2
1234 4 1 1 2 14 3 2
1235 1 2 1 2 35 1 1
1235 2 1 1 2 35 2 1
1235 3 2 1 2 10 3 1
1235 4 1 1 2 8 3 1
1236 1 2 1 1 48 1 1
1236 2 1 1 1 49 2 1
1236 3 2 1 1 24 3 1
1236 4 2 1 1 22 3 1
1237 1 1 1 1 46 1 1
1237 2 2 1 1 42 2 1
1237 3 1 1 1 8 3 1
1237 4 2 1 1 4 3 1
1237 5 2 1 1 2 3 1
1238 1 1 1 1 62 1 1
1238 2 2 1 1 64 2 1
1239 1 2 2 1 50 1 1
1239 2 2 2 1 28 3 1
1239 3 2 2 1 20 3 1
1239 4 1 2 1 17 3 1
1239 5 1 2 1 11 3 1
1240 1 1 1 1 36 1 1
1240 2 2 1 1 37 2 1
1240 3 2 1 1 13 3 1
1240 4 1 1 1 11 3 1
1241 1 2 1 2 57 1 1
1241 2 1 1 2 62 2 1
1242 1 1 2 1 87 1 2
1242 2 2 2 1 71 11 2
1243 1 1 1 1 61 1 1
1243 2 2 6 1 64 2 1
1244 1 2 1 1 36 1 2
1244 2 1 3 1 35 2 2
1245 1 2 1 1 80 1 2
1245 2 1 1 1 25 9 2
1246 1 2 3 1 48 1 1
1246 2 1 3 1 45 2 1
1247 1 1 1 1 51 1 1
1247 2 2 1 1 48 2 1
1247 3 2 1 1 18 3 1
1248 1 1 1 1 36 1 1
1248 2 2 1 1 35 2 1
1248 3 1 1 1 5 3 1
1248 4 2 1 1 2 3 1
1249 1 1 1 1 58 1 1
1249 2 2 1 1 61 2 1
1249 3 2 1 1 24 3 1
1250 1 1 1 1 55 1 1
1250 2 2 1 1 54 2 1
1250 3 1 1 1 22 3 1
1251 1 2 2 1 49 1 1
1251 2 1 2 1 26 3 1
1251 3 2 2 1 68 5 1
1252 1 1 1 1 57 1 1
1252 2 2 1 1 59 2 1
1253 1 1 1 1 59 1 1
1253 2 2 1 1 58 2 1
1254 1 2 1 1 32 1 1
1254 2 1 1 1 33 2 1
1254 3 1 1 1 4 3 1
1255 1 1 1 1 59 1 1
1255 2 2 1 1 59 2 1
1255 3 1 1 1 29 3 1
1255 4 2 1 1 93 6 1
1256 1 1 1 2 49 1 1
1256 2 2 1 2 28 3 1
1256 3 2 1 2 20 3 1
1256 4 2 1 2 16 3 1
1257 1 1 1 1 67 1 1
1257 2 2 1 1 67 2 1
1258 1 1 1 1 60 1 1
1258 2 2 1 1 52 2 1
1259 1 1 1 1 55 1 1
1259 2 2 1 1 49 12 1
1259 3 2 1 1 16 12 1
1260 1 1 1 1 66 1 1
1260 2 2 1 1 60 2 1
1261 1 1 1 5 55 1 1
1261 2 2 1 5 51 2 1
1261 3 1 1 5 31 3 1
1261 4 2 1 5 23 3 1
1262 1 2 1 1 80 1 1
1262 2 1 1 1 49 3 1
1262 3 2 1 1 46 12 1
1263 1 1 1 1 35 1 1
1263 2 2 1 1 35 2 1
1264 1 1 1 1 53 1 1
1264 2 2 4 1 51 2 1
1265 1 2 1 1 41 1 1
1265 2 1 1 1 42 2 1
1265 3 2 1 1 5 3 1
1266 1 1 1 1 57 1 1
1266 2 2 1 1 50 2 1
1266 3 1 1 1 24 3 1
1267 1 1 1 1 57 1 1
1267 2 2 1 1 52 2 1
1267 3 2 1 1 22 3 1
1267 4 2 1 1 27 12 1
1268 1 1 1 1 47 1 1
1268 2 2 1 1 42 2 1
1268 3 1 1 1 20 3 1
1268 4 2 1 1 17 3 1
1269 1 1 1 1 56 1 1
1269 2 2 1 1 49 2 1
1270 1 1 1 1 42 1 1
1270 2 2 1 1 45 2 1
1270 3 1 1 1 10 3 1
1270 4 2 1 1 5 3 1
1270 5 1 1 1 3 3 1
1271 1 2 2 1 47 1 1
1271 2 2 2 1 72 5 1
1272 1 2 1 4 39 1 1
1272 2 1 1 4 11 3 1
1272 3 1 1 4 70 5 1
1272 4 2 1 4 64 5 1
1273 1 1 1 1 52 1 1
1273 2 2 1 1 55 2 1
1274 1 1 1 2 26 1 2
1274 2 2 1 2 7 3 2
1274 3 1 1 2 27 10 2
1274 4 2 1 2 29 11 2
1275 1 2 1 1 68 1 1
1275 2 1 1 1 69 2 1
1276 1 1 1 2 29 1 1
1276 2 2 1 2 29 2 1
1276 3 2 1 2 5 3 1
1276 4 2 1 2 1 3 1
1277 1 1 1 1 62 1 1
1277 2 2 1 1 60 2 1
1278 1 2 1 5 28 1 1
1278 2 1 1 1 32 2 1
1278 3 1 1 1 11 3 1
1279 1 2 1 1 32 1 1
1279 2 1 1 1 8 3 1
1279 3 1 1 1 1 3 1
1280 1 1 1 1 62 1 1
1280 2 2 1 1 60 2 1
1281 1 1 1 1 47 1 1
1281 2 2 1 1 45 2 1
1281 3 1 1 1 20 3 1
1281 4 1 1 1 17 3 1
1281 5 1 1 1 18 10 1
1282 1 2 1 1 22 1 2
1282 2 1 1 1 2 3 2
1282 3 1 1 1 24 12 2
1283 1 2 2 1 38 1 2
1283 2 1 2 1 47 2 2
1283 3 2 2 1 15 3 2
1283 4 2 2 1 11 3 2
1284 1 1 1 1 52 1 1
1284 2 2 1 1 56 2 1
1285 1 1 1 1 62 1 1
1285 2 2 1 1 60 2 1
1286 1 1 1 1 58 1 1
1286 2 2 1 1 58 2 1
1287 1 2 2 1 30 1 2
1287 2 2 2 1 13 3 2
1287 3 1 2 1 6 3 2
1288 1 1 1 1 65 1 1
1288 2 2 6 1 70 2 1
1289 1 1 1 1 51 1 1
1289 2 2 1 1 52 2 1
1290 1 1 1 1 77 1 1
1290 2 2 1 1 74 2 1
1291 1 1 1 1 34 1 2
1291 2 2 1 1 12 3 2
1291 3 2 1 1 6 3 2
1291 4 1 1 1 5 3 2
1291 5 2 1 1 3 3 2
1291 6 2 1 1 31 10 2
1292 1 2 1 1 39 1 1
1292 2 1 1 1 41 2 1
1293 1 1 1 1 57 1 1
1293 2 2 1 1 56 2 1
1293 3 2 1 1 18 3 1
1293 4 2 1 1 18 3 1
1294 1 1 2 1 39 1 2
1294 2 2 2 1 38 2 2
1294 3 1 2 1 10 3 2
1294 4 1 2 1 2 3 2
1295 1 1 1 1 83 1 1
1295 2 2 1 1 72 2 1
1296 1 1 1 1 90 1 1
1296 2 2 1 1 82 2 1
1297 1 1 1 1 49 1 2
1297 2 2 1 1 54 11 2
1298 1 1 1 1 78 1 1
1298 2 2 1 1 78 2 1
1299 1 1 1 1 34 1 1
1299 2 2 1 1 28 2 1
1299 3 2 1 1 7 3 1
1299 4 2 1 1 5 3 1
1299 5 2 1 1 2 3 1
1300 1 1 1 1 68 1 1
1300 2 2 6 1 70 2 1
1301 1 1 1 1 78 1 1
1301 2 2 1 1 69 2 1
1302 1 2 1 1 69 1 1
1302 2 2 1 1 57 11 1
1303 1 1 8 1 52 1 1
1303 2 2 1 1 45 2 1
1303 3 2 1 1 18 3 1
1304 1 2 1 1 88 1 1
1304 2 1 1 1 30 9 1
1305 1 2 1 1 60 1 1
1305 2 1 1 1 58 2 1
1306 1 1 1 1 65 1 1
1306 2 2 1 1 56 2 1
1307 1 2 1 1 59 1 1
1307 2 1 1 1 63 2 1
1308 1 2 1 1 25 1 2
1308 2 2 1 1 5 3 2
1308 3 1 1 1 1 3 2
1309 1 1 1 1 47 1 2
1309 2 2 1 1 45 2 2
1310 1 1 6 1 34 1 2
1310 2 2 6 1 35 2 2
1310 3 1 6 1 10 3 2
1310 4 2 6 1 3 3 2
1311 1 1 4 1 30 1 1
1311 2 2 1 1 28 2 1
1312 1 1 4 1 46 1 1
1312 2 2 4 1 37 2 1
1313 1 1 1 1 66 1 1
1313 2 2 1 1 68 2 1
1313 3 1 1 1 2 10 1
1313 4 2 1 1 22 12 1
1313 5 1 1 1 1 12 1
1314 1 1 1 1 72 1 1
1314 2 2 3 1 40 2 1
1315 1 1 2 1 58 1 1
1315 2 2 2 1 52 2 1
1316 1 2 1 1 49 1 1
1316 2 1 1 1 22 3 1
1316 3 1 1 1 57 11 1
1317 1 1 2 1 71 1 1
1317 2 2 2 1 60 2 1
1318 1 1 6 1 29 1 2
1318 2 1 6 1 29 11 2
1319 1 2 1 1 63 1 1
1319 2 1 1 1 56 2 1
1320 1 1 1 1 70 1 1
1320 2 2 1 1 63 2 1
1321 1 2 1 1 50 1 1
1321 2 1 1 1 56 2 1
1322 1 2 6 1 41 1 1
1322 2 2 6 1 16 3 1
1322 3 1 6 1 66 5 1
1322 4 2 6 1 62 5 1
1323 1 2 1 5 43 1 1
1323 2 1 1 1 44 2 1
1323 3 1 1 5 13 3 1
1323 4 2 1 5 11 3 1
1323 5 1 1 5 9 3 1
1324 1 1 1 1 33 1 1
1324 2 2 1 1 32 2 1
1324 3 1 1 1 7 3 1
1324 4 2 1 1 6 3 1
1325 1 1 1 1 54 1 1
1325 2 2 1 1 49 2 1
1326 1 2 1 1 56 1 1
1326 2 1 1 1 62 2 1
1327 1 1 1 1 40 1 2
1327 2 2 6 1 41 2 2
1327 3 2 8 1 5 3 2
1327 4 1 6 1 33 10 2
1328 1 1 1 2 26 1 2
1328 2 2 1 2 27 2 2
1328 3 1 1 2 3 3 2
1328 4 1 1 2 1 3 2
1329 1 1 2 1 29 1 2
1329 2 2 2 1 8 3 2
1329 3 2 2 1 6 3 2
1330 1 1 1 1 39 1 1
1330 2 2 1 1 36 2 1
1330 3 1 1 1 14 3 1
1331 1 1 1 1 60 1 1
1331 2 2 1 1 60 2 1
1332 1 1 6 1 61 1 1
1332 2 2 6 1 53 2 1
1333 1 1 1 1 51 1 1
1333 2 2 1 1 49 2 1
1333 3 1 1 1 18 3 1
1333 4 2 1 1 16 3 1
1334 1 2 1 1 80 1 1
1334 2 1 1 1 83 2 1
1335 1 1 1 1 47 1 1
1335 2 2 1 1 44 2 1
1336 1 1 1 1 64 1 1
1336 2 2 1 1 61 2 1
1337 1 2 1 1 45 1 1
1337 2 1 1 1 44 2 1
1337 3 1 1 1 17 3 1
1337 4 2 1 1 14 3 1
1337 5 1 1 1 10 3 1
1337 6 2 1 1 8 3 1
1338 1 2 1 2 58 1 1
1338 2 1 1 2 29 3 1
1338 3 2 1 2 83 5 1
1338 4 1 1 2 56 11 1
1339 1 2 6 1 60 1 1
1339 2 1 6 1 32 3 1
1340 1 2 1 1 50 1 1
1340 2 1 1 1 55 2 1
1341 1 2 7 5 57 1 2
1341 2 1 7 5 69 2 2
1342 1 1 1 1 23 1 2
1342 2 1 1 1 23 11 2
1343 1 2 2 1 43 1 2
1343 2 2 2 1 20 3 2
1343 3 1 2 1 17 3 2
1343 4 2 2 1 8 3 2
1343 5 2 2 1 4 3 2
1344 1 2 1 1 71 1 1
1344 2 1 1 1 72 2 1
1345 1 2 1 1 52 1 2
1345 2 1 1 1 52 2 2
1346 1 1 7 5 66 1 1
1346 2 2 7 5 51 2 1
1346 3 2 7 5 17 3 1
1346 4 2 7 5 8 3 1
1347 1 1 1 1 38 1 1
1347 2 2 1 1 35 2 1
1347 3 2 1 1 8 3 1
1347 4 1 1 1 7 3 1
1348 1 2 2 1 62 1 1
1348 2 1 2 1 40 3 1
1349 1 2 1 2 55 1 2
1349 2 2 1 2 26 3 2
1349 3 1 1 2 18 3 2
1350 1 2 1 1 45 1 1
1350 2 1 1 1 44 2 1
1350 3 2 1 1 16 3 1
1350 4 1 1 1 13 3 1
1351 1 1 1 1 69 1 1
1351 2 2 1 1 65 2 1
1352 1 2 1 1 55 1 2
1352 2 2 1 1 13 3 2
1353 1 1 1 5 71 1 1
1353 2 2 1 5 66 2 1
1354 1 1 1 1 62 1 1
1354 2 2 1 1 57 2 1
1355 1 1 1 1 48 1 1
1355 2 2 1 1 45 2 1
1355 3 1 1 1 15 3 1
1356 1 1 4 1 48 1 1
1356 2 2 4 1 45 2 1
1356 3 2 4 1 11 3 1
1357 1 2 1 1 41 1 1
1357 2 1 1 1 65 2 1
1358 1 1 1 1 51 1 1
1358 2 2 1 1 48 2 1
1358 3 1 1 1 19 3 1
1358 4 2 1 1 15 3 1
1359 1 1 1 1 69 1 1
1359 2 2 6 1 56 2 1
1360 1 1 1 1 61 1 1
1360 2 2 1 1 58 2 1
1360 3 1 1 1 32 3 1
1361 1 1 1 1 47 1 2
1361 2 2 1 1 45 2 2
1361 3 2 1 1 21 3 2
1361 4 2 1 1 19 3 2
1361 5 1 1 1 16 3 2
1361 6 2 1 1 11 3 2
1362 1 2 1 1 22 1 2
1362 2 2 1 1 22 11 2
1363 1 2 2 1 36 1 2
1363 2 2 2 1 15 3 2
1363 3 2 2 1 6 3 2
1363 4 1 2 1 4 3 2
1363 5 2 2 1 3 3 2
1364 1 1 2 1 41 1 1
1364 2 2 2 1 40 2 1
1364 3 2 2 1 15 3 1
1365 1 2 2 3 37 1 2
1365 2 2 2 1 19 3 2
1366 1 2 1 3 40 1 2
1366 2 1 1 3 49 2 2
1366 3 2 1 3 20 3 2
1367 1 1 1 1 45 1 1
1367 2 2 1 1 39 2 1
1368 1 2 2 1 38 1 1
1368 2 1 2 1 45 2 1
1368 3 1 2 1 10 3 1
1368 4 1 2 1 2 3 1
1369 1 1 1 1 52 1 1
1369 2 2 1 1 47 2 1
1369 3 2 1 1 15 3 1
1369 4 1 1 1 12 3 1
1370 1 2 1 1 33 1 1
1370 2 1 1 1 37 2 1
1370 3 2 1 1 2 3 1
1371 1 1 1 1 60 1 1
1371 2 2 1 1 48 2 1
1372 1 2 1 1 47 1 1
1372 2 1 1 1 48 2 1
1373 1 1 1 2 45 1 1
1373 2 2 1 1 42 2 1
1373 3 2 1 1 20 3 1
1374 1 1 1 1 63 1 1
1374 2 2 1 1 58 2 1
1374 3 1 1 1 37 3 1
1374 4 2 1 1 30 12 1
1375 1 1 1 2 32 1 2
1375 2 1 1 2 5 3 2
1375 3 2 1 2 1 3 2
1375 4 2 1 2 36 11 2
1376 1 1 1 1 69 1 1
1376 2 2 1 1 66 2 1
1377 1 1 1 1 74 1 1
1377 2 2 1 1 74 2 1
1378 1 1 1 1 59 1 1
1378 2 1 1 1 36 3 1
1379 1 2 7 2 74 1 2
1379 2 1 7 2 79 2 2
1379 3 1 7 2 37 3 2
1380 1 1 1 1 28 1 2
1380 2 1 1 2 4 3 2
1380 3 1 1 2 3 3 2
1380 4 2 1 2 24 11 2
1381 1 2 1 1 36 1 2
1381 2 1 1 1 37 2 2
1381 3 1 1 1 4 3 2
1382 1 1 1 1 64 1 1
1382 2 2 1 1 57 2 1
1382 3 2 1 1 24 3 1
1383 1 1 1 1 54 1 1
1383 2 2 1 1 50 2 1
1384 1 1 1 1 51 1 1
1384 2 2 8 1 48 2 1
1384 3 1 1 1 23 3 1
1384 4 1 1 1 20 3 1
1385 1 1 1 1 39 1 2
1385 2 2 1 1 37 2 2
1385 3 1 1 1 19 3 2
1385 4 1 1 1 6 3 2
1385 5 1 1 1 4 3 2
1386 1 1 6 1 61 1 1
1386 2 2 6 1 60 2 1
1386 3 2 6 1 25 3 1
1386 4 1 6 1 94 5 1
1387 1 1 1 1 56 1 1
1387 2 2 1 1 51 2 1
1387 3 1 1 1 12 3 1
1388 1 1 1 1 49 1 1
1388 2 2 1 1 51 2 1
1389 1 1 1 2 29 1 1
1389 2 2 1 2 27 2 1
1389 3 1 1 2 2 3 1
1390 1 2 1 1 70 1 1
1390 2 1 1 1 71 2 1
1391 1 1 1 1 34 1 1
1391 2 2 1 1 29 2 1
1391 3 1 1 1 2 3 1
1392 1 1 1 1 61 1 1
1392 2 2 1 1 58 2 1
1393 1 2 1 1 26 1 2
1393 2 2 1 1 26 11 2
1394 1 1 1 1 49 1 1
1394 2 2 1 1 43 2 1
1394 3 1 1 1 18 3 1
1394 4 2 1 1 16 3 1
1394 5 2 1 1 12 3 1
1395 1 1 1 1 53 1 1
1395 2 2 1 1 52 2 1
1396 1 1 1 1 60 1 2
1396 2 2 1 1 50 2 2
1397 1 1 1 1 84 1 1
1397 2 1 1 1 81 11 1
1398 1 2 1 1 64 1 1
1398 2 1 1 1 69 2 1
1399 1 1 1 1 44 1 1
1399 2 2 1 1 38 2 1
1399 3 2 1 1 9 3 1
1399 4 1 1 1 3 3 1
1400 1 1 1 1 37 1 1
1400 2 2 1 1 38 2 1
1400 3 1 1 1 11 3 1
1400 4 2 1 1 5 3 1
1401 1 1 2 1 72 1 1
1401 2 2 2 1 69 2 1
1402 1 2 2 1 55 1 1
1402 2 1 2 1 54 2 1
1402 3 1 2 1 19 3 1
1403 1 2 3 1 59 1 1
1403 2 2 3 1 39 3 1
1403 3 2 3 1 17 9 1
1403 4 2 3 1 12 9 1
1404 1 1 1 2 54 1 1
1404 2 2 1 2 57 2 1
1404 3 1 1 2 21 3 1
1404 4 2 1 2 19 3 1
1405 1 2 1 1 43 1 1
1405 2 1 1 1 47 2 1
1405 3 2 1 1 18 3 1
1406 1 1 1 1 87 1 1
1406 2 2 1 1 81 2 1
1407 1 1 1 1 84 1 1
1407 2 2 1 1 78 2 1
1407 3 2 1 1 44 9 1
1407 4 1 1 1 41 9 1
1407 5 1 1 1 21 9 1
1408 1 1 1 1 48 1 2
1408 2 2 1 1 47 2 2
1408 3 2 1 1 20 3 2
1409 1 2 1 1 52 1 1
1409 2 1 1 1 53 2 1
1409 3 1 1 1 33 3 1
1410 1 2 1 1 38 1 1
1410 2 1 1 1 4 3 1
1410 3 1 1 1 38 11 1
1411 1 1 1 1 53 1 1
1411 2 1 1 1 35 11 1
1412 1 1 1 1 75 1 1
1412 2 2 1 1 72 2 1
1413 1 2 1 1 72 1 1
1413 2 1 1 1 71 11 1
1414 1 1 1 1 63 1 1
1414 2 2 1 1 63 2 1
1415 1 2 1 1 41 1 1
1415 2 1 1 1 35 2 1
1415 3 2 1 1 18 3 1
1415 4 2 1 1 13 3 1
1416 1 2 1 1 40 1 1
1416 2 2 1 1 20 3 1
1416 3 2 1 1 14 3 1
1417 1 1 1 1 52 1 1
1417 2 2 1 1 54 2 1
1417 3 2 1 1 25 3 1
1418 1 1 1 1 62 1 1
1418 2 2 1 1 63 2 1
1419 1 1 1 1 90 1 1
1419 2 2 1 1 88 2 1
1420 1 2 1 1 43 1 1
1420 2 2 1 1 3 3 1
1420 3 1 1 1 35 11 1
1421 1 1 1 1 48 1 1
1421 2 2 1 1 48 2 1
1421 3 1 1 1 21 3 1
1422 1 2 2 1 48 1 1
1422 2 2 2 1 23 3 1
1422 3 1 2 1 3 9 1
1423 1 2 1 1 51 1 1
1423 2 1 1 1 64 2 1
1423 3 2 1 1 20 3 1
1423 4 2 1 1 19 3 1
1424 1 1 7 2 65 1 1
1424 2 2 1 1 57 2 1
1425 1 1 1 1 63 1 1
1425 2 2 1 1 62 2 1
1426 1 2 1 1 51 1 1
1426 2 1 1 1 50 2 1
1427 1 1 1 1 56 1 1
1427 2 2 1 1 52 2 1
1428 1 2 1 1 64 1 1
1428 2 1 1 1 68 2 1
1429 1 1 1 1 67 1 1
1429 2 2 1 1 64 2 1
1429 3 1 1 1 21 3 1
1430 1 1 1 1 39 1 1
1430 2 2 1 1 40 2 1
1430 3 2 4 1 7 3 1
1430 4 1 4 1 3 3 1
1431 1 1 1 1 41 1 1
1431 2 2 1 1 39 2 1
1431 3 2 1 1 9 3 1
1431 4 1 1 1 6 3 1
1432 1 2 1 1 47 1 2
1432 2 1 1 1 18 3 2
1432 3 2 1 1 20 3 2
1432 4 1 2 1 10 3 2
1432 5 2 2 1 10 3 2
1433 1 1 1 1 50 1 1
1433 2 2 1 1 48 2 1
1433 3 1 1 1 20 3 1
1434 1 2 1 1 42 1 1
1434 2 1 1 1 44 2 1
1434 3 1 1 1 14 3 1
1434 4 2 1 1 12 3 1
1434 5 2 1 1 9 3 1
1434 6 1 1 1 6 3 1
1435 1 1 1 1 59 1 1
1435 2 2 1 1 57 2 1
1436 1 1 1 1 54 1 1
1436 2 2 1 1 54 2 1
1436 3 2 1 1 25 3 1
1437 1 1 1 1 59 1 1
1437 2 2 1 1 64 2 1
1438 1 1 1 1 38 1 1
1438 2 2 1 1 39 2 1
1438 3 1 1 1 13 3 1
1438 4 2 1 1 9 3 1
1439 1 1 1 1 41 1 1
1439 2 2 1 1 42 2 1
1439 3 1 1 1 12 3 1
1440 1 2 1 1 30 1 1
1440 2 1 1 1 32 2 1
1440 3 2 1 1 7 3 1
1440 4 2 1 1 7 3 1
1440 5 2 1 1 1 3 1
1441 1 1 1 1 53 1 1
1441 2 2 1 1 55 2 1
1442 1 1 1 1 80 1 1
1442 2 2 1 1 79 2 1
1443 1 2 2 1 57 1 1
1443 2 1 2 1 56 2 1
1444 1 2 1 1 49 1 1
1444 2 1 1 1 60 11 1
1445 1 1 1 1 54 1 1
1445 2 2 1 1 18 3 1
1445 3 2 1 1 58 7 1
1445 4 1 1 1 20 11 1
1446 1 2 1 1 28 1 1
1446 2 1 1 1 30 11 1
1447 1 1 1 1 31 1 2
1447 2 2 1 1 32 2 2
1448 1 1 7 2 23 1 1
1448 2 2 7 2 23 2 1
1448 3 1 7 2 7 3 1
1448 4 1 7 2 36 7 1
1449 1 2 1 1 39 1 1
1449 2 1 1 1 41 2 1
1449 3 1 1 1 10 3 1
1449 4 2 1 1 7 3 1
1450 1 1 1 1 22 1 2
1450 2 2 1 1 20 2 2
1450 3 2 1 1 1 3 2
1450 4 1 1 1 4 3 2
1451 1 2 1 1 46 1 1
1451 2 1 1 1 54 2 1
1452 1 2 8 1 35 1 1
1452 2 1 8 1 16 3 1
1452 3 2 8 1 15 3 1
1452 4 1 8 1 14 3 1
1453 1 1 4 1 65 1 1
1453 2 2 4 1 63 2 1
1454 1 2 1 1 66 1 1
1454 2 1 1 1 62 7 1
1455 1 1 1 1 41 1 1
1455 2 2 1 1 15 3 1
1456 1 1 1 1 69 1 1
1456 2 2 1 1 71 2 1
1457 1 2 1 1 57 1 2
1457 2 1 1 1 32 3 2
1457 3 1 1 1 26 3 2
1458 1 1 1 1 72 1 1
1458 2 2 1 1 73 2 1
1459 1 1 1 1 55 1 1
1459 2 2 1 1 54 2 1
1459 3 1 1 1 18 3 1
1459 4 2 1 1 15 10 1
1460 1 2 1 1 75 1 1
1460 2 1 1 1 74 2 1
1461 1 2 1 1 67 1 1
1461 2 1 1 4 66 2 1
1462 1 1 1 1 71 1 1
1462 2 2 1 1 71 2 1
1463 1 2 1 1 73 1 1
1463 2 1 1 1 82 2 1
1464 1 1 3 1 66 1 2
1464 2 2 3 1 63 2 2
1465 1 2 3 1 59 1 1
1465 2 1 1 1 66 2 1
1466 1 1 1 1 48 1 1
1466 2 2 1 1 44 2 1
1466 3 1 1 1 21 3 1
1467 1 1 1 1 57 1 1
1467 2 2 1 1 57 2 1
1467 3 1 1 1 33 3 1
1467 4 1 1 1 31 3 1
1468 1 2 2 1 34 1 2
1468 2 1 2 1 16 3 2
