"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
588 3 1 2 1 13 8 2 2 2 NA 78
589 2 2 NA 1 69 2 1 1 NA 1 70
590 2 2 2 1 20 3 2 2 NA 1 38
591 2 1 2 1 52 7 NA 2 2 1 27
591 3 1 NA 1 8 8 NA 2 2 1 27
592 2 1 1 1 9 2 1 2 1 1 25
593 2 1 1 1 56 2 1 2 1 1 54
594 2 2 NA 1 17 3 2 2 1 1 36
594 3 1 1 1 13 3 2 2 1 1 36
594 4 2 1 1 12 3 2 2 1 1 36
595 2 1 1 1 29 7 NA 2 1 NA 36
596 2 2 1 1 57 2 1 1 7 1 56
597 2 1 1 1 32 12 1 2 1 1 31
598 2 1 1 NA 61 7 NA 2 1 1 83
599 2 2 6 1 28 2 1 1 NA 1 35
599 3 1 6 NA 3 3 1 1 NA 1 35
600 2 1 1 NA 26 3 1 1 1 1 64
601 2 1 1 1 66 2 NA 2 1 1 63
601 3 2 1 1 41 3 NA 2 1 1 63
602 2 2 1 1 76 2 2 1 1 1 81
603 2 1 1 1 17 3 NA 2 1 1 37
603 3 2 1 1 36 12 NA 2 1 1 37
604 2 1 1 NA 60 3 NA 2 1 1 80
605 2 1 2 1 56 2 1 2 2 1 58
606 2 2 8 2 78 2 1 1 NA NA 88
607 2 2 1 NA 23 2 1 1 1 NA 30
608 2 2 1 NA 43 2 1 1 1 NA 38
608 3 1 1 1 7 3 1 1 1 NA 38
609 2 1 2 NA 21 3 NA 2 2 NA 36
609 3 2 2 1 17 3 NA 2 2 NA 36
609 4 2 2 NA 15 3 NA 2 2 NA 36
610 2 1 1 1 34 7 1 2 1 NA 48
611 2 1 NA NA 29 12 2 2 1 NA 27
612 2 2 1 1 31 12 2 1 1 1 28
613 2 2 NA 1 17 5 2 1 8 2 52
613 3 1 NA 5 44 12 2 1 8 2 52
614 2 1 1 1 44 10 1 2 1 1 28
614 3 1 NA 1 93 5 1 2 1 1 28
615 2 1 7 2 22 6 2 2 NA NA 24
616 2 2 1 1 55 2 1 1 1 1 63
616 3 1 1 1 27 3 1 1 1 1 63
616 4 2 1 1 24 3 1 1 1 1 63
617 2 1 1 2 15 3 2 2 1 1 32
617 3 1 1 2 14 3 2 2 1 1 32
617 4 1 1 2 11 3 2 2 1 1 32
617 5 1 1 2 3 3 2 2 1 1 32
618 2 2 1 1 31 3 1 2 1 1 61
618 3 2 1 NA 13 8 1 2 1 1 61
618 4 1 1 NA 2 8 1 2 1 1 61
619 2 1 NA 1 43 2 1 2 NA 1 43
619 3 2 NA NA 9 3 1 2 NA 1 43
620 2 2 1 NA 53 2 NA 1 1 1 52
620 3 2 1 1 13 3 NA 1 1 1 52
621 2 1 NA 1 42 2 1 2 2 1 41
621 3 2 NA 1 18 3 1 2 2 1 41
621 4 1 NA 1 11 3 1 2 2 1 41
622 2 2 3 1 45 2 1 1 NA 1 49
623 2 1 1 1 45 3 1 2 1 NA 75
624 2 1 NA 2 2 3 2 1 1 2 25
624 3 2 NA 2 2 3 2 1 1 2 25
624 4 2 1 2 24 12 2 1 1 2 25
625 2 2 4 1 44 2 1 1 4 1 45
625 3 2 NA 1 10 3 1 1 4 1 45
625 4 2 4 1 6 3 1 1 4 1 45
625 5 2 4 1 68 7 1 1 4 1 45
625 6 1 4 1 67 7 1 1 4 1 45
626 2 1 NA NA 11 9 1 1 1 NA 68
627 2 1 NA 1 19 3 NA 2 2 1 53
628 2 2 NA 1 61 2 1 1 1 1 64
629 2 2 2 1 54 5 1 1 2 1 34
630 2 2 1 1 78 2 1 1 1 1 81
631 2 2 7 1 96 7 NA 1 NA 1 39
631 3 2 NA 1 68 12 NA 1 NA 1 39
631 4 2 7 1 19 9 NA 1 NA 1 39
631 5 2 7 1 25 5 NA 1 NA 1 39
632 2 2 1 1 75 12 NA 2 1 1 76
633 2 1 1 1 3 3 2 2 1 NA 29
633 3 2 1 1 1 3 2 2 1 NA 29
633 4 1 NA 1 27 12 2 2 1 NA 29
634 2 2 1 5 69 2 1 1 NA 2 70
634 3 2 1 5 88 9 1 1 NA 2 70
635 2 2 1 1 40 2 1 1 1 1 46
635 3 2 NA 1 18 3 1 1 1 1 46
636 2 2 1 1 45 2 1 1 1 1 53
636 3 2 1 1 23 3 1 1 1 1 53
637 2 2 NA 1 8 3 2 2 NA 1 30
637 3 1 2 1 6 3 2 2 NA 1 30
638 2 2 1 1 25 2 NA 1 1 1 23
639 2 2 1 1 76 2 1 1 1 1 87
640 2 2 3 1 80 4 2 2 1 NA 60
641 2 2 1 NA 61 2 1 1 1 NA 62
642 2 2 NA 1 49 3 1 2 1 1 85
642 3 1 1 1 17 8 1 2 1 1 85
642 4 1 1 1 52 10 1 2 1 1 85
643 2 1 1 1 69 2 1 2 NA 1 56
644 2 2 1 1 15 4 1 1 NA 1 22
645 2 2 1 1 15 3 1 1 NA 1 48
645 3 2 1 1 12 3 1 1 NA 1 48
645 4 2 NA 1 77 9 1 1 NA 1 48
646 2 1 NA 1 78 2 1 2 1 1 77
647 2 2 NA 1 28 3 1 2 2 1 55
647 3 2 2 1 28 3 1 2 2 1 55
647 4 1 2 1 8 8 1 2 2 1 55
647 5 1 2 1 4 8 1 2 2 1 55
647 6 1 2 1 1 8 1 2 2 1 55
648 2 2 1 1 18 3 1 1 1 1 54
649 2 1 1 1 59 2 NA 2 1 1 62
650 2 1 1 1 71 2 1 2 NA 1 71
651 2 2 1 1 38 2 1 1 NA NA 46
651 3 1 NA 1 2 3 1 1 NA NA 46
652 2 1 1 1 32 6 1 1 1 1 80
652 3 1 NA 1 59 2 1 1 1 1 80
653 2 1 NA 1 3 7 2 2 1 1 50
653 3 1 1 1 52 3 2 2 1 1 50
653 4 1 1 1 86 9 2 2 1 1 50
653 5 2 1 1 10 7 2 2 1 1 50
653 6 1 1 2 35 12 2 2 1 1 50
654 2 1 1 1 54 2 1 2 1 1 54
655 2 2 NA 2 40 2 2 1 1 2 46
655 3 2 1 2 15 3 2 1 1 2 46
655 4 1 1 2 7 3 2 1 1 2 46
655 5 2 1 2 5 3 2 1 1 2 46
656 2 2 6 NA 19 4 2 2 9 NA 44
657 2 1 2 1 27 3 2 2 2 NA 42
657 3 1 2 NA 17 3 2 2 2 NA 42
658 2 1 NA 1 68 7 1 2 1 1 47
658 3 2 1 1 47 5 1 2 1 1 47
658 4 1 1 1 6 8 1 2 1 1 47
659 2 1 8 5 92 4 2 1 7 5 37
659 3 2 7 5 67 9 2 1 7 5 37
660 2 2 1 1 59 2 1 1 1 1 61
661 2 2 1 1 70 2 1 1 NA 1 76
661 3 2 1 1 52 4 1 1 NA 1 76
662 2 1 7 NA 17 3 1 2 7 5 46
663 2 1 1 1 88 8 2 2 1 1 71
664 2 1 1 NA 25 2 1 2 NA 1 26
664 3 1 1 2 8 3 1 2 NA 1 26
664 4 1 1 NA 5 3 1 2 NA 1 26
665 2 2 NA 1 62 2 1 1 1 1 65
666 2 2 NA 1 43 2 1 1 8 1 41
666 3 1 8 2 8 4 1 1 8 1 41
666 4 2 8 1 7 4 1 1 8 1 41
666 5 2 8 1 5 4 1 1 8 1 41
667 2 1 1 1 43 12 1 2 1 1 44
668 2 1 1 1 65 2 NA 2 1 1 63
669 2 1 2 1 30 3 1 2 2 1 62
670 2 2 1 NA 46 2 1 1 1 NA 45
670 3 2 1 1 18 3 1 1 1 NA 45
670 4 2 1 NA 16 3 1 1 1 NA 45
671 2 1 1 NA 50 2 1 1 1 1 24
672 2 2 1 1 45 8 1 2 NA 1 27
673 2 1 1 NA 24 9 1 2 NA 1 35
674 2 2 1 1 54 2 NA 1 1 NA 56
675 2 1 1 NA 50 2 1 2 1 NA 56
675 3 1 1 NA 25 3 1 2 1 NA 56
676 2 1 1 1 31 2 1 2 1 NA 28
676 3 1 1 1 7 3 1 2 1 NA 28
676 4 1 1 1 6 3 1 2 1 NA 28
676 5 1 1 1 5 3 1 2 1 NA 28
676 6 1 NA 1 1 3 1 2 1 NA 28
677 2 2 NA 4 28 5 2 1 1 4 28
677 3 2 1 4 1 12 2 1 1 4 28
678 2 1 2 1 89 2 NA 2 2 1 80
679 2 2 1 1 54 2 1 1 1 1 57
680 2 2 1 1 13 3 NA 1 1 NA 39
680 3 1 1 1 10 3 NA 1 1 NA 39
680 4 2 2 1 35 12 NA 1 1 NA 39
681 2 2 1 NA 54 2 1 1 1 1 56
682 2 2 1 1 49 2 1 1 NA 1 51
683 2 1 NA 1 85 7 1 1 NA 1 49
683 3 2 NA 1 82 7 1 1 NA 1 49
684 2 2 NA 1 72 2 1 1 1 1 81
685 2 2 1 NA 58 2 NA 1 NA 2 54
685 3 1 1 1 21 8 NA 1 NA 2 54
685 4 2 NA 1 13 8 NA 1 NA 2 54
686 2 1 1 NA 68 5 1 2 1 1 66
687 2 2 NA 1 44 2 1 1 1 1 43
687 3 2 1 1 13 4 1 1 1 1 43
688 2 2 1 1 24 2 2 1 NA NA 29
688 3 2 1 1 1 3 2 1 NA NA 29
689 2 2 1 1 43 12 1 1 1 NA 58
690 2 2 1 NA 74 2 1 1 1 1 73
691 2 1 1 NA 43 12 2 1 NA 1 34
691 3 1 1 1 43 12 2 1 NA 1 34
691 4 1 2 1 36 12 2 1 NA 1 34
692 2 2 NA 1 60 2 1 1 1 NA 61
693 2 2 1 NA 52 2 2 1 1 1 58
693 3 2 NA 1 29 3 2 1 1 1 58
694 2 2 1 1 75 2 NA 1 1 1 81
695 2 2 1 1 21 2 NA 1 1 1 25
695 3 1 1 NA 1 3 NA 1 1 1 25
696 2 2 2 1 9 3 1 2 2 1 35
696 3 1 2 1 4 3 1 2 2 1 35
696 4 2 2 1 54 7 1 2 2 1 35
696 5 1 2 1 37 12 1 2 2 1 35
697 2 2 1 1 70 2 1 1 1 1 77
697 3 1 1 1 47 3 1 1 1 1 77
698 2 1 1 1 67 2 1 2 NA 1 65
699 2 1 NA 1 9 11 1 2 1 NA 61
699 3 2 1 NA 51 8 1 2 1 NA 61
700 2 2 8 1 59 11 2 2 9 1 56
700 3 2 8 NA 35 11 2 2 9 1 56
701 2 2 1 1 71 12 NA 1 1 1 68
702 2 1 1 1 46 2 1 2 1 1 52
703 2 2 NA NA 63 2 1 1 1 1 64
703 3 1 1 1 27 3 1 1 1 1 64
704 2 1 1 1 56 2 1 2 NA 1 66
704 3 1 1 NA 29 8 1 2 NA 1 66
705 2 2 NA 1 82 8 NA 1 1 NA 34
706 2 2 NA 2 38 2 1 1 1 1 34
706 3 1 NA 2 4 3 1 1 1 1 34
706 4 2 1 2 2 3 1 1 1 1 34
707 2 1 1 1 15 9 NA 2 1 1 49
708 2 1 5 NA 12 3 NA 1 NA 1 42
709 2 2 NA 1 72 3 2 2 NA 1 29
710 2 1 NA 1 56 2 1 2 1 1 48
710 3 1 1 1 12 3 1 2 1 1 48
711 2 2 1 1 51 12 1 1 1 NA 67
711 3 1 1 1 20 13 1 1 1 NA 67
712 2 2 1 1 95 3 1 2 1 1 34
712 3 1 NA NA 34 7 1 2 1 1 34
713 2 1 NA 2 30 3 NA 2 1 2 54
714 2 1 1 1 42 2 2 2 NA NA 40
714 3 1 1 1 7 3 2 2 NA NA 40
714 4 1 NA 1 5 3 2 2 NA NA 40
715 2 1 1 NA 46 3 1 2 1 1 76
715 3 2 1 1 17 8 1 2 1 1 76
715 4 2 1 NA 12 8 1 2 1 1 76
716 2 2 NA 1 14 3 2 2 1 1 47
717 2 2 1 NA 45 2 NA 1 NA 2 48
717 3 1 NA 2 17 3 NA 1 NA 2 48
718 2 1 1 1 61 2 1 2 1 1 57
719 2 2 1 2 32 12 NA 1 NA 2 36
720 2 1 1 NA 69 2 1 2 1 5 52
721 2 1 1 1 19 3 1 2 1 NA 56
722 2 1 1 1 10 8 1 1 1 NA 57
722 3 1 1 1 9 8 1 1 1 NA 57
722 4 2 1 1 59 12 1 1 1 NA 57
723 2 1 1 NA 16 3 1 1 1 1 44
723 3 2 NA 1 35 12 1 1 1 1 44
724 2 1 1 NA 39 2 1 2 1 1 31
724 3 2 1 1 2 3 1 2 1 1 31
725 2 1 1 1 25 12 2 1 NA 1 25
726 2 1 NA 1 24 6 1 1 NA 1 85
727 2 2 1 1 31 8 1 2 NA 1 38
728 2 2 1 1 47 2 1 1 1 1 44
728 3 1 1 NA 16 3 1 1 1 1 44
729 2 1 8 1 75 12 1 1 1 5 36
729 3 2 8 1 30 13 1 1 1 5 36
729 4 1 8 1 74 6 1 1 1 5 36
730 2 1 1 2 18 3 1 1 1 2 45
730 3 2 1 NA 16 3 1 1 1 2 45
730 4 1 1 NA 95 7 1 1 1 2 45
731 2 2 1 2 50 2 1 1 NA 2 57
731 3 1 1 NA 21 3 1 1 NA 2 57
731 4 2 NA 2 20 3 1 1 NA 2 57
731 5 1 NA 2 12 3 1 1 NA 2 57
732 2 2 1 1 43 2 1 1 1 1 41
732 3 1 1 1 3 3 1 1 1 1 41
732 4 2 1 NA 1 3 1 1 1 1 41
733 2 2 1 NA 21 12 2 2 1 1 21
734 2 1 NA 1 41 3 NA 1 1 NA 66
735 2 2 1 1 47 2 1 1 1 1 46
735 3 1 1 1 21 3 1 1 1 1 46
735 4 1 1 1 15 3 1 1 1 1 46
736 2 2 NA 1 55 7 NA 1 1 1 82
737 2 2 1 NA 43 2 1 1 8 1 47
737 3 1 9 1 7 3 1 1 8 1 47
737 4 2 9 1 5 3 1 1 8 1 47
738 2 1 1 1 76 2 1 2 1 NA 76
739 2 2 NA NA 51 2 1 1 1 5 50
739 3 2 1 5 26 3 1 1 1 5 50
739 4 2 1 5 19 3 1 1 1 5 50
740 2 2 1 1 30 2 1 1 1 1 41
740 3 1 NA 1 4 3 1 1 1 1 41
741 2 2 1 1 65 2 1 1 NA 1 75
741 3 2 1 1 26 3 1 1 NA 1 75
741 4 2 1 1 91 9 1 1 NA 1 75
742 2 1 1 1 53 12 2 2 NA 1 37
743 2 2 1 1 83 5 1 2 1 NA 29
744 2 2 1 1 76 2 1 1 1 1 77
745 2 2 NA 1 73 11 2 1 1 1 58
746 2 2 1 1 75 2 1 1 NA 1 74
747 2 2 6 1 33 2 1 1 1 1 36
747 3 2 8 1 1 3 1 1 1 1 36
748 2 2 1 NA 72 2 1 1 1 1 87
749 2 2 1 1 54 2 1 1 NA 1 67
750 2 2 2 1 36 2 2 1 2 1 40
750 3 2 2 1 6 3 2 1 2 1 40
750 4 2 2 NA 16 5 2 1 2 1 40
751 2 1 1 1 87 4 1 2 NA 1 19
751 3 2 1 NA 20 9 1 2 NA 1 19
751 4 2 1 1 39 8 1 2 NA 1 19
752 2 1 2 1 36 2 2 2 2 1 32
753 2 2 1 NA 37 2 1 1 1 NA 40
753 3 2 1 1 9 3 1 1 1 NA 40
753 4 2 1 1 6 3 1 1 1 NA 40
754 2 2 1 1 57 2 1 1 NA 1 60
755 2 1 2 1 40 3 NA 2 NA 1 67
756 2 2 NA NA 32 8 1 1 NA 1 39
757 2 2 1 1 9 2 2 2 1 1 26
758 2 2 6 1 23 2 NA 1 6 1 27
759 2 1 NA NA 26 2 1 1 1 1 88
759 3 1 1 2 73 8 1 1 1 1 88
759 4 2 1 2 19 11 1 1 1 1 88
759 5 2 1 2 41 8 1 1 1 1 88
760 2 1 NA NA 34 2 1 2 2 1 33
760 3 1 2 NA 10 3 1 2 2 1 33
760 4 1 2 1 8 3 1 2 2 1 33
760 5 1 2 NA 4 3 1 2 2 1 33
761 2 2 2 1 22 3 1 2 2 1 45
761 3 1 2 1 20 3 1 2 2 1 45
762 2 2 1 1 23 2 2 1 1 1 26
762 3 2 NA 1 4 3 2 1 1 1 26
762 4 2 1 1 1 3 2 1 1 1 26
763 2 2 1 1 42 2 1 1 7 1 43
763 3 2 1 1 14 3 1 1 7 1 43
764 2 1 1 1 51 7 1 2 1 NA 52
765 2 2 1 1 5 6 NA 2 1 1 65
766 2 2 1 1 52 2 1 1 1 1 53
766 3 1 1 1 26 3 1 1 1 1 53
767 2 1 1 1 5 3 1 2 1 1 49
767 3 1 1 1 69 3 1 2 1 1 49
767 4 1 1 1 70 13 1 2 1 1 49
768 2 2 1 1 72 2 NA 1 1 NA 73
769 2 2 1 1 80 2 1 1 1 1 81
770 2 1 1 1 53 6 NA 1 1 1 58
771 2 1 1 1 30 6 1 1 NA 1 26
771 3 1 NA 1 28 6 1 1 NA 1 26
772 2 2 1 1 47 2 NA 1 1 NA 47
772 3 2 1 NA 18 3 NA 1 1 NA 47
772 4 2 1 1 16 3 NA 1 1 NA 47
772 5 2 1 1 8 3 NA 1 1 NA 47
772 6 1 1 1 7 3 NA 1 1 NA 47
773 2 2 1 1 78 2 1 1 1 NA 79
773 3 1 1 NA 76 11 1 1 1 NA 79
774 2 2 1 1 42 2 1 1 1 1 40
774 3 2 1 1 8 3 1 1 1 1 40
774 4 1 1 1 6 3 1 1 1 1 40
775 2 1 1 1 56 6 2 2 1 1 76
776 2 2 1 NA 65 2 2 1 1 NA 81
776 3 2 NA 1 61 11 2 1 1 NA 81
777 2 1 1 1 46 2 1 2 1 1 47
778 2 2 9 5 47 2 NA 1 1 1 46
779 2 2 1 NA 36 2 1 1 1 NA 52
779 3 1 NA 1 5 3 1 1 1 NA 52
780 2 1 1 1 47 3 NA 1 1 1 28
781 2 1 1 1 10 3 2 1 1 1 36
781 3 1 1 1 8 3 2 1 1 1 36
782 2 2 1 2 53 2 1 1 1 NA 61
783 2 1 2 NA 46 7 2 2 NA NA 67
784 2 1 NA 1 35 2 1 2 1 NA 33
784 3 1 1 NA 12 3 1 2 1 NA 33
784 4 1 1 1 11 3 1 2 1 NA 33
784 5 2 NA 1 8 3 1 2 1 NA 33
785 2 2 1 1 83 2 1 1 1 1 88
786 2 2 1 1 38 11 NA 2 1 1 56
786 3 2 NA 1 9 9 NA 2 1 1 56
787 2 2 NA 1 43 2 1 1 2 NA 56
787 3 2 2 1 5 3 1 1 2 NA 56
787 4 2 2 1 2 3 1 1 2 NA 56
788 2 2 1 NA 52 2 NA 1 1 1 61
789 2 2 NA 5 53 2 1 1 7 NA 56
789 3 2 7 2 22 3 1 1 7 NA 56
790 2 2 NA 1 7 8 1 1 1 1 42
790 3 2 1 1 78 7 1 1 1 1 42
790 4 2 1 1 56 11 1 1 1 1 42
790 5 2 1 1 38 8 1 1 1 1 42
791 2 2 1 1 62 2 1 1 1 1 62
792 2 2 1 1 24 12 2 2 1 1 26
792 3 2 NA NA 23 12 2 2 1 1 26
793 2 2 1 1 21 3 2 2 1 1 40
793 3 1 1 1 12 3 2 2 1 1 40
793 4 2 1 NA 2 8 2 2 1 1 40
794 2 2 1 1 56 7 NA 1 1 1 38
795 2 2 1 NA 49 5 1 2 1 1 35
796 2 1 NA 1 49 4 1 1 1 1 36
796 3 1 1 2 50 5 1 1 1 1 36
797 2 1 NA 1 23 3 1 2 NA 1 54
798 2 2 1 1 83 2 1 1 NA NA 84
799 2 1 2 1 21 13 2 1 2 NA 35
800 2 2 1 2 12 3 2 2 1 2 38
800 3 1 1 2 6 3 2 2 1 2 38
800 4 1 1 2 50 12 2 2 1 2 38
801 2 1 9 1 42 12 1 2 9 NA 52
801 3 2 NA 1 23 7 1 2 9 NA 52
801 4 1 8 1 15 11 1 2 9 NA 52
801 5 1 8 1 7 8 1 2 9 NA 52
802 2 2 NA NA 63 2 1 1 1 1 63
803 2 1 1 1 77 2 1 2 1 1 74
804 2 2 1 3 26 2 2 1 NA 3 28
805 2 1 1 NA 66 12 1 2 1 1 59
806 2 1 NA 1 59 2 NA 2 NA 1 62
807 2 2 1 1 62 2 1 1 1 NA 52
808 2 1 1 1 56 2 1 2 1 1 58
809 2 1 NA 5 26 3 1 1 1 NA 61
809 3 1 1 5 24 3 1 1 1 NA 61
809 4 1 NA 5 45 13 1 1 1 NA 61
809 5 2 1 5 22 13 1 1 1 NA 61
809 6 2 1 5 20 13 1 1 1 NA 61
810 2 2 1 NA 35 2 1 1 NA 1 41
810 3 2 1 1 7 3 1 1 NA 1 41
810 4 2 1 NA 4 3 1 1 NA 1 41
811 2 2 1 1 95 2 NA 1 1 1 89
812 2 1 1 NA 96 5 1 1 NA NA 80
812 3 2 8 1 79 11 1 1 NA NA 80
813 2 2 2 1 19 3 2 2 2 1 58
814 2 2 1 1 36 2 1 1 1 1 44
814 3 1 1 1 1 3 1 1 1 1 44
815 2 2 1 1 47 2 1 1 NA 1 59
816 2 2 1 NA 45 8 1 2 1 1 68
817 2 2 NA 1 57 2 1 1 1 NA 61
818 2 2 NA 1 27 3 2 2 1 1 47
818 3 2 8 1 5 8 2 2 1 1 47
818 4 1 8 1 26 10 2 2 1 1 47
819 2 1 1 3 9 3 2 2 1 3 31
819 3 2 1 3 6 3 2 2 1 3 31
820 2 1 7 2 56 8 NA 1 1 1 70
820 3 2 8 2 53 5 NA 1 1 1 70
821 2 2 1 1 88 3 2 1 1 NA 50
822 2 2 NA 1 34 2 1 1 1 1 36
823 2 1 6 1 56 10 NA 1 1 1 67
823 3 2 8 1 66 5 NA 1 1 1 67
824 2 2 1 1 61 2 1 1 1 1 55
825 2 2 1 1 36 12 1 2 NA NA 37
826 2 2 6 1 62 8 1 1 6 1 57
826 3 1 6 1 13 13 1 1 6 1 57
827 2 1 NA 1 52 2 NA 2 1 1 50
828 2 2 1 1 66 2 1 1 1 1 68
829 2 1 NA NA 68 2 1 2 2 1 57
830 2 1 1 NA 61 2 1 2 1 NA 58
831 2 1 NA 1 43 2 1 2 1 1 46
831 3 1 1 NA 8 3 1 2 1 1 46
831 4 2 1 1 7 3 1 2 1 1 46
831 5 2 1 1 75 7 1 2 1 1 46
832 2 1 1 1 67 2 NA 2 1 1 64
833 2 2 1 1 42 2 1 1 1 1 50
833 3 2 1 1 10 3 1 1 1 1 50
833 4 2 1 1 8 3 1 1 1 1 50
833 5 1 1 1 6 3 1 1 1 1 50
834 2 2 1 1 57 2 1 1 1 1 60
835 2 2 NA 1 48 2 NA 1 NA 1 47
835 3 2 1 1 16 3 NA 1 NA 1 47
835 4 2 NA 1 12 3 NA 1 NA 1 47
836 2 2 8 1 48 2 2 1 7 1 49
837 2 2 1 1 54 2 NA 1 1 4 53
838 2 2 1 1 62 2 NA 1 1 1 63
839 2 2 2 1 29 8 2 2 2 1 66
839 3 1 2 NA 25 8 2 2 2 1 66
839 4 2 2 NA 20 8 2 2 2 1 66
840 2 2 1 4 73 2 2 1 NA 4 77
841 2 2 6 1 43 2 1 1 6 1 47
841 3 2 6 1 7 3 1 1 6 1 47
842 2 2 1 2 18 7 NA 2 1 1 43
843 2 2 1 1 86 4 1 2 1 NA 71
844 2 2 8 2 11 3 NA 2 NA 2 31
844 3 1 8 NA 7 3 NA 2 NA 2 31
844 4 1 8 2 6 3 NA 2 NA 2 31
844 5 2 8 NA 4 3 NA 2 NA 2 31
844 6 2 8 2 1 3 NA 2 NA 2 31
845 2 1 1 1 79 2 1 2 1 1 73
846 2 1 1 1 70 7 1 2 1 1 81
847 2 2 1 1 44 2 NA 1 6 1 49
847 3 1 8 NA 11 3 NA 1 6 1 49
847 4 1 8 1 7 3 NA 1 6 1 49
848 2 1 NA 1 6 3 NA 2 2 1 26
849 2 1 1 1 17 3 1 1 1 1 65
850 2 1 1 1 75 2 1 2 1 1 69
851 2 2 1 NA 64 2 1 1 NA NA 64
852 2 2 NA NA 30 2 1 1 1 NA 31
852 3 1 1 1 1 3 1 1 1 NA 31
853 2 1 1 4 83 2 NA 2 1 4 78
854 2 2 1 2 62 2 1 1 1 2 58
854 3 1 1 NA 33 3 1 1 1 2 58
854 4 2 1 2 32 10 1 1 1 2 58
855 2 1 1 1 55 11 1 2 1 1 91
855 3 2 1 1 48 7 1 2 1 1 91
855 4 2 NA 1 42 10 1 2 1 1 91
856 2 1 1 1 50 2 1 2 1 1 49
856 3 1 1 1 17 3 1 2 1 1 49
856 4 1 1 1 14 3 1 2 1 1 49
857 2 1 2 3 16 8 NA 1 2 1 23
857 3 1 2 NA 9 10 NA 1 2 1 23
858 2 2 1 1 69 2 1 1 1 1 68
858 3 1 1 1 34 3 1 1 1 1 68
859 2 2 3 NA 86 4 NA 1 NA 1 63
860 2 1 1 1 21 12 2 1 NA 1 21
860 3 1 1 1 21 12 2 1 NA 1 21
860 4 1 1 1 21 12 2 1 NA 1 21
861 2 1 NA 1 24 3 NA 1 2 1 51
861 3 2 2 1 79 7 NA 1 2 1 51
861 4 1 2 NA 53 11 NA 1 2 1 51
862 2 2 1 NA 28 12 2 2 NA NA 29
863 2 1 NA NA 88 8 1 2 1 1 79
863 3 1 1 NA 50 2 1 2 1 1 79
864 2 2 1 1 49 6 NA 2 1 1 57
864 3 1 NA NA 12 11 NA 2 1 1 57
865 2 2 NA 1 58 2 1 1 1 1 64
866 2 2 NA NA 22 2 NA 1 NA 1 21
866 3 2 1 1 1 3 NA 1 NA 1 21
866 4 2 NA NA 41 9 NA 1 NA 1 21
866 5 2 1 1 14 11 NA 1 NA 1 21
867 2 2 1 1 65 2 2 1 7 2 70
868 2 2 NA 1 39 2 2 1 6 1 44
868 3 1 6 1 8 3 2 1 6 1 44
869 2 2 1 1 63 2 1 1 1 1 68
870 2 1 1 1 45 7 2 2 NA 1 77
870 3 1 1 1 14 12 2 2 NA 1 77
870 4 1 NA 1 8 12 2 2 NA 1 77
870 5 1 NA 1 47 10 2 2 NA 1 77
871 2 1 7 2 42 3 NA 1 7 2 65
871 3 1 NA 2 19 5 NA 1 7 2 65
871 4 1 NA 2 18 5 NA 1 7 2 65
871 5 2 7 2 55 12 NA 1 7 2 65
872 2 1 2 NA 17 3 2 2 2 1 41
872 3 1 2 NA 15 3 2 2 2 1 41
873 2 2 2 1 67 2 NA 1 NA 1 71
874 2 2 1 1 56 2 1 1 NA 1 59
874 3 1 1 1 19 11 1 1 NA 1 59
874 4 1 1 1 18 11 1 1 NA 1 59
875 2 2 1 1 62 2 1 1 1 NA 60
875 3 1 1 1 12 8 1 1 1 NA 60
875 4 1 1 1 6 8 1 1 1 NA 60
876 2 1 2 1 35 3 NA 2 8 NA 57
876 3 2 2 1 64 8 NA 2 8 NA 57
876 4 1 2 1 78 10 NA 2 8 NA 57
877 2 2 NA 1 43 2 1 1 NA NA 42
877 3 1 1 1 16 3 1 1 NA NA 42
877 4 2 1 NA 12 3 1 1 NA NA 42
877 5 2 1 1 9 3 1 1 NA NA 42
878 2 2 1 1 67 8 1 1 1 1 50
878 3 2 1 1 77 5 1 1 1 1 50
879 2 2 1 NA 72 2 NA 1 NA NA 68
880 2 2 1 NA 57 2 1 1 1 1 88
881 2 1 1 NA 42 2 2 2 1 5 47
881 3 2 1 1 12 3 2 2 1 5 47
882 2 2 1 1 44 2 1 1 NA 1 42
882 3 2 1 1 19 3 1 1 NA 1 42
882 4 1 NA 1 11 3 1 1 NA 1 42
882 5 2 1 1 17 5 1 1 NA 1 42
883 2 2 NA 1 32 2 1 1 1 1 31
883 3 1 1 1 1 3 1 1 1 1 31
884 2 2 1 1 51 2 1 1 1 1 56
884 3 2 1 NA 13 3 1 1 1 1 56
884 4 2 NA 1 11 3 1 1 1 1 56
885 2 1 1 1 54 3 2 2 1 1 74
886 2 1 1 1 74 5 1 2 NA 1 59
887 2 2 1 1 19 2 2 1 1 NA 71
888 2 1 1 5 71 7 NA 1 1 NA 92
889 2 2 1 NA 34 2 1 1 1 1 37
889 3 2 NA 1 35 12 1 1 1 1 37
889 4 2 NA 1 35 12 1 1 1 1 37
889 5 2 1 1 26 12 1 1 1 1 37
890 2 2 1 1 86 2 NA 1 NA 1 82
890 3 1 1 NA 54 3 NA 1 NA 1 82
890 4 1 1 1 45 3 NA 1 NA 1 82
891 2 1 NA 1 28 3 1 1 1 1 56
891 3 1 1 1 26 3 1 1 1 1 56
