"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner"
2248 1 2 1 1 32 1 1
2248 2 1 1 1 41 12 1
2248 3 1 1 1 18 12 1
2249 1 1 7 2 38 1 1
2249 2 2 7 2 38 2 1
2249 3 1 7 2 18 3 1
2249 4 1 7 2 11 3 1
2249 5 1 7 2 7 3 1
2250 1 1 1 1 79 1 1
2250 2 2 1 1 60 11 1
2251 1 2 1 1 65 1 1
2251 2 1 1 1 63 2 1
2251 3 1 1 1 35 3 1
2252 1 1 1 1 74 1 1
2252 2 2 1 1 78 2 1
2253 1 1 8 1 59 1 1
2253 2 2 1 1 57 2 1
2253 3 1 9 1 32 3 1
2254 1 1 1 1 54 1 1
2254 2 2 1 1 67 11 1
2255 1 1 1 1 38 1 2
2255 2 2 3 2 36 2 2
2256 1 1 1 1 44 1 1
2256 2 2 1 1 42 2 1
2256 3 2 1 1 17 3 1
2256 4 1 1 1 13 3 1
2257 1 1 8 2 31 1 2
2257 2 2 1 1 26 2 2
2257 3 2 8 2 2 3 2
2257 4 1 8 2 7 3 2
2258 1 2 1 1 59 1 1
2258 2 1 1 2 55 2 1
2258 3 1 1 1 52 7 1
2258 4 1 1 1 56 10 1
2259 1 1 1 1 61 1 1
2259 2 2 1 1 61 2 1
2259 3 2 1 1 33 3 1
2260 1 2 2 5 41 1 2
2260 2 1 2 5 19 3 2
2260 3 1 2 5 11 3 2
2261 1 2 2 1 67 1 1
2261 2 2 2 1 55 11 1
2261 3 1 2 1 23 11 1
2262 1 1 1 1 51 1 1
2262 2 2 1 1 41 11 1
2263 1 1 1 1 53 1 1
2263 2 1 1 1 17 3 1
2264 1 1 1 1 71 1 1
2264 2 2 1 1 66 2 1
2264 3 2 1 1 21 9 1
2265 1 1 7 2 50 1 1
2265 2 2 8 2 33 2 1
2265 3 2 8 2 16 3 1
2265 4 1 8 2 14 3 1
2266 1 1 1 1 43 1 2
2266 2 2 1 1 28 2 2
2266 3 2 1 1 13 3 2
2266 4 2 1 1 10 3 2
2266 5 1 1 1 8 3 2
2267 1 2 1 1 64 1 2
2267 2 1 1 1 69 2 2
2268 1 1 1 1 62 1 1
2268 2 2 1 1 60 2 1
2269 1 1 1 1 62 1 1
2269 2 2 1 1 54 2 1
2270 1 2 1 1 61 1 2
2270 2 2 1 1 32 3 2
2270 3 2 1 1 7 9 2
2271 1 1 1 1 58 1 1
2271 2 2 1 1 57 2 1
2272 1 1 1 1 30 1 2
2272 2 2 1 1 39 2 2
2273 1 2 1 1 33 1 2
2273 2 1 1 5 34 2 2
2273 3 2 1 1 9 3 2
2273 4 2 1 5 1 3 2
2274 1 1 1 1 54 1 1
2274 2 2 1 1 53 2 1
2275 1 2 1 1 40 1 1
2275 2 1 1 1 39 2 1
2275 3 1 1 1 15 3 1
2275 4 1 1 1 11 3 1
2276 1 1 1 2 38 1 1
2276 2 2 1 2 37 2 1
2276 3 1 1 2 18 3 1
2276 4 1 1 2 14 3 1
2276 5 1 1 2 13 3 1
2276 6 1 1 2 10 3 1
2277 1 1 1 1 47 1 1
2277 2 2 1 1 41 2 1
2277 3 2 1 1 15 3 1
2277 4 2 1 1 13 3 1
2277 5 1 1 1 10 3 1
2278 1 1 1 5 44 1 1
2278 2 2 1 5 65 2 1
2278 3 1 1 5 17 3 1
2279 1 1 1 1 58 1 1
2279 2 2 1 1 52 2 1
2279 3 2 1 1 18 3 1
2280 1 1 1 1 42 1 1
2280 2 2 1 1 42 2 1
2280 3 2 1 1 16 3 1
2280 4 2 1 1 14 3 1
2281 1 2 1 1 53 1 1
2281 2 1 1 1 56 2 1
2281 3 1 1 1 19 3 1
2282 1 2 1 1 35 1 1
2282 2 1 1 1 34 2 1
2282 3 2 1 1 4 3 1
2282 4 2 1 1 2 3 1
2283 1 1 1 1 48 1 1
2283 2 2 1 1 50 2 1
2283 3 1 1 1 18 3 1
2283 4 1 1 1 14 3 1
2284 1 2 1 1 90 1 1
2284 2 1 1 1 63 3 1
2285 1 1 1 1 51 1 1
2285 2 2 1 1 23 3 1
2285 3 2 1 1 21 3 1
2286 1 1 1 1 79 1 1
2286 2 2 1 1 74 2 1
2287 1 2 1 1 44 1 1
2287 2 1 1 1 47 2 1
2287 3 1 1 1 7 3 1
2287 4 1 1 1 5 3 1
2287 5 1 1 1 3 12 1
2288 1 2 1 1 30 1 2
2288 2 1 1 1 31 2 2
2289 1 1 1 1 36 1 1
2289 2 1 1 1 9 3 1
2289 3 2 1 1 7 3 1
2290 1 1 1 1 45 1 1
2290 2 2 1 1 34 2 1
2290 3 1 1 1 3 3 1
2290 4 1 1 1 1 3 1
2291 1 1 1 1 42 1 2
2291 2 2 1 1 49 2 2
2292 1 1 1 1 45 1 1
2292 2 2 1 1 44 2 1
2292 3 1 1 1 15 3 1
2292 4 2 1 1 8 3 1
2293 1 2 1 1 24 1 2
2293 2 1 1 1 25 2 2
2294 1 2 2 1 32 1 2
2294 2 1 2 1 13 3 2
2294 3 1 2 1 7 3 2
2295 1 1 1 1 67 1 1
2295 2 2 1 1 62 2 1
2296 1 2 1 1 68 1 1
2296 2 1 1 1 68 2 1
2297 1 2 1 1 24 1 2
2297 2 1 1 1 25 11 2
2298 1 2 1 1 41 1 1
2298 2 1 1 1 41 2 1
2299 1 2 1 1 24 1 2
2299 2 1 1 1 25 11 2
2300 1 1 1 1 56 1 1
2300 2 2 1 1 55 2 1
2301 1 1 1 1 71 1 1
2301 2 2 1 1 67 2 1
2302 1 2 2 1 42 1 2
2302 2 2 2 1 16 3 2
2303 1 1 2 1 54 1 2
2303 2 2 7 1 42 2 2
2304 1 2 1 1 55 1 1
2304 2 1 4 1 43 2 1
2305 1 2 1 1 61 1 1
2305 2 1 1 1 62 2 1
2306 1 1 1 1 50 1 1
2306 2 2 1 1 48 2 1
2307 1 1 2 1 48 1 1
2307 2 2 2 1 41 2 1
2307 3 2 2 1 15 3 1
2307 4 2 2 1 14 3 1
2307 5 1 2 1 12 3 1
2308 1 2 8 1 75 1 1
2308 2 1 1 1 75 2 1
2309 1 2 1 1 53 1 1
2309 2 1 1 1 24 3 1
2310 1 2 1 1 49 1 2
2310 2 2 1 1 20 3 2
2310 3 1 1 1 18 3 2
2311 1 2 7 2 48 1 2
2311 2 1 7 2 54 2 2
2311 3 2 7 2 14 3 2
2311 4 1 7 2 12 3 2
2311 5 1 7 2 5 3 2
2312 1 2 1 1 70 1 1
2312 2 1 1 1 68 2 1
2313 1 1 2 1 49 1 2
2313 2 2 2 1 52 2 2
2313 3 1 2 1 22 3 2
2313 4 1 2 1 16 3 2
2314 1 1 1 1 62 1 1
2314 2 2 1 1 62 2 1
2315 1 1 1 1 19 1 2
2315 2 2 1 1 18 12 2
2316 1 1 1 1 58 1 1
2316 2 2 1 1 58 2 1
2316 3 1 1 1 25 3 1
2317 1 2 1 1 55 1 1
2317 2 1 1 1 28 3 1
2318 1 1 1 1 73 1 1
2318 2 2 1 1 72 2 1
2319 1 1 1 1 55 1 2
2319 2 2 1 1 49 11 2
2320 1 1 1 1 37 1 2
2320 2 2 1 1 27 2 2
2320 3 2 1 1 5 3 2
2320 4 2 1 1 4 3 2
2321 1 1 1 1 70 1 1
2321 2 2 1 1 69 2 1
2322 1 1 1 1 93 1 1
2322 2 2 1 1 93 2 1
2323 1 1 1 1 84 1 1
2323 2 2 1 1 61 3 1
2324 1 2 2 1 61 1 1
2324 2 1 2 1 54 2 1
2324 3 1 2 1 28 3 1
2324 4 2 2 1 58 10 1
2325 1 2 7 2 33 1 1
2325 2 1 7 2 36 2 1
2326 1 1 1 1 70 1 1
2326 2 2 1 1 63 2 1
2327 1 1 2 1 72 1 2
2327 2 2 2 1 30 3 2
2328 1 2 1 1 60 1 1
2328 2 1 1 1 56 2 1
2329 1 1 1 1 33 1 1
2329 2 2 8 1 32 2 1
2329 3 2 9 1 2 3 1
2330 1 2 1 5 50 1 1
2330 2 1 1 1 56 2 1
2330 3 2 1 1 19 3 1
2330 4 1 1 1 15 3 1
2331 1 1 1 1 54 1 1
2331 2 2 1 1 46 2 1
2331 3 1 1 1 5 3 1
2332 1 2 6 1 48 1 2
2332 2 1 6 1 49 2 2
2332 3 2 6 1 25 3 2
2332 4 1 6 1 21 3 2
2332 5 1 6 1 15 3 2
2333 1 2 1 1 23 1 2
2333 2 1 1 1 23 11 2
2334 1 2 2 1 42 1 2
2334 2 1 2 1 21 3 2
2334 3 2 2 1 17 3 2
2335 1 2 2 1 59 1 2
2335 2 1 2 1 25 3 2
2335 3 2 2 1 14 9 2
2336 1 1 8 1 65 1 1
2336 2 2 8 1 55 2 1
2336 3 2 8 1 24 3 1
2337 1 2 1 1 67 1 2
2337 2 1 1 1 78 2 2
2337 3 2 1 1 47 3 2
2337 4 1 1 1 18 9 2
2338 1 1 7 2 52 1 1
2338 2 2 7 2 49 2 1
2338 3 2 7 2 23 3 1
2339 1 1 1 1 51 1 1
2339 2 2 1 1 46 2 1
2339 3 1 1 1 17 3 1
2339 4 1 1 1 15 3 1
2339 5 2 1 1 12 3 1
2340 1 1 1 1 60 1 1
2340 2 2 1 1 62 2 1
2341 1 2 1 1 30 1 2
2341 2 1 7 2 34 11 2
2342 1 2 1 1 40 1 1
2342 2 1 1 1 44 2 1
2343 1 2 3 1 41 1 1
2343 2 1 3 1 21 3 1
2343 3 2 3 1 19 3 1
2343 4 2 3 1 9 3 1
2344 1 2 1 1 34 1 2
2344 2 1 1 1 41 2 2
2345 1 1 1 1 70 1 1
2345 2 2 1 1 59 2 1
2346 1 1 1 1 65 1 1
2346 2 2 1 1 66 2 1
2347 1 1 2 1 55 1 1
2347 2 2 2 1 54 2 1
2348 1 2 2 1 88 1 1
2348 2 2 2 1 85 7 1
2348 3 1 2 1 60 10 1
2349 1 1 1 1 54 1 1
2349 2 2 1 1 54 2 1
2349 3 2 1 1 25 3 1
2350 1 2 1 1 82 1 1
2350 2 1 1 1 60 3 1
2351 1 1 2 4 58 1 2
2351 2 1 2 4 48 12 2
2352 1 1 1 2 32 1 2
2352 2 1 1 2 30 7 2
2353 1 2 1 1 59 1 1
2353 2 1 1 1 59 2 1
2353 3 2 1 1 24 3 1
2353 4 1 1 1 22 3 1
2354 1 1 1 3 84 1 1
2354 2 2 1 1 86 2 1
2355 1 2 1 1 53 1 1
2355 2 1 1 1 43 10 1
2356 1 2 1 1 49 1 1
2356 2 2 1 1 9 3 1
2356 3 2 1 1 7 3 1
2356 4 1 1 1 52 11 1
2357 1 2 2 1 50 1 2
2357 2 1 2 1 64 2 2
2358 1 1 2 1 40 1 1
2358 2 2 2 1 40 2 1
2358 3 1 2 1 20 3 1
2358 4 1 2 1 15 3 1
2359 1 2 1 1 58 1 1
2359 2 1 1 1 66 2 1
2360 1 2 7 2 33 1 2
2360 2 1 7 2 29 2 2
2360 3 2 7 2 6 3 2
2360 4 1 7 2 3 3 2
2361 1 1 1 1 37 1 1
2361 2 2 1 1 34 2 1
2361 3 1 1 1 8 3 1
2361 4 2 1 1 6 3 1
2361 5 2 1 1 1 3 1
2362 1 2 1 1 63 1 1
2362 2 1 1 1 66 2 1
2363 1 1 1 1 74 1 1
2363 2 2 1 1 54 2 1
2364 1 1 1 1 50 1 1
2364 2 2 1 1 47 2 1
2365 1 2 6 1 27 1 1
2365 2 1 6 1 30 11 1
2366 1 2 1 1 39 1 1
2366 2 1 1 1 1 3 1
2367 1 1 1 1 38 1 2
2367 2 1 1 1 12 3 2
2367 3 1 1 1 15 3 2
2368 1 1 1 1 58 1 1
2368 2 2 1 1 64 2 1
2369 1 1 1 1 64 1 2
2369 2 2 1 2 52 2 2
2370 1 2 2 1 80 1 1
2370 2 2 2 1 61 3 1
2371 1 1 1 1 26 1 1
2371 2 2 1 1 25 2 1
2372 1 1 7 5 61 1 2
2372 2 1 7 5 24 3 2
2372 3 1 7 5 17 3 2
2373 1 1 1 1 84 1 2
2373 2 2 1 1 86 2 2
2374 1 1 6 1 33 1 2
2374 2 2 6 1 34 2 2
2374 3 1 3 1 3 3 2
2375 1 1 8 1 47 1 2
2375 2 1 1 1 21 3 2
2375 3 1 1 1 19 3 2
2375 4 2 1 1 68 5 2
2376 1 1 1 1 49 1 2
2376 2 2 1 1 57 2 2
2377 1 1 1 1 32 1 1
2377 2 2 1 1 34 2 1
2378 1 2 1 1 36 1 1
2378 2 1 1 1 43 11 1
2379 1 1 1 1 32 1 1
2379 2 2 1 1 31 2 1
2379 3 2 1 1 2 3 1
2380 1 2 1 1 58 1 1
2380 2 1 1 1 63 2 1
2380 3 1 1 1 30 3 1
2380 4 1 1 1 29 3 1
2381 1 1 1 1 74 1 1
2381 2 2 1 1 73 2 1
2381 3 1 1 1 45 3 1
2382 1 2 2 1 41 1 1
2382 2 1 8 1 16 3 1
2383 1 1 1 1 34 1 1
2383 2 2 1 1 29 2 1
2383 3 1 1 3 7 3 1
2384 1 1 1 5 66 1 1
2384 2 2 1 5 71 2 1
2385 1 1 1 1 55 1 1
2385 2 2 1 1 49 2 1
2385 3 1 1 1 24 3 1
2386 1 2 1 1 39 1 1
2386 2 1 1 5 38 2 1
2386 3 2 1 5 5 3 1
2386 4 2 1 5 5 3 1
2386 5 1 1 5 2 3 1
2387 1 1 1 1 53 1 1
2387 2 2 1 1 53 2 1
2388 1 2 2 1 41 1 2
2388 2 1 2 1 6 3 2
2389 1 2 1 1 32 1 2
2389 2 1 1 1 26 2 2
2390 1 1 3 1 41 1 2
2390 2 2 1 1 30 11 2
2391 1 1 1 2 44 1 1
2391 2 2 1 2 38 2 1
2391 3 2 1 2 10 3 1
2391 4 1 1 2 7 3 1
2391 5 1 1 2 5 3 1
2392 1 1 6 1 72 1 1
2392 2 2 1 1 69 2 1
2393 1 2 2 1 61 1 1
2393 2 2 2 1 25 10 1
2393 3 1 2 1 60 11 1
2393 4 1 2 1 24 11 1
2394 1 1 4 1 29 1 2
2394 2 2 4 1 31 2 2
2395 1 1 1 1 58 1 1
2395 2 2 1 1 55 2 1
2396 1 1 1 1 64 1 1
2396 2 2 1 1 64 2 1
2397 1 1 1 1 67 1 1
2397 2 2 1 1 61 2 1
2398 1 1 1 1 81 1 1
2398 2 2 1 1 80 2 1
2399 1 1 1 1 30 1 1
2399 2 1 1 1 2 3 1
2399 3 2 1 1 10 3 1
2399 4 1 1 1 5 3 1
2399 5 2 1 1 29 11 1
2400 1 2 1 1 54 1 1
2400 2 1 1 1 54 2 1
2401 1 1 1 1 47 1 1
2401 2 2 1 1 47 2 1
2401 3 2 1 1 21 3 1
2401 4 2 1 1 16 3 1
2401 5 2 1 1 25 11 1
2402 1 1 1 1 52 1 2
2402 2 2 1 1 58 2 2
2403 1 1 1 1 46 1 1
2403 2 2 1 1 41 2 1
2403 3 2 1 1 10 3 1
2403 4 1 1 1 5 3 1
2404 1 2 7 2 41 1 2
2404 2 2 7 2 18 3 2
2405 1 1 1 1 59 1 1
2405 2 2 1 1 55 2 1
2406 1 2 1 1 64 1 1
2406 2 1 1 1 64 2 1
2407 1 1 1 2 62 1 1
2407 2 2 1 2 63 2 1
2408 1 1 2 1 52 1 2
2408 2 2 2 1 45 2 2
2408 3 2 2 1 20 3 2
2408 4 2 2 1 19 3 2
2408 5 2 2 1 11 3 2
2409 1 1 1 1 46 1 1
2409 2 2 1 1 42 2 1
2409 3 2 1 1 12 3 1
2409 4 1 1 1 10 3 1
2409 5 1 1 1 8 3 1
2409 6 1 1 1 6 3 1
2410 1 2 1 1 45 1 2
2410 2 1 1 1 45 2 2
2410 3 2 1 1 20 3 2
2410 4 2 1 1 15 3 2
2410 5 1 1 1 70 6 2
2411 1 1 1 1 54 1 1
2411 2 2 1 1 49 2 1
2411 3 2 1 1 18 3 1
2412 1 1 1 3 63 1 1
2412 2 2 1 3 61 2 1
2412 3 1 1 3 19 9 1
2412 4 2 1 3 17 9 1
2413 1 2 1 1 73 1 1
2413 2 1 1 1 72 2 1
2414 1 1 7 1 38 1 1
2414 2 2 7 1 28 2 1
2414 3 2 7 1 1 3 1
2415 1 2 7 2 42 1 2
2415 2 1 7 2 33 2 2
2415 3 2 7 2 10 3 2
2416 1 1 1 1 58 1 1
2416 2 2 1 1 55 2 1
2416 3 2 1 1 8 9 1
2417 1 1 1 1 59 1 1
2417 2 2 1 1 61 2 1
2417 3 1 1 1 25 3 1
2418 1 2 1 2 30 1 1
2418 2 2 6 2 9 3 1
2419 1 1 1 1 75 1 1
2419 2 2 1 1 73 2 1
2420 1 2 1 1 83 1 1
2420 2 2 1 1 55 3 1
2421 1 1 9 1 42 1 1
2421 2 2 1 1 35 2 1
2422 1 1 1 1 21 1 1
2422 2 2 1 1 22 2 1
2423 1 1 1 1 64 1 1
2423 2 2 7 5 40 2 1
2423 3 1 7 5 19 3 1
2424 1 1 1 2 80 1 1
2424 2 2 1 1 60 2 1
2424 3 2 1 1 23 3 1
2424 4 2 1 1 20 3 1
2425 1 1 1 2 34 1 1
2425 2 1 1 2 58 10 1
2426 1 2 1 1 73 1 1
2426 2 1 1 1 75 2 1
2427 1 1 1 1 79 1 1
2427 2 2 1 1 80 2 1
2428 1 2 1 1 65 1 1
2428 2 1 1 1 67 2 1
2429 1 2 2 1 51 1 1
2429 2 1 2 1 24 3 1
2430 1 2 1 1 75 1 1
2430 2 1 1 1 67 11 1
2431 1 1 1 1 64 1 1
2431 2 2 1 1 52 11 1
2432 1 2 1 1 80 1 1
2432 2 1 1 1 76 2 1
2433 1 2 1 3 76 1 2
2433 2 1 1 3 58 3 2
2434 1 1 1 1 77 1 1
2434 2 2 1 1 74 2 1
2435 1 1 1 1 64 1 1
2435 2 2 1 1 60 2 1
2435 3 2 1 1 89 6 1
2436 1 1 1 1 80 1 1
2436 2 2 1 1 78 2 1
2437 1 2 1 1 38 1 1
2437 2 1 1 1 44 2 1
2437 3 1 1 1 6 3 1
2438 1 1 1 1 43 1 1
2438 2 2 1 1 42 2 1
2438 3 2 1 1 7 3 1
2438 4 2 1 1 4 3 1
2439 1 1 1 1 64 1 1
2439 2 1 1 1 28 3 1
2439 3 2 1 1 61 7 1
2439 4 2 1 1 26 4 1
2440 1 2 1 1 24 1 1
2440 2 1 1 1 24 11 1
2441 1 2 1 1 36 1 1
2441 2 1 1 1 37 2 1
2441 3 1 1 1 12 3 1
2441 4 2 1 1 10 3 1
2441 5 1 1 1 5 3 1
2442 1 1 1 1 54 1 1
2442 2 2 1 1 50 2 1
2443 1 1 1 1 49 1 1
2443 2 2 1 1 43 2 1
2443 3 1 1 1 11 3 1
2443 4 1 1 1 11 3 1
2443 5 1 1 1 10 3 1
2444 1 1 1 1 49 1 1
2444 2 2 1 1 49 2 1
2444 3 1 1 1 18 3 1
2445 1 2 1 1 63 1 1
2445 2 1 1 1 61 2 1
2446 1 1 1 1 34 1 1
2446 2 2 1 1 35 2 1
2446 3 1 1 1 2 3 1
2447 1 1 6 1 36 1 1
2447 2 2 6 1 26 2 1
2447 3 1 6 1 2 3 1
2448 1 1 6 1 33 1 2
2448 2 2 6 1 28 2 2
2449 1 2 1 2 36 1 2
2449 2 1 1 2 29 2 2
2449 3 2 1 2 19 3 2
2449 4 1 1 2 15 3 2
2449 5 1 1 2 1 3 2
2450 1 2 1 1 54 1 1
2450 2 2 1 1 20 3 1
2450 3 1 1 1 18 3 1
2450 4 2 1 1 88 5 1
2451 1 1 1 1 39 1 1
2451 2 2 1 1 18 3 1
2451 3 2 1 1 15 3 1
2452 1 2 1 1 42 1 1
2452 2 1 1 1 47 2 1
2452 3 1 1 1 9 3 1
2453 1 1 1 1 62 1 1
2453 2 2 1 1 59 2 1
2454 1 2 7 3 26 1 2
2454 2 1 7 3 29 2 2
2454 3 2 7 3 10 3 2
2455 1 2 1 1 36 1 1
2455 2 1 1 1 15 3 1
2456 1 2 1 1 70 1 1
2456 2 1 1 1 72 2 1
2457 1 1 6 1 38 1 1
2457 2 2 6 1 43 2 1
2457 3 1 6 1 3 3 1
2457 4 2 6 1 66 6 1
2458 1 1 2 1 38 1 2
2458 2 2 2 1 3 9 2
2458 3 2 2 1 42 11 2
2459 1 2 2 1 29 1 2
2459 2 1 2 1 4 3 2
2459 3 1 2 1 33 11 2
2460 1 1 6 1 59 1 1
2460 2 2 6 1 49 2 1
2460 3 2 6 1 24 3 1
2460 4 2 6 1 15 3 1
2461 1 1 1 1 33 1 1
2461 2 2 1 1 35 2 1
2461 3 1 1 1 13 3 1
2461 4 1 1 1 10 3 1
2462 1 2 1 1 55 1 1
2462 2 1 1 1 59 2 1
2463 1 1 1 1 39 1 1
2463 2 2 1 1 42 2 1
2463 3 1 1 1 10 3 1
2463 4 1 1 1 8 3 1
2463 5 2 1 1 8 3 1
2464 1 2 1 1 51 1 1
2464 2 1 1 1 56 2 1
2464 3 2 1 1 12 3 1
2464 4 2 1 1 12 3 1
2465 1 1 1 1 26 1 2
2465 2 2 1 1 26 11 2
2466 1 1 1 1 62 1 1
2466 2 2 1 1 77 2 1
2467 1 1 1 1 45 1 1
2467 2 2 1 1 44 11 1
2468 1 2 1 4 50 1 2
2468 2 1 1 4 52 2 2
2468 3 1 1 4 18 3 2
2469 1 1 1 1 80 1 1
2469 2 2 1 1 77 2 1
2470 1 1 1 1 26 1 1
2470 2 2 1 1 24 2 1
2470 3 2 1 1 4 3 1
2470 4 2 1 1 3 3 1
2471 1 1 1 1 60 1 1
2471 2 2 1 1 61 2 1
2472 1 1 2 1 47 1 1
2472 2 2 2 1 45 2 1
2472 3 2 2 1 16 3 1
2472 4 1 2 1 10 3 1
2473 1 1 1 1 35 1 1
2473 2 2 1 1 41 2 1
2473 3 2 1 1 8 3 1
2474 1 2 1 1 34 1 1
2474 2 1 1 1 38 2 1
2474 3 2 1 1 8 3 1
2474 4 2 1 1 6 3 1
2474 5 1 1 1 3 3 1
2475 1 1 2 1 74 1 1
2475 2 2 2 1 76 2 1
2475 3 1 2 1 55 3 1
2475 4 1 2 1 49 3 1
2475 5 2 2 1 15 9 1
2476 1 1 1 1 69 1 1
2476 2 2 1 1 65 2 1
2477 1 1 3 1 64 1 1
2477 2 2 3 1 59 11 1
2478 1 2 2 1 35 1 2
2478 2 1 2 1 44 2 2
2478 3 2 2 1 15 3 2
2478 4 2 2 1 14 3 2
2478 5 1 2 1 13 3 2
2478 6 1 2 1 10 3 2
2479 1 2 1 3 63 1 1
2479 2 2 7 3 84 5 1
2480 1 1 1 1 72 1 1
2480 2 2 1 1 71 2 1
2481 1 1 1 1 29 1 1
2481 2 1 1 1 36 11 1
2481 3 1 1 1 26 11 1
2482 1 1 1 1 47 1 1
2482 2 2 1 1 44 2 1
2482 3 2 1 1 22 3 1
2483 1 2 1 1 32 1 2
2483 2 1 1 1 29 2 2
2483 3 2 1 1 60 5 2
2484 1 1 1 1 60 1 1
2484 2 2 1 1 59 2 1
2484 3 1 1 1 24 3 1
2485 1 2 1 1 66 1 1
2485 2 1 1 1 71 2 1
2486 1 1 1 1 63 1 1
2486 2 2 1 1 61 2 1
2487 1 2 1 2 36 1 2
2487 2 1 1 2 35 2 2
2487 3 1 1 2 15 3 2
2487 4 1 1 2 10 3 2
2487 5 2 1 2 4 3 2
2488 1 2 1 1 78 1 1
2488 2 1 1 1 87 2 1
2489 1 1 1 1 51 1 1
2489 2 2 1 1 51 2 1
2489 3 2 1 1 20 3 1
2489 4 1 1 1 14 3 1
2490 1 1 1 2 45 1 1
2490 2 2 1 2 36 2 1
2490 3 2 1 2 16 3 1
2490 4 1 1 2 4 3 1
2490 5 2 1 2 4 3 1
2490 6 1 1 2 3 3 1
2491 1 2 1 1 64 1 1
2491 2 1 1 1 64 2 1
2491 3 1 4 1 18 11 1
2492 1 2 1 1 36 1 1
2492 2 1 1 1 35 2 1
2493 1 1 1 2 42 1 2
2493 2 2 1 2 42 2 2
2493 3 1 1 2 18 3 2
2493 4 2 1 2 14 3 2
2493 5 1 1 2 13 3 2
2493 6 1 1 2 11 3 2
2494 1 2 1 1 67 1 1
2494 2 1 1 1 68 2 1
2495 1 2 2 1 38 1 2
2495 2 2 2 1 19 3 2
2496 1 1 1 1 41 1 1
2496 2 2 1 1 38 2 1
2496 3 2 1 1 3 3 1
2497 1 1 1 1 34 1 2
2497 2 1 1 1 31 11 2
2498 1 1 1 2 32 1 2
2498 2 2 1 1 27 11 2
2499 1 1 1 1 62 1 1
2499 2 2 1 1 63 2 1
2500 1 1 1 1 66 1 1
2500 2 2 1 1 63 2 1
2501 1 2 1 1 53 1 1
2501 2 1 1 1 53 2 1
2501 3 2 1 1 17 3 1
2502 1 2 1 1 45 1 1
2502 2 1 1 1 18 3 1
2502 3 2 1 1 13 3 1
2502 4 2 1 5 20 11 1
2503 1 2 2 1 57 1 1
2503 2 1 2 1 27 3 1
2504 1 2 2 1 60 1 1
2504 2 1 2 1 19 3 1
2505 1 1 1 1 79 1 1
2505 2 2 1 1 71 2 1
2506 1 1 1 1 75 1 1
2506 2 2 1 1 77 2 1
2507 1 2 3 1 35 1 1
2507 2 1 3 1 6 3 1
2508 1 2 1 1 35 1 1
2508 2 1 1 1 37 2 1
2508 3 2 1 1 14 3 1
2508 4 1 1 1 13 3 1
2509 1 1 1 1 79 1 1
2509 2 2 1 1 81 2 1
2510 1 1 1 1 35 1 1
2510 2 2 1 1 37 2 1
2510 3 2 1 1 11 3 1
2510 4 2 1 1 10 3 1
2510 5 1 1 1 6 3 1
2511 1 2 1 1 53 1 1
2511 2 2 1 1 55 11 1
2512 1 1 2 1 48 1 1
2512 2 2 2 1 51 2 1
2512 3 1 2 1 28 3 1
2513 1 1 1 1 75 1 1
2513 2 2 1 1 69 2 1
2514 1 2 2 1 63 1 1
2514 2 1 2 1 64 2 1
2515 1 1 1 1 66 1 1
2515 2 1 1 1 41 3 1
2516 1 1 1 1 57 1 1
2516 2 2 1 1 55 2 1
2516 3 2 1 1 23 3 1
2517 1 1 2 1 76 1 1
2517 2 2 2 1 76 2 1
2517 3 1 2 1 52 3 1
2517 4 2 2 1 25 9 1
2518 1 2 1 1 56 1 1
2518 2 1 1 1 59 2 1
2518 3 2 1 1 23 3 1
2519 1 2 1 1 64 1 1
2519 2 1 1 1 62 7 1
2520 1 1 1 1 79 1 1
2520 2 2 1 1 67 2 1
2521 1 2 1 2 44 1 1
2521 2 1 1 1 47 2 1
2521 3 1 1 1 18 3 1
2521 4 2 1 1 13 3 1
2521 5 2 1 1 4 3 1
2522 1 1 6 1 39 1 1
2522 2 2 4 1 38 2 1
2523 1 1 1 1 45 1 1
2523 2 2 1 1 43 2 1
2523 3 2 1 1 16 3 1
2523 4 1 1 1 14 3 1
2523 5 2 1 1 12 3 1
2524 1 1 1 1 51 1 1
2524 2 2 1 1 53 11 1
2525 1 1 3 2 39 1 1
2525 2 2 1 2 38 2 1
2525 3 1 1 2 14 3 1
2525 4 2 1 2 13 3 1
2526 1 1 1 1 30 1 2
2526 2 2 1 1 25 11 2
2527 1 2 1 1 45 1 2
2527 2 2 1 1 22 3 2
2527 3 1 1 1 18 3 2
2528 1 1 1 3 58 1 1
2528 2 1 1 5 54 11 1
2529 1 1 1 1 81 1 2
2529 2 2 1 1 73 2 2
2530 1 2 1 1 49 1 1
2530 2 1 1 1 63 2 1
2530 3 2 1 1 17 3 1
2530 4 1 1 1 15 3 1
2530 5 1 1 1 13 3 1
2531 1 1 1 1 81 1 1
2531 2 2 1 1 73 2 1
2532 1 2 2 1 63 1 2
2532 2 1 2 1 65 11 2
2533 1 2 1 1 51 1 1
2533 2 1 1 1 16 3 1
2533 3 1 1 1 14 3 1
2533 4 1 1 1 13 3 1
2534 1 2 1 1 24 1 2
2534 2 1 1 1 1 3 2
2534 3 1 1 1 24 11 2
2535 1 1 1 1 41 1 1
2535 2 2 1 5 39 2 1
2536 1 2 8 1 47 1 2
