"HHIndex" "WithinHHIndex" "Gender" "Race" "Hisp" "Age" "Relate" "Owner"
5639 3 1 1 1 9 3 1
5639 4 1 1 1 6 3 1
5639 5 1 1 1 5 3 1
5639 6 1 1 1 3 3 1
5640 1 1 1 1 60 1 1
5640 2 2 1 1 60 2 1
5641 1 2 7 2 44 1 2
5641 2 1 7 2 39 2 2
5641 3 1 7 2 14 3 2
5641 4 1 7 2 10 3 2
5642 1 2 1 1 50 1 2
5642 2 2 1 1 17 3 2
5643 1 2 1 1 64 1 1
5643 2 1 1 1 58 2 1
5643 3 1 1 1 24 3 1
5644 1 1 6 1 26 1 2
5644 2 1 2 1 27 11 2
5644 3 1 6 1 25 11 2
5645 1 1 1 1 52 1 1
5645 2 2 1 1 53 2 1
5646 1 1 1 1 54 1 2
5646 2 2 1 1 54 2 2
5647 1 2 1 1 67 1 2
5647 2 1 1 1 67 2 2
5648 1 2 1 1 64 1 1
5648 2 1 1 1 67 2 1
5649 1 1 1 1 90 1 1
5649 2 2 1 1 81 2 1
5650 1 1 1 1 83 1 1
5650 2 2 1 1 80 2 1
5651 1 2 1 1 70 1 1
5651 2 1 1 1 75 2 1
5652 1 2 1 1 28 1 1
5652 2 1 1 1 28 2 1
5652 3 2 1 1 7 3 1
5652 4 1 1 1 5 3 1
5652 5 1 1 1 4 3 1
5653 1 2 1 1 34 1 2
5653 2 1 1 1 34 11 2
5654 1 2 2 1 63 1 2
5654 2 1 2 1 63 2 2
5655 1 2 2 1 32 1 2
5655 2 2 2 1 13 3 2
5655 3 2 2 1 10 3 2
5656 1 1 1 1 37 1 2
5656 2 1 1 2 31 11 2
5657 1 1 1 1 64 1 1
5657 2 2 1 1 61 2 1
5657 3 1 1 1 19 10 1
5658 1 2 8 5 41 1 2
5658 2 1 8 5 16 3 2
5658 3 2 8 5 9 3 2
5659 1 2 3 1 52 1 1
5659 2 2 3 1 78 5 1
5659 3 1 3 1 65 10 1
5660 1 2 1 1 73 1 1
5660 2 1 1 1 75 2 1
5660 3 1 1 1 42 3 1
5661 1 2 2 1 42 1 2
5661 2 1 2 1 46 2 2
5661 3 2 2 1 21 3 2
5661 4 2 2 1 18 3 2
5662 1 2 1 2 22 1 2
5662 2 1 1 2 5 3 2
5662 3 2 1 2 16 7 2
5662 4 1 1 2 10 7 2
5662 5 2 1 2 43 5 2
5663 1 2 1 1 51 1 2
5663 2 1 1 1 14 3 2
5664 1 1 1 1 93 1 2
5664 2 2 1 1 87 2 2
5664 3 1 1 1 66 3 2
5665 1 2 1 1 89 1 1
5665 2 1 1 1 63 3 1
5666 1 2 1 1 31 1 2
5666 2 1 1 1 31 2 2
5667 1 2 1 1 37 1 2
5667 2 1 1 1 33 2 2
5667 3 2 1 1 18 3 2
5667 4 2 1 2 10 3 2
5667 5 2 1 2 7 3 2
5667 6 1 1 1 2 3 2
5668 1 1 1 1 66 1 1
5668 2 2 1 1 67 2 1
5669 1 1 1 1 49 1 1
5669 2 1 1 1 24 3 1
5669 3 1 1 1 8 3 1
5670 1 1 2 1 42 1 2
5670 2 2 2 1 38 2 2
5670 3 2 2 1 13 3 2
5670 4 1 2 1 6 3 2
5671 1 1 1 1 49 1 1
5671 2 2 1 1 51 2 1
5671 3 1 1 1 22 3 1
5672 1 2 1 1 43 1 1
5672 2 1 1 1 40 2 1
5672 3 2 1 1 8 3 1
5672 4 2 1 1 5 3 1
5673 1 1 1 1 54 1 1
5673 2 2 1 1 43 2 1
5673 3 1 1 1 14 3 1
5674 1 2 1 1 54 1 2
5674 2 1 1 1 60 2 2
5675 1 1 1 1 48 1 1
5675 2 2 1 1 45 2 1
5675 3 2 1 1 21 3 1
5675 4 2 1 1 18 3 1
5676 1 1 1 1 37 1 2
5676 2 2 1 1 40 12 2
5676 3 1 1 1 7 12 2
5677 1 1 1 1 33 1 1
5677 2 2 1 1 31 2 1
5678 1 2 1 1 27 1 1
5678 2 1 1 1 30 11 1
5679 1 1 1 1 65 1 1
5679 2 2 1 1 64 2 1
5680 1 1 1 2 27 1 1
5680 2 2 1 2 25 2 1
5680 3 1 1 2 3 3 1
5681 1 2 1 1 67 1 1
5681 2 1 1 1 71 2 1
5682 1 2 1 1 43 1 1
5682 2 2 1 1 14 3 1
5682 3 2 1 1 10 3 1
5683 1 1 1 1 31 1 1
5683 2 2 1 1 30 2 1
5683 3 1 1 1 9 3 1
5683 4 1 1 1 6 3 1
5684 1 1 1 1 52 1 1
5684 2 2 1 1 51 2 1
5684 3 2 1 1 27 3 1
5684 4 1 1 1 8 9 1
5684 5 2 1 1 5 9 1
5685 1 2 1 1 61 1 2
5685 2 1 1 1 36 3 2
5686 1 1 1 1 50 1 1
5686 2 2 1 1 43 11 1
5687 1 1 3 1 48 1 1
5687 2 2 1 1 49 2 1
5687 3 2 8 1 17 3 1
5687 4 2 8 1 15 3 1
5687 5 1 8 1 13 3 1
5687 6 1 8 1 9 3 1
5688 1 2 8 1 62 1 1
5688 2 1 1 1 60 2 1
5689 1 2 1 1 42 1 2
5689 2 1 1 1 19 3 2
5689 3 1 1 1 75 5 2
5690 1 1 1 1 33 1 1
5690 2 2 1 1 45 2 1
5691 1 2 1 1 42 1 2
5691 2 1 1 1 14 3 2
5691 3 2 1 1 3 3 2
5692 1 1 1 1 42 1 1
5692 2 2 1 1 41 2 1
5692 3 2 1 1 19 3 1
5692 4 2 1 1 16 3 1
5693 1 1 2 1 65 1 1
5693 2 2 2 1 65 2 1
5693 3 2 2 1 36 3 1
5693 4 2 2 1 7 9 1
5694 1 1 7 2 53 1 1
5694 2 2 1 2 52 2 1
5694 3 2 1 2 25 3 1
5694 4 1 7 2 21 3 1
5695 1 1 1 1 58 1 1
5695 2 2 1 1 60 2 1
5695 3 1 1 1 8 9 1
5696 1 1 1 1 59 1 1
5696 2 2 1 1 51 2 1
5697 1 1 1 1 45 1 1
5697 2 2 1 1 39 2 1
5697 3 2 1 1 20 3 1
5697 4 2 1 1 17 3 1
5697 5 2 1 1 16 3 1
5697 6 2 1 1 11 3 1
5698 1 2 2 1 25 1 2
5698 2 2 2 1 6 3 2
5698 3 2 2 1 1 3 2
5699 1 1 1 1 68 1 1
5699 2 2 1 1 69 2 1
5700 1 1 1 1 70 1 1
5700 2 2 1 1 69 2 1
5701 1 2 1 1 55 1 1
5701 2 2 1 1 21 3 1
5701 3 1 1 1 55 11 1
5702 1 1 1 1 35 1 1
5702 2 2 1 1 35 2 1
5702 3 2 1 1 7 3 1
5702 4 2 1 1 5 3 1
5702 5 1 1 1 2 3 1
5702 6 1 1 1 1 3 1
5703 1 2 1 1 53 1 1
5703 2 1 1 1 53 2 1
5703 3 1 1 1 19 3 1
5704 1 2 1 1 44 1 1
5704 2 1 8 3 21 3 1
5704 3 1 8 3 20 3 1
5704 4 2 1 1 60 5 1
5705 1 1 4 1 49 1 1
5705 2 2 4 1 43 2 1
5705 3 2 4 1 5 3 1
5705 4 2 4 1 1 3 1
5705 5 1 4 1 76 5 1
5705 6 2 4 1 74 5 1
5706 1 1 7 2 41 1 2
5706 2 2 7 2 39 2 2
5706 3 2 7 2 20 3 2
5706 4 2 7 2 18 3 2
5706 5 2 7 2 16 3 2
5707 1 2 1 1 50 1 1
5707 2 2 1 1 21 3 1
5707 3 2 1 1 20 3 1
5708 1 2 7 5 32 1 2
5708 2 1 1 1 40 2 2
5709 1 1 1 3 68 1 1
5709 2 2 1 3 69 2 1
5710 1 1 1 1 58 1 1
5710 2 2 1 1 52 2 1
5710 3 2 1 1 24 3 1
5710 4 2 1 1 22 3 1
5711 1 2 1 1 70 1 1
5711 2 1 1 2 81 2 1
5712 1 1 7 2 53 1 1
5712 2 2 6 2 10 3 1
5712 3 1 8 2 5 3 1
5712 4 1 8 1 17 3 1
5712 5 2 8 1 15 3 1
5712 6 2 6 1 42 11 1
5713 1 1 1 1 45 1 1
5713 2 2 1 1 43 2 1
5713 3 2 1 1 9 3 1
5714 1 2 1 1 73 1 1
5714 2 2 1 2 65 11 1
5715 1 1 1 1 67 1 1
5715 2 2 1 1 62 2 1
5716 1 2 1 1 69 1 1
5716 2 1 1 1 72 2 1
5717 1 2 1 1 61 1 1
5717 2 1 1 1 32 3 1
5718 1 2 2 1 56 1 1
5718 2 1 2 1 57 2 1
5719 1 2 2 1 50 1 1
5719 2 1 2 1 60 2 1
5720 1 1 1 1 62 1 1
5720 2 2 1 1 63 2 1
5721 1 2 1 1 29 1 2
5721 2 1 1 1 33 11 2
5722 1 1 1 2 61 1 2
5722 2 2 1 2 50 2 2
5722 3 1 1 2 13 3 2
5723 1 1 1 1 70 1 1
5723 2 2 1 1 68 2 1
5723 3 2 1 1 40 3 1
5723 4 1 1 2 22 9 1
5724 1 1 2 1 65 1 1
5724 2 2 2 1 40 3 1
5725 1 1 1 1 54 1 1
5725 2 2 1 1 53 2 1
5726 1 2 1 1 66 1 1
5726 2 1 1 1 56 2 1
5727 1 2 1 1 55 1 1
5727 2 1 1 1 58 2 1
5727 3 2 1 1 25 3 1
5727 4 1 1 1 21 3 1
5728 1 1 1 2 60 1 1
5728 2 2 1 2 25 3 1
5728 3 2 1 2 20 3 1
5728 4 2 1 2 11 3 1
5729 1 2 1 1 67 1 1
5729 2 1 1 1 75 2 1
5730 1 2 1 2 44 1 2
5730 2 1 1 2 20 3 2
5730 3 1 1 2 48 11 2
5731 1 1 2 1 49 1 1
5731 2 2 2 1 45 2 1
5731 3 2 2 1 23 3 1
5731 4 2 2 1 19 3 1
5732 1 2 4 1 42 1 1
5732 2 1 1 1 42 2 1
5732 3 1 1 1 11 3 1
5732 4 1 1 1 7 3 1
5733 1 2 1 2 43 1 2
5733 2 1 1 2 16 3 2
5733 3 1 1 2 15 3 2
5733 4 2 1 2 14 3 2
5734 1 2 1 1 67 1 1
5734 2 1 1 1 69 2 1
5735 1 2 1 1 44 1 2
5735 2 2 1 1 8 3 2
5735 3 2 1 1 6 3 2
5736 1 1 1 1 66 1 1
5736 2 2 1 1 65 2 1
5737 1 2 1 5 34 1 1
5737 2 1 1 1 37 2 1
5737 3 2 1 5 6 3 1
5737 4 2 1 5 2 3 1
5737 5 1 1 1 30 10 1
5738 1 2 1 2 43 1 2
5738 2 1 1 2 45 2 2
5738 3 2 1 2 9 3 2
5738 4 1 1 2 1 3 2
5739 1 2 1 1 30 1 2
5739 2 1 1 1 31 11 2
5740 1 1 1 1 39 1 1
5740 2 2 1 1 34 2 1
5740 3 1 1 1 19 3 1
5741 1 1 1 1 58 1 2
5741 2 2 1 1 57 2 2
5742 1 1 2 1 58 1 1
5742 2 2 8 1 42 2 1
5742 3 1 2 1 5 3 1
5743 1 1 1 1 72 1 1
5743 2 2 1 1 70 2 1
5744 1 1 1 1 67 1 1
5744 2 2 1 1 67 2 1
5745 1 2 1 1 35 1 1
5745 2 1 1 1 50 2 1
5745 3 2 1 1 5 3 1
5746 1 2 2 1 43 1 2
5746 2 1 2 1 40 2 2
5746 3 2 2 1 14 3 2
5746 4 2 2 1 11 3 2
5747 1 1 1 1 71 1 2
5747 2 2 1 1 70 2 2
5748 1 1 1 1 57 1 1
5748 2 2 1 1 55 2 1
5748 3 1 1 1 14 3 1
5749 1 2 1 1 54 1 2
5749 2 1 1 1 67 2 2
5749 3 2 1 1 31 3 2
5750 1 2 2 1 55 1 2
5750 2 2 2 1 28 3 2
5750 3 2 2 1 23 3 2
5751 1 2 1 1 35 1 2
5751 2 1 1 1 35 2 2
5752 1 1 1 2 42 1 2
5752 2 2 1 2 32 2 2
5752 3 1 1 2 11 3 2
5752 4 1 1 2 9 3 2
5753 1 2 1 1 58 1 1
5753 2 1 1 1 63 2 1
5753 3 1 1 1 23 3 1
5754 1 2 7 5 36 1 1
5754 2 2 1 1 54 5 1
5754 3 2 2 1 25 11 1
5755 1 1 1 1 35 1 1
5755 2 2 1 1 5 3 1
5755 3 1 1 1 4 3 1
5756 1 2 1 1 31 1 2
5756 2 1 1 1 34 2 2
5756 3 1 1 1 3 3 2
5756 4 1 1 1 2 3 2
5757 1 1 1 1 22 1 2
5757 2 1 1 1 23 11 2
5757 3 1 1 1 23 11 2
5757 4 1 1 1 22 11 2
5758 1 1 1 2 46 1 1
5758 2 2 1 2 36 2 1
5758 3 2 1 2 18 3 1
5758 4 1 1 2 15 3 1
5758 5 2 1 2 11 3 1
5758 6 2 1 2 8 3 1
5759 1 2 1 1 48 1 1
5759 2 1 1 1 48 2 1
5759 3 2 1 1 15 3 1
5760 1 1 1 1 50 1 1
5760 2 2 1 1 50 2 1
5760 3 1 1 1 19 3 1
5760 4 1 1 1 15 3 1
5760 5 1 1 1 13 3 1
5761 1 1 1 1 62 1 1
5761 2 2 1 1 64 11 1
5762 1 1 1 1 60 1 1
5762 2 2 1 1 56 2 1
5763 1 2 1 1 64 1 1
5763 2 1 1 1 66 2 1
5763 3 2 1 1 29 3 1
5763 4 1 1 1 26 3 1
5763 5 2 1 1 22 4 1
5764 1 1 1 1 53 1 1
5764 2 2 1 1 55 2 1
5764 3 1 1 1 26 3 1
5764 4 1 1 1 23 3 1
5764 5 1 1 1 20 3 1
5765 1 1 1 1 63 1 1
5765 2 2 1 1 69 2 1
5766 1 2 2 1 83 1 1
5766 2 1 2 1 85 2 1
5767 1 1 1 1 83 1 1
5767 2 2 1 1 78 2 1
5768 1 2 1 1 27 1 1
5768 2 2 1 1 28 11 1
5769 1 2 1 1 26 1 1
5769 2 1 1 1 5 3 1
5770 1 1 1 1 91 1 1
5770 2 2 1 1 86 2 1
5771 1 1 1 1 34 1 1
5771 2 2 1 1 32 2 1
5772 1 1 7 2 25 1 2
5772 2 1 7 2 23 7 2
5772 3 1 7 2 27 11 2
5772 4 1 7 2 26 11 2
5773 1 2 8 1 37 1 1
5773 2 1 2 1 47 2 1
5773 3 2 2 1 12 3 1
5773 4 1 2 1 7 3 1
5774 1 2 1 1 53 1 1
5774 2 1 1 1 20 3 1
5775 1 1 1 1 52 1 1
5775 2 2 1 1 37 2 1
5775 3 1 1 1 15 3 1
5776 1 1 1 1 64 1 1
5776 2 2 1 1 62 2 1
5776 3 2 1 1 94 6 1
5777 1 1 1 1 67 1 1
5777 2 1 1 1 62 11 1
5778 1 1 1 1 37 1 1
5778 2 2 1 1 31 2 1
5778 3 2 1 1 2 3 1
5779 1 1 1 1 69 1 1
5779 2 2 1 1 69 2 1
5780 1 1 1 2 48 1 1
5780 2 2 1 2 40 2 1
5780 3 1 1 2 23 3 1
5780 4 2 1 2 15 3 1
5781 1 1 1 1 60 1 1
5781 2 2 1 1 48 2 1
5782 1 1 2 1 34 1 2
5782 2 2 2 1 33 2 2
5782 3 2 2 1 7 3 2
5782 4 2 2 1 10 3 2
5782 5 2 2 1 9 3 2
5783 1 2 1 1 90 1 2
5783 2 2 1 1 63 3 2
5784 1 2 1 1 45 1 1
5784 2 1 1 2 53 2 1
5784 3 1 1 2 18 3 1
5785 1 1 3 1 43 1 1
5785 2 2 3 1 35 2 1
5785 3 1 3 1 13 3 1
5785 4 1 3 1 8 3 1
5785 5 2 3 1 6 3 1
5786 1 2 3 1 34 1 2
5786 2 1 3 1 10 3 2
5786 3 2 3 1 38 7 2
5787 1 1 1 1 54 1 1
5787 2 2 1 1 52 2 1
5787 3 1 1 1 18 3 1
5787 4 2 1 1 18 3 1
5788 1 1 1 2 47 1 1
5788 2 2 1 2 42 2 1
5788 3 2 1 2 15 3 1
5788 4 1 1 2 6 3 1
5789 1 1 1 5 57 1 1
5789 2 2 1 1 53 2 1
5790 1 2 1 1 52 1 1
5790 2 1 1 1 54 2 1
5790 3 2 8 1 3 9 1
5791 1 2 1 1 32 1 1
5791 2 1 1 2 37 2 1
5791 3 2 1 2 8 3 1
5791 4 1 1 2 5 3 1
5792 1 2 1 1 37 1 1
5792 2 1 1 5 37 2 1
5792 3 1 1 5 15 3 1
5792 4 1 1 5 14 3 1
5792 5 2 1 5 11 3 1
5793 1 1 1 1 53 1 1
5793 2 1 1 1 15 3 1
5793 3 2 1 1 38 11 1
5794 1 1 1 1 42 1 1
5794 2 1 1 1 18 3 1
5795 1 1 1 1 25 1 1
5795 2 1 1 1 22 11 1
5795 3 1 1 1 22 11 1
5796 1 1 1 1 32 1 1
5796 2 2 1 1 31 2 1
5796 3 2 1 1 14 3 1
5796 4 2 1 1 11 3 1
5796 5 1 1 1 8 3 1
5797 1 1 1 1 60 1 1
5797 2 2 1 1 55 2 1
5798 1 2 2 1 74 1 1
5798 2 1 2 1 44 3 1
5799 1 2 2 1 48 1 1
5799 2 1 2 1 33 2 1
5800 1 1 1 1 53 1 2
5800 2 2 1 5 51 2 2
5801 1 2 1 5 93 1 1
5801 2 1 1 5 62 3 1
5802 1 1 1 1 84 1 1
5802 2 2 1 1 84 2 1
5803 1 1 8 1 56 1 1
5803 2 2 8 1 15 3 1
5803 3 2 8 1 14 3 1
5803 4 2 1 1 40 11 1
5804 1 2 1 1 54 1 1
5804 2 1 1 1 65 2 1
5805 1 2 1 1 94 1 1
5805 2 2 1 1 32 9 1
5806 1 2 6 1 25 1 1
5806 2 2 6 1 22 7 1
5806 3 1 6 1 54 5 1
5806 4 2 6 1 52 5 1
5806 5 1 6 1 39 10 1
5807 1 1 1 1 48 1 1
5807 2 2 1 1 43 2 1
5807 3 1 1 1 14 3 1
5807 4 1 1 1 7 3 1
5808 1 1 1 1 63 1 1
5808 2 2 1 1 62 2 1
5808 3 1 1 1 23 3 1
5809 1 1 1 1 52 1 1
5809 2 2 1 1 49 2 1
5809 3 2 1 1 18 3 1
5809 4 2 1 1 15 3 1
5809 5 1 1 1 13 3 1
5810 1 2 1 2 79 1 2
5810 2 1 1 2 76 11 2
5811 1 2 1 2 52 1 2
5811 2 2 1 2 26 3 2
5811 3 1 1 2 26 3 2
5812 1 2 6 1 46 1 1
5812 2 1 6 1 52 2 1
5812 3 1 6 1 31 7 1
5813 1 2 2 1 48 1 1
5813 2 1 1 1 59 2 1
5813 3 2 8 1 11 3 1
5813 4 1 8 1 9 3 1
5814 1 2 1 1 47 1 2
5814 2 1 1 1 48 2 2
5815 1 2 1 1 72 1 1
5815 2 1 1 1 67 2 1
5815 3 2 1 1 59 12 1
5816 1 2 1 1 55 1 1
5816 2 1 1 1 58 2 1
5816 3 2 1 1 29 3 1
5816 4 1 1 1 24 3 1
5816 5 2 1 1 20 3 1
5816 6 1 1 1 10 9 1
5817 1 1 1 2 58 1 1
5817 2 2 1 2 61 2 1
5817 3 2 1 2 20 3 1
5817 4 1 1 3 20 4 1
5818 1 2 1 1 40 1 1
5818 2 1 1 1 41 2 1
5818 3 1 1 1 12 3 1
5818 4 2 1 1 10 3 1
5818 5 2 1 1 5 3 1
5819 1 1 1 1 58 1 1
5819 2 2 1 1 51 2 1
5819 3 2 1 1 33 3 1
5819 4 2 1 1 7 9 1
5819 5 2 1 1 5 9 1
5819 6 2 1 1 3 9 1
5820 1 2 7 3 43 1 2
5820 2 2 7 3 13 3 2
5821 1 2 1 1 26 1 1
5821 2 1 1 1 27 2 1
5821 3 1 1 1 1 3 1
5822 1 2 2 1 52 1 1
5822 2 2 2 1 69 5 1
5823 1 2 1 1 55 1 1
5823 2 1 1 1 27 3 1
5823 3 1 1 1 23 3 1
5824 1 2 1 1 36 1 1
5824 2 2 1 1 19 3 1
5824 3 2 1 1 15 3 1
5824 4 2 1 1 10 3 1
5824 5 1 1 1 7 3 1
5825 1 1 6 1 44 1 1
5825 2 2 6 1 46 2 1
5825 3 2 6 1 22 3 1
5825 4 2 6 1 16 3 1
5825 5 1 6 1 9 3 1
5826 1 2 1 1 50 1 1
5826 2 1 1 1 61 2 1
5826 3 2 1 1 19 3 1
5826 4 1 1 1 17 3 1
5827 1 2 1 1 75 1 1
5827 2 1 1 1 80 2 1
5828 1 2 1 1 51 1 1
5828 2 2 1 3 19 3 1
5828 3 2 1 3 3 9 1
5828 4 2 1 3 1 9 1
5829 1 1 1 1 41 1 1
5829 2 2 1 1 66 5 1
5830 1 2 2 1 55 1 1
5830 2 1 2 1 44 2 1
5830 3 1 2 1 27 3 1
5831 1 2 1 1 94 1 1
5831 2 1 1 1 53 3 1
5832 1 1 1 1 55 1 2
5832 2 1 1 1 25 3 2
5833 1 1 1 2 68 1 1
5833 2 2 1 2 60 2 1
5833 3 1 1 2 14 9 1
5834 1 2 2 1 55 1 2
5834 2 1 2 1 59 2 2
5835 1 2 1 1 57 1 1
5835 2 1 1 1 60 2 1
5835 3 2 1 1 24 3 1
5836 1 1 1 5 44 1 1
5836 2 2 2 1 46 2 1
5836 3 1 2 1 6 3 1
5836 4 2 2 1 2 12 1
5837 1 2 1 1 26 1 2
5837 2 1 1 1 38 11 2
5838 1 1 2 1 86 1 1
5838 2 1 2 1 55 3 1
5839 1 2 1 1 34 1 1
5839 2 1 1 1 42 2 1
5840 1 1 1 1 50 1 1
5840 2 2 1 1 58 2 1
5840 3 1 1 1 27 3 1
5840 4 2 1 1 21 3 1
5841 1 1 1 1 43 1 1
5841 2 2 1 1 35 2 1
5841 3 1 1 1 5 3 1
5841 4 1 1 1 3 3 1
5842 1 2 1 1 62 1 1
5842 2 1 1 1 18 9 1
5843 1 2 1 1 41 1 2
5843 2 1 3 1 56 2 2
5843 3 2 3 1 16 3 2
5844 1 1 1 1 61 1 1
5844 2 2 1 1 58 2 1
5845 1 2 7 5 46 1 2
5845 2 1 7 5 53 2 2
5845 3 1 7 5 51 10 2
5845 4 2 7 5 46 10 2
5846 1 1 1 1 80 1 1
5846 2 2 2 1 73 2 1
5847 1 1 1 2 55 1 1
5847 2 2 1 2 24 3 1
5847 3 1 1 2 20 3 1
5848 1 2 1 1 60 1 1
5848 2 1 1 1 28 3 1
5849 1 1 1 1 55 1 1
5849 2 2 1 1 51 2 1
5850 1 2 2 1 74 1 1
5850 2 1 2 1 79 2 1
5851 1 1 1 1 46 1 1
5851 2 2 1 1 46 2 1
5851 3 2 1 1 13 3 1
5851 4 1 1 1 11 3 1
5852 1 1 1 1 69 1 1
5852 2 2 1 1 67 2 1
5853 1 1 1 1 63 1 1
5853 2 2 1 1 27 3 1
5853 3 2 1 1 57 11 1
5854 1 1 1 1 60 1 1
5854 2 2 1 1 61 2 1
5855 1 1 7 2 48 1 2
5855 2 2 7 2 44 2 2
5855 3 2 7 2 22 3 2
5855 4 2 7 2 18 3 2
5855 5 1 7 2 10 3 2
5856 1 1 1 1 58 1 1
5856 2 2 1 1 59 2 1
5857 1 2 1 5 42 1 1
5857 2 1 1 5 34 2 1
5857 3 1 1 5 10 3 1
5857 4 1 1 5 4 3 1
5858 1 1 2 1 45 1 2
5858 2 1 1 1 36 11 2
5858 3 1 1 1 36 11 2
5859 1 1 1 1 58 1 1
5859 2 2 1 1 55 2 1
5860 1 2 1 1 48 1 1
5860 2 1 1 1 55 2 1
5861 1 2 1 1 54 1 1
5861 2 1 1 1 21 3 1
5861 3 1 1 1 58 11 1
5862 1 2 2 1 78 1 1
5862 2 1 2 1 86 2 1
5862 3 2 2 1 55 3 1
5862 4 2 2 1 51 3 1
5862 5 2 2 1 33 3 1
5862 6 1 2 1 20 9 1
5863 1 1 1 1 64 1 1
5863 2 2 1 1 56 2 1
5864 1 1 1 1 89 1 1
5864 2 2 1 1 87 2 1
5865 1 2 1 1 59 1 1
5865 2 1 1 1 60 2 1
5866 1 1 5 1 53 1 1
5866 2 2 5 1 53 2 1
5866 3 2 5 1 18 3 1
5867 1 1 1 1 65 1 1
5867 2 2 1 1 62 2 1
5868 1 2 1 1 84 1 1
5868 2 1 1 1 80 2 1
5869 1 2 2 1 24 1 2
5869 2 1 2 1 5 3 2
5869 3 1 2 1 3 3 2
5870 1 1 1 1 63 1 1
5870 2 2 1 1 62 2 1
5871 1 1 1 1 37 1 1
5871 2 1 1 1 7 3 1
5871 3 1 1 1 4 3 1
5871 4 2 1 1 35 11 1
5872 1 1 7 5 57 1 1
5872 2 2 7 5 56 2 1
5872 3 1 7 5 26 3 1
5872 4 1 7 5 21 3 1
5872 5 2 7 5 20 3 1
5873 1 1 6 1 61 1 1
5873 2 2 6 1 54 2 1
5873 3 1 6 1 27 3 1
5873 4 2 6 1 74 6 1
5874 1 2 1 1 32 1 1
5874 2 1 1 1 28 11 1
5875 1 2 2 1 68 1 1
5875 2 1 2 1 68 2 1
5876 1 1 1 1 60 1 1
5876 2 2 1 1 49 2 1
5877 1 2 1 2 21 1 2
5877 2 2 1 2 3 3 2
5877 3 2 1 2 1 3 2
5877 4 1 1 2 42 11 2
5877 5 1 1 2 21 11 2
5878 1 1 1 1 73 1 1
5878 2 2 1 1 73 2 1
5879 1 2 1 3 39 1 1
5879 2 1 1 3 39 2 1
5879 3 1 1 3 13 3 1
5879 4 1 1 3 12 3 1
5879 5 1 1 3 71 6 1
5879 6 2 1 3 66 6 1
5880 1 2 1 1 34 1 1
5880 2 2 1 5 3 3 1
5881 1 2 1 1 36 1 1
5881 2 1 1 1 35 2 1
5882 1 2 1 1 27 1 2
5882 2 1 1 1 2 3 2
5882 3 1 1 1 32 11 2
5883 1 2 1 1 31 1 2
5883 2 1 1 1 29 2 2
5884 1 1 2 1 44 1 1
5884 2 2 2 1 45 2 1
5884 3 2 2 1 18 3 1
5884 4 1 2 1 15 3 1
5885 1 1 1 2 57 1 2
5885 2 2 1 2 33 3 2
5885 3 1 1 2 17 9 2
5885 4 1 1 2 6 9 2
5885 5 1 1 2 1 9 2
5885 6 2 1 2 53 11 2
5886 1 1 2 1 66 1 1
5886 2 2 2 1 58 2 1
5887 1 2 1 1 55 1 2
5887 2 1 1 1 59 11 2
5888 1 2 1 1 34 1 2
5888 2 2 1 1 9 3 2
5888 3 2 1 1 6 3 2
5888 4 2 1 1 5 3 2
5888 5 2 1 1 61 5 2
5889 1 2 1 1 74 1 1
5889 2 1 1 1 54 3 1
5890 1 2 1 1 35 1 2
5890 2 1 1 1 14 3 2
5891 1 1 1 2 31 1 1
5891 2 2 1 2 37 2 1
5891 3 1 1 2 21 11 1
5892 1 1 1 1 63 1 1
5892 2 2 1 1 50 2 1
5892 3 2 1 1 16 3 1
5892 4 1 1 1 15 3 1
5893 1 2 1 1 81 1 1
5893 2 1 1 1 85 2 1
5894 1 1 1 2 42 1 1
5894 2 2 1 2 40 2 1
5894 3 2 1 2 10 3 1
5894 4 1 1 2 8 3 1
5894 5 2 1 2 5 3 1
5895 1 1 1 1 37 1 1
5895 2 2 1 1 38 2 1
5895 3 1 1 1 7 3 1
5895 4 1 1 1 1 3 1
5895 5 2 1 1 73 5 1
5895 6 1 1 1 66 5 1
5896 1 1 1 1 49 1 1
5896 2 2 1 1 44 2 1
5896 3 1 1 1 13 3 1
5896 4 2 1 1 13 3 1
5897 1 1 1 1 40 1 1
5897 2 2 1 1 38 2 1
5897 3 1 1 1 14 3 1
5897 4 2 1 1 7 3 1
5898 1 1 1 1 53 1 1
5898 2 2 1 1 57 2 1
5898 3 1 1 1 18 3 1
5899 1 1 1 1 51 1 1
5899 2 2 1 1 45 2 1
5899 3 2 1 1 19 3 1
5899 4 2 1 1 18 3 1
5900 1 1 1 1 62 1 1
5900 2 2 1 1 91 5 1
5901 1 2 1 1 46 1 2
5901 2 1 1 1 7 3 2
5901 3 1 1 1 47 11 2
5902 1 1 1 1 67 1 1
5902 2 2 1 1 70 2 1
5902 3 1 1 1 50 3 1
5903 1 1 1 1 56 1 1
5903 2 2 1 1 57 2 1
5904 1 1 1 2 38 1 1
5904 2 2 1 2 37 2 1
5904 3 1 1 2 16 3 1
5905 1 1 1 1 50 1 1
5905 2 2 1 1 51 2 1
5905 3 2 1 1 20 3 1
5905 4 2 1 1 13 3 1
5905 5 1 1 1 11 3 1
5906 1 1 1 1 79 1 1
5906 2 2 1 1 79 2 1
5907 1 2 1 1 58 1 1
5907 2 1 1 1 63 2 1
