"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
300 3 1 8 1 3 3 2 2 1 1 26
301 2 1 1 1 32 12 1 2 1 1 29
302 2 1 1 1 87 2 1 2 1 1 85
303 2 2 1 1 29 2 2 1 1 1 32
304 2 2 1 1 52 2 1 1 1 1 53
305 2 2 7 2 16 3 1 1 7 2 47
306 2 1 1 1 57 12 1 2 1 1 56
307 2 2 8 1 11 3 2 2 8 1 32
308 2 2 4 1 23 12 2 1 4 1 24
309 2 1 1 1 37 2 1 2 1 2 39
309 3 2 1 2 15 3 1 2 1 2 39
309 4 2 1 2 9 3 1 2 1 2 39
309 5 1 1 2 2 3 1 2 1 2 39
310 2 2 1 1 28 2 1 1 1 1 26
311 2 2 1 1 7 3 2 2 1 1 40
311 3 1 1 1 5 3 2 2 1 1 40
312 2 2 1 1 29 2 1 1 1 1 31
313 2 2 6 1 17 3 1 2 6 1 49
313 3 1 6 1 12 3 1 2 6 1 49
314 2 1 8 1 41 2 1 2 1 1 39
314 3 1 8 1 4 3 1 2 1 1 39
315 2 2 7 2 18 3 2 2 7 2 36
315 3 1 7 2 8 3 2 2 7 2 36
315 4 2 8 2 2 8 2 2 7 2 36
316 2 1 1 1 58 2 1 2 1 1 56
316 3 2 1 1 81 7 1 2 1 1 56
317 2 2 8 1 20 3 2 2 1 1 44
317 3 2 8 1 16 3 2 2 1 1 44
318 2 2 1 1 66 2 1 1 1 1 66
319 2 1 1 1 54 2 1 2 5 1 60
320 2 2 2 1 86 7 1 2 2 1 65
321 2 2 1 1 51 2 2 1 1 1 47
321 3 1 1 1 16 5 2 1 1 1 47
322 2 2 1 1 72 2 1 1 1 1 77
322 3 2 1 1 48 3 1 1 1 1 77
322 4 2 1 1 89 9 1 1 1 1 77
323 2 2 8 1 63 2 1 1 1 1 67
324 2 2 1 1 55 2 1 1 1 1 57
325 2 2 8 2 21 3 2 2 8 2 41
325 3 1 8 2 18 3 2 2 8 2 41
325 4 2 8 2 16 3 2 2 8 2 41
325 5 1 8 2 48 11 2 2 8 2 41
325 6 1 1 2 20 11 2 2 8 2 41
326 2 1 1 1 49 2 1 2 1 1 45
326 3 1 1 1 18 3 1 2 1 1 45
326 4 1 1 1 16 3 1 2 1 1 45
327 2 2 1 1 89 2 1 1 1 1 89
328 2 2 2 1 68 2 1 1 2 1 67
329 2 2 2 1 23 6 2 2 2 1 25
329 3 1 8 1 1 11 2 2 2 1 25
330 2 2 1 1 59 2 1 1 1 1 60
330 3 2 1 1 31 3 1 1 1 1 60
330 4 2 1 1 8 8 1 1 1 1 60
330 5 2 1 1 8 8 1 1 1 1 60
331 2 1 1 1 56 2 1 2 1 1 54
331 3 2 1 1 31 3 1 2 1 1 54
331 4 1 1 1 28 3 1 2 1 1 54
331 5 2 1 1 74 7 1 2 1 1 54
331 6 1 1 1 4 8 1 2 1 1 54
332 2 1 1 1 46 2 1 2 1 1 44
332 3 2 1 1 24 3 1 2 1 1 44
333 2 2 1 1 43 2 1 1 1 1 51
334 2 2 1 1 54 2 1 1 1 1 62
335 2 2 1 1 60 2 1 1 1 1 66
336 2 1 8 1 3 3 1 1 1 1 38
336 3 2 2 1 43 12 1 1 1 1 38
336 4 1 2 1 15 13 1 1 1 1 38
336 5 2 2 1 15 13 1 1 1 1 38
337 2 2 2 1 13 3 2 2 2 1 34
337 3 1 2 1 7 3 2 2 2 1 34
337 4 1 2 1 44 12 2 2 2 1 34
338 2 1 1 1 68 2 1 2 1 1 64
339 2 2 1 1 30 2 1 1 1 1 29
339 3 1 1 1 5 3 1 1 1 1 29
339 4 1 1 1 2 3 1 1 1 1 29
340 2 2 1 1 39 2 1 1 1 1 38
340 3 1 1 1 11 3 1 1 1 1 38
341 2 2 1 1 72 2 1 1 1 1 74
342 2 2 1 2 32 2 2 1 1 2 34
342 3 1 1 2 15 3 2 1 1 2 34
342 4 1 1 2 11 3 2 1 1 2 34
342 5 2 1 2 5 3 2 1 1 2 34
342 6 2 1 2 1 3 2 1 1 2 34
343 2 2 1 1 24 3 2 2 1 1 54
343 3 1 1 1 1 8 2 2 1 1 54
343 4 1 1 1 29 13 2 2 1 1 54
344 2 1 1 1 56 2 1 2 1 1 52
344 3 2 1 1 18 4 1 2 1 1 52
344 4 2 1 1 15 4 1 2 1 1 52
344 5 2 1 1 14 4 1 2 1 1 52
344 6 1 1 1 7 4 1 2 1 1 52
345 2 2 1 1 52 2 1 1 1 1 61
345 3 1 1 1 19 3 1 1 1 1 61
345 4 1 4 1 14 4 1 1 1 1 61
345 5 2 4 1 13 4 1 1 1 1 61
345 6 2 4 1 12 4 1 1 1 1 61
346 2 2 1 1 41 2 1 1 1 1 40
346 3 1 1 1 11 4 1 1 1 1 40
347 2 2 2 1 18 3 1 1 2 1 43
347 3 2 2 1 1 3 1 1 2 1 43
347 4 2 2 1 67 7 1 1 2 1 43
347 5 2 2 1 42 12 1 1 2 1 43
348 2 2 1 1 61 2 1 1 1 1 68
348 3 2 1 1 30 3 1 1 1 1 68
348 4 2 1 1 23 4 1 1 1 1 68
348 5 1 1 1 22 4 1 1 1 1 68
348 6 2 1 1 21 4 1 1 1 1 68
349 2 1 1 1 52 2 1 2 1 1 49
349 3 1 1 1 29 3 1 2 1 1 49
349 4 1 1 1 12 3 1 2 1 1 49
350 2 2 1 1 39 2 1 1 1 1 41
350 3 1 1 1 10 3 1 1 1 1 41
350 4 1 1 1 8 3 1 1 1 1 41
351 2 2 1 1 69 2 1 1 1 1 74
352 2 2 1 1 86 2 1 1 1 1 85
353 2 2 1 1 42 2 1 1 1 1 43
353 3 1 1 1 11 3 1 1 1 1 43
353 4 2 1 1 9 3 1 1 1 1 43
354 2 2 1 1 62 2 1 1 1 1 65
355 2 1 1 5 77 2 1 2 1 1 75
356 2 1 1 1 44 2 1 2 1 1 44
356 3 1 1 1 17 3 1 2 1 1 44
356 4 1 1 1 14 3 1 2 1 1 44
356 5 1 1 1 13 3 1 2 1 1 44
357 2 2 1 1 57 2 1 1 1 1 58
358 2 2 1 1 63 2 1 1 1 1 77
359 2 2 1 1 59 2 1 1 1 1 61
360 2 1 1 1 33 2 1 2 1 1 28
360 3 1 1 1 2 3 1 2 1 1 28
361 2 2 1 1 57 2 1 1 1 1 59
361 3 1 1 1 24 3 1 1 1 1 59
362 2 2 1 1 63 2 1 1 1 1 64
363 2 1 1 1 69 2 1 2 1 1 62
364 2 2 1 1 53 2 1 1 1 1 59
365 2 1 1 1 48 2 1 2 1 1 43
365 3 1 1 1 10 3 1 2 1 1 43
365 4 1 1 1 8 3 1 2 1 1 43
366 2 1 1 1 60 2 1 2 1 1 58
367 2 2 1 1 14 3 2 1 1 1 49
368 2 2 1 1 70 2 1 1 1 1 80
369 2 1 1 1 75 2 1 2 1 1 59
370 2 2 7 1 48 2 2 1 1 1 60
371 2 1 3 1 34 2 1 2 8 2 35
371 3 1 8 2 17 3 1 2 8 2 35
371 4 2 8 2 8 3 1 2 8 2 35
371 5 1 8 2 4 3 1 2 8 2 35
372 2 2 1 1 63 2 1 1 1 1 64
373 2 1 1 1 10 3 2 2 1 1 35
373 3 2 1 1 8 3 2 2 1 1 35
373 4 1 1 1 7 3 2 2 1 1 35
374 2 2 1 1 47 2 1 1 1 1 49
374 3 2 1 1 18 3 1 1 1 1 49
375 2 1 7 5 41 12 2 1 1 1 44
376 2 2 1 1 55 2 1 1 1 1 55
376 3 1 1 1 27 3 1 1 1 1 55
377 2 2 1 1 75 2 1 1 1 1 77
378 2 1 1 1 5 3 2 2 1 1 42
379 2 2 1 1 64 2 1 1 1 1 65
380 2 1 1 1 57 2 1 2 1 1 58
380 3 2 1 1 41 3 1 2 1 1 58
380 4 1 1 1 19 8 1 2 1 1 58
380 5 1 1 1 7 8 1 2 1 1 58
381 2 1 1 1 58 2 1 2 1 1 60
382 2 2 1 1 44 2 1 1 1 1 41
382 3 1 1 1 7 3 1 1 1 1 41
382 4 2 1 1 7 3 1 1 1 1 41
383 2 2 1 1 18 3 1 2 1 1 41
383 3 1 1 1 17 3 1 2 1 1 41
384 2 2 1 1 31 3 1 1 1 1 71
384 3 1 1 1 31 10 1 1 1 1 71
385 2 1 1 1 47 2 1 2 1 1 46
385 3 2 1 1 17 3 1 2 1 1 46
385 4 2 1 1 14 3 1 2 1 1 46
386 2 1 1 1 59 3 1 2 1 1 81
387 2 2 7 5 29 2 2 1 7 3 35
388 2 1 1 1 68 2 1 2 1 1 66
389 2 2 1 1 2 3 2 2 1 1 48
389 3 2 1 1 39 6 2 2 1 1 48
390 2 2 1 1 57 2 1 1 1 1 60
390 3 1 1 1 33 3 1 1 1 1 60
391 2 2 1 1 52 2 1 1 1 1 52
391 3 1 1 1 26 3 1 1 1 1 52
392 2 1 1 1 44 2 1 2 1 1 45
392 3 2 1 1 16 3 1 2 1 1 45
392 4 1 1 1 13 3 1 2 1 1 45
393 2 1 1 1 44 2 1 2 1 1 42
393 3 2 1 1 7 3 1 2 1 1 42
393 4 1 1 1 5 3 1 2 1 1 42
394 2 2 2 1 21 12 2 1 2 1 25
395 2 2 1 1 64 2 2 1 4 1 55
396 2 1 1 1 42 11 1 2 1 1 58
397 2 1 1 1 60 2 1 2 1 1 61
398 2 1 2 1 42 2 1 2 2 1 38
399 2 2 1 1 83 2 1 1 1 1 82
400 2 1 1 1 41 8 1 2 1 1 79
400 3 2 1 1 33 8 1 2 1 1 79
400 4 1 1 1 10 8 1 2 1 1 79
401 2 1 1 1 54 3 1 2 1 1 94
401 3 2 6 1 47 10 1 2 1 1 94
401 4 1 6 1 33 11 1 2 1 1 94
402 2 2 1 1 53 2 1 1 1 1 53
402 3 1 1 1 22 3 1 1 1 1 53
403 2 2 1 1 40 12 2 2 1 1 31
404 2 2 1 1 58 2 1 1 1 1 61
405 2 2 1 1 49 2 1 1 1 1 54
405 3 2 1 1 19 3 1 1 1 1 54
405 4 1 1 1 15 3 1 1 1 1 54
406 2 2 1 1 30 2 1 1 1 1 30
406 3 2 1 1 1 3 1 1 1 1 30
407 2 2 1 1 43 2 1 1 1 1 42
407 3 1 1 1 15 3 1 1 1 1 42
407 4 2 1 1 13 3 1 1 1 1 42
408 2 2 1 1 66 2 1 1 1 1 68
409 2 1 1 1 48 2 1 2 1 5 46
409 3 2 1 5 19 5 1 2 1 5 46
410 2 2 2 1 21 3 2 2 2 1 39
411 2 2 1 1 37 2 1 1 1 1 43
412 2 2 1 1 95 7 1 1 1 1 82
413 2 2 2 1 2 11 2 2 2 1 54
414 2 2 1 1 50 2 2 1 8 1 54
414 3 2 8 1 18 3 2 1 8 1 54
414 4 1 8 1 15 3 2 1 8 1 54
415 2 2 1 1 63 2 1 1 1 1 66
416 2 2 7 2 9 3 2 1 7 2 25
416 3 2 7 2 2 3 2 1 7 2 25
416 4 2 7 2 27 12 2 1 7 2 25
417 2 2 1 2 63 2 1 1 1 1 50
418 2 1 1 1 45 2 2 2 1 1 42
418 3 2 1 1 15 3 2 2 1 1 42
418 4 2 1 1 6 3 2 2 1 1 42
419 2 2 1 1 44 2 1 1 1 1 45
419 3 2 1 1 13 3 1 1 1 1 45
419 4 2 1 1 10 3 1 1 1 1 45
420 2 2 1 5 69 2 1 1 1 5 77
421 2 2 1 1 57 2 1 1 3 1 59
422 2 1 1 1 54 13 1 1 1 1 74
423 2 2 1 1 63 2 1 1 1 1 65
424 2 2 1 1 54 2 1 1 1 1 53
424 3 1 1 1 25 3 1 1 1 1 53
425 2 2 1 1 63 2 1 1 1 1 65
426 2 1 1 1 31 2 1 2 1 1 30
427 2 1 2 1 41 2 1 2 2 1 40
427 3 2 2 1 19 3 1 2 2 1 40
428 2 2 1 1 51 12 1 1 1 1 52
429 2 2 1 1 47 2 1 1 1 1 44
429 3 1 1 1 14 3 1 1 1 1 44
429 4 2 1 1 11 3 1 1 1 1 44
430 2 1 1 1 49 2 1 2 1 1 41
430 3 2 1 1 11 3 1 2 1 1 41
430 4 1 1 1 9 3 1 2 1 1 41
430 5 2 1 1 8 3 1 2 1 1 41
430 6 1 1 1 6 3 1 2 1 1 41
431 2 1 1 1 57 2 1 2 1 1 55
432 2 2 2 1 50 2 2 1 2 1 47
433 2 2 1 1 45 2 2 1 1 1 42
433 3 2 1 1 11 3 2 1 1 1 42
433 4 1 1 1 8 3 2 1 1 1 42
434 2 1 1 1 74 2 1 2 1 1 72
435 2 1 1 1 29 8 1 1 1 1 85
436 2 1 1 1 66 2 1 2 1 1 64
436 3 1 1 1 32 3 1 2 1 1 64
437 2 2 1 1 66 2 1 1 1 1 63
438 2 2 1 1 62 2 1 1 1 1 65
439 2 2 1 1 25 2 2 1 1 1 24
440 2 2 1 1 73 2 1 1 1 1 75
441 2 2 1 1 79 2 1 1 1 1 78
442 2 2 1 1 44 2 1 1 1 1 44
442 3 2 1 1 13 3 1 1 1 1 44
443 2 2 1 1 67 2 1 1 1 2 68
444 2 1 2 1 63 12 1 2 1 1 65
445 2 2 1 1 53 2 1 1 1 1 53
445 3 2 1 1 16 3 1 1 1 1 53
445 4 1 1 1 13 3 1 1 1 1 53
446 2 2 1 1 38 2 1 1 2 1 44
446 3 1 8 1 11 3 1 1 2 1 44
446 4 1 8 1 9 3 1 1 2 1 44
447 2 2 1 1 26 2 1 1 1 1 35
447 3 1 1 1 5 5 1 1 1 1 35
448 2 2 1 1 1 3 2 1 1 1 34
448 3 2 6 1 27 12 2 1 1 1 34
449 2 1 1 1 82 2 2 2 1 1 73
450 2 1 1 2 39 2 2 2 1 2 37
450 3 2 1 2 10 3 2 2 1 2 37
450 4 1 1 2 6 3 2 2 1 2 37
451 2 2 8 1 22 3 1 2 8 1 46
451 3 1 8 1 11 3 1 2 8 1 46
452 2 1 1 1 57 2 2 2 1 1 56
452 3 1 1 1 25 3 2 2 1 1 56
453 2 2 1 1 57 2 1 1 1 1 64
454 2 2 1 1 73 2 1 1 1 1 73
455 2 2 5 1 53 2 1 1 5 1 52
456 2 2 1 1 87 2 1 1 1 1 88
457 2 2 1 1 46 2 1 1 1 1 51
458 2 2 1 1 82 2 1 1 1 1 83
459 2 2 1 1 11 3 1 2 1 1 41
459 3 2 1 1 8 3 1 2 1 1 41
459 4 2 1 1 22 13 1 2 1 1 41
460 2 2 1 1 61 2 1 1 1 1 64
461 2 2 1 1 55 2 1 1 1 1 54
462 2 1 1 1 45 2 1 2 1 1 47
462 3 2 1 2 16 3 1 2 1 1 47
462 4 1 1 2 14 3 1 2 1 1 47
463 2 2 2 1 9 3 2 2 2 1 31
464 2 2 1 5 40 2 1 1 1 4 44
464 3 2 1 4 3 3 1 1 1 4 44
464 4 1 1 4 2 3 1 1 1 4 44
465 2 2 1 1 37 2 2 1 1 1 35
465 3 1 1 1 12 3 2 1 1 1 35
465 4 1 1 1 11 3 2 1 1 1 35
465 5 1 1 1 6 3 2 1 1 1 35
465 6 2 1 1 4 3 2 1 1 1 35
466 2 1 1 1 58 12 2 1 1 1 57
467 2 2 1 2 33 2 1 1 1 2 30
467 3 1 1 2 8 3 1 1 1 2 30
467 4 2 1 2 1 3 1 1 1 2 30
468 2 1 1 1 72 2 2 2 1 1 62
468 3 1 1 1 37 3 2 2 1 1 62
469 2 2 1 1 94 7 1 2 1 1 66
470 2 2 2 1 69 2 1 1 2 1 80
471 2 1 1 1 59 2 1 2 1 1 57
471 3 2 1 1 20 4 1 2 1 1 57
471 4 1 1 1 21 13 1 2 1 1 57
472 2 2 1 1 62 2 1 1 1 1 57
473 2 1 2 1 52 2 1 2 9 1 43
473 3 2 1 1 80 11 1 2 9 1 43
474 2 2 1 1 67 2 1 1 1 1 75
475 2 2 1 1 49 2 1 1 1 1 48
475 3 2 1 1 14 3 1 1 1 1 48
476 2 1 2 1 31 12 1 2 1 1 28
477 2 1 5 1 86 2 1 2 5 1 82
478 2 2 1 1 27 2 1 1 1 1 32
478 3 2 1 1 1 3 1 1 1 1 32
479 2 2 1 1 40 2 1 1 1 1 41
479 3 2 1 1 8 3 1 1 1 1 41
479 4 1 1 1 7 3 1 1 1 1 41
480 2 1 1 1 58 2 1 2 1 1 56
481 2 1 1 1 67 2 1 2 1 1 68
482 2 2 2 1 59 6 2 2 2 1 68
483 2 1 2 1 68 2 1 2 2 1 66
484 2 2 1 1 55 2 1 1 1 1 64
485 2 1 7 5 40 2 1 2 7 5 41
485 3 2 7 5 15 3 1 2 7 5 41
485 4 2 7 5 9 3 1 2 7 5 41
485 5 1 7 5 5 3 1 2 7 5 41
485 6 1 7 5 36 11 1 2 7 5 41
486 2 1 1 1 67 2 1 2 1 1 62
487 2 2 1 2 33 2 1 1 1 2 37
487 3 1 1 2 14 3 1 1 1 2 37
487 4 2 1 2 6 3 1 1 1 2 37
488 2 1 1 1 60 2 1 2 1 1 50
489 2 2 7 5 63 2 1 1 7 5 65
489 3 2 7 5 32 3 1 1 7 5 65
489 4 1 7 5 4 8 1 1 7 5 65
489 5 1 7 5 1 8 1 1 7 5 65
489 6 1 7 5 35 10 1 1 7 5 65
490 2 2 1 2 51 2 1 1 1 2 56
490 3 1 1 2 30 3 1 1 1 2 56
490 4 1 1 2 24 3 1 1 1 2 56
491 2 2 1 1 75 2 1 1 1 1 60
492 2 1 1 1 50 2 1 2 1 1 55
493 2 2 1 1 46 2 1 1 1 1 52
493 3 2 1 1 15 3 1 1 1 1 52
494 2 2 1 1 30 2 2 1 1 1 32
495 2 2 5 1 64 2 1 1 5 1 66
496 2 1 1 1 47 2 1 2 1 5 50
496 3 2 1 5 25 3 1 2 1 5 50
496 4 2 1 5 15 3 1 2 1 5 50
497 2 1 2 1 20 3 2 2 2 1 47
497 3 1 2 1 18 3 2 2 2 1 47
498 2 2 1 1 41 3 1 2 1 1 63
498 3 1 1 1 59 13 1 2 1 1 63
499 2 1 7 2 57 3 1 1 7 2 79
500 2 2 1 1 91 6 1 2 1 1 86
501 2 2 2 1 65 2 2 1 2 1 82
502 2 1 1 1 32 12 2 1 1 1 27
503 2 1 1 1 64 12 1 2 1 1 63
504 2 1 1 1 65 2 1 2 1 1 65
504 3 1 1 1 39 12 1 2 1 1 65
505 2 2 1 1 59 2 1 1 1 1 67
506 2 2 1 1 72 2 1 1 1 1 77
507 2 2 1 1 62 2 1 1 1 1 64
508 2 2 1 5 39 2 1 1 2 5 47
508 3 1 1 5 6 3 1 1 2 5 47
508 4 1 1 5 4 3 1 1 2 5 47
509 2 1 1 1 60 3 1 2 1 1 83
510 2 1 6 1 56 2 1 2 6 1 50
510 3 2 6 1 22 3 1 2 6 1 50
510 4 2 6 1 77 9 1 2 6 1 50
511 2 2 1 1 75 2 1 1 1 1 83
512 2 2 1 1 42 12 2 1 1 1 48
513 2 2 1 1 44 2 1 1 1 1 56
514 2 1 1 1 58 3 1 2 1 1 74
515 2 1 1 2 25 12 2 2 1 1 32
516 2 2 1 1 8 3 1 2 1 1 26
516 3 1 1 1 6 3 1 2 1 1 26
516 4 1 1 1 5 3 1 2 1 1 26
517 2 2 1 1 23 2 2 1 1 1 32
517 3 1 1 1 13 3 2 1 1 1 32
518 2 1 2 1 41 11 2 1 2 1 46
519 2 1 1 1 50 2 1 2 1 1 54
519 3 2 1 1 13 4 1 2 1 1 54
520 2 1 2 1 72 12 1 2 2 1 70
521 2 2 1 1 66 2 1 1 1 1 69
522 2 1 1 1 42 2 1 2 1 1 38
522 3 1 1 1 11 3 1 2 1 1 38
522 4 2 1 1 7 3 1 2 1 1 38
522 5 1 1 1 5 3 1 2 1 1 38
522 6 2 1 1 65 7 1 2 1 1 38
523 2 2 1 1 75 2 1 1 1 1 82
523 3 2 1 1 51 3 1 1 1 1 82
523 4 1 1 1 48 3 1 1 1 1 82
524 2 1 6 1 44 12 2 2 6 1 45
525 2 2 1 1 11 3 1 2 1 1 32
525 3 2 1 1 8 3 1 2 1 1 32
525 4 1 1 1 6 3 1 2 1 1 32
525 5 1 1 1 30 12 1 2 1 1 32
526 2 1 1 1 2 8 1 2 1 1 59
526 3 2 1 1 22 13 1 2 1 1 59
527 2 2 1 1 65 2 2 1 1 1 70
528 2 2 1 1 80 2 1 1 1 1 80
529 2 2 1 1 74 2 1 1 1 1 74
530 2 1 1 1 52 2 1 2 1 1 48
531 2 2 6 1 69 2 1 1 6 1 70
531 3 2 6 1 45 4 1 1 6 1 70
531 4 2 6 1 16 8 1 1 6 1 70
531 5 2 6 1 16 8 1 1 6 1 70
532 2 1 1 1 32 2 2 2 1 1 27
533 2 2 1 1 75 2 1 1 1 1 77
534 2 1 2 1 28 3 1 2 2 1 57
534 3 1 2 1 24 3 1 2 2 1 57
535 2 2 1 1 45 2 1 1 1 1 44
535 3 2 1 1 22 3 1 1 1 1 44
535 4 2 1 1 20 3 1 1 1 1 44
536 2 1 1 1 62 6 1 1 1 1 57
536 3 2 1 1 60 11 1 1 1 1 57
537 2 1 2 1 11 3 2 2 2 1 32
537 3 1 2 1 2 3 2 2 2 1 32
538 2 2 1 1 25 3 1 2 1 1 54
538 3 1 1 1 4 8 1 2 1 1 54
538 4 2 1 1 2 8 1 2 1 1 54
538 5 1 1 1 31 13 1 2 1 1 54
539 2 1 1 1 4 3 2 2 1 1 23
539 3 2 1 1 2 3 2 2 1 1 23
539 4 1 1 1 28 12 2 2 1 1 23
540 2 2 1 1 59 2 1 1 1 1 59
540 3 2 1 1 26 3 1 1 1 1 59
541 2 1 2 1 44 2 1 2 2 1 53
541 3 1 2 1 17 3 1 2 2 1 53
542 2 2 7 5 58 2 2 1 1 5 47
543 2 1 1 1 35 2 2 2 1 1 34
544 2 1 1 1 51 2 1 2 1 1 61
545 2 1 1 1 55 2 1 2 1 1 48
546 2 1 1 1 51 2 1 2 1 1 50
546 3 1 1 1 19 3 1 2 1 1 50
547 2 1 1 5 57 2 2 2 1 5 52
547 3 1 1 5 28 3 2 2 1 5 52
547 4 1 1 5 25 3 2 2 1 5 52
548 2 2 1 1 58 2 1 1 1 1 62
548 3 2 1 1 25 3 1 1 1 1 62
548 4 1 8 1 1 8 1 1 1 1 62
549 2 1 1 2 31 2 1 2 1 2 37
549 3 1 1 2 15 3 1 2 1 2 37
549 4 1 1 2 13 3 1 2 1 2 37
549 5 2 1 2 6 3 1 2 1 2 37
549 6 1 1 2 35 6 1 2 1 2 37
550 2 2 1 1 70 2 1 1 1 1 67
551 2 2 1 1 69 2 1 1 1 1 72
552 2 1 5 1 65 2 1 2 5 1 65
552 3 1 5 1 29 3 1 2 5 1 65
553 2 1 1 1 51 2 1 2 1 1 52
554 2 1 2 1 19 3 2 2 2 1 42
555 2 1 1 1 41 2 1 2 1 1 40
555 3 2 1 1 14 3 1 2 1 1 40
555 4 1 1 1 12 3 1 2 1 1 40
556 2 2 1 1 22 12 2 1 1 1 30
557 2 2 1 1 81 2 2 1 1 1 81
558 2 2 1 1 74 2 1 1 1 1 73
559 2 2 1 1 30 2 1 1 1 1 31
559 3 2 1 1 4 3 1 1 1 1 31
559 4 1 1 1 2 3 1 1 1 1 31
560 2 2 1 2 48 2 2 1 1 2 48
560 3 1 1 2 17 3 2 1 1 2 48
560 4 1 1 2 15 3 2 1 1 2 48
561 2 2 1 1 73 2 1 1 1 1 77
562 2 2 1 2 33 3 1 2 1 2 65
563 2 1 1 1 49 2 1 2 1 1 43
564 2 2 1 1 60 2 1 1 1 1 72
565 2 2 1 1 31 3 1 2 1 1 66
565 3 1 1 1 64 12 1 2 1 1 66
566 2 2 1 1 46 2 1 1 1 1 49
566 3 1 1 1 16 3 1 1 1 1 49
567 2 1 1 1 40 2 2 2 1 1 35
567 3 1 1 1 7 3 2 2 1 1 35
567 4 2 1 1 2 3 2 2 1 1 35
568 2 1 1 1 48 2 1 2 1 1 59
569 2 1 1 1 34 2 1 2 1 1 35
569 3 1 1 1 2 3 1 2 1 1 35
570 2 2 1 1 56 2 1 1 1 1 61
571 2 2 1 1 28 2 1 1 1 1 32
572 2 2 1 1 23 2 2 1 1 1 23
572 3 2 1 1 1 3 2 1 1 1 23
573 2 2 2 1 16 3 2 2 2 1 29
573 3 2 2 1 16 3 2 2 2 1 29
573 4 2 2 1 13 3 2 2 2 1 29
573 5 1 2 1 10 3 2 2 2 1 29
573 6 1 2 1 5 3 2 2 2 1 29
574 2 1 8 1 21 3 2 2 8 1 54
574 3 1 2 1 49 12 2 2 8 1 54
575 2 2 1 1 16 5 2 1 1 1 40
575 3 1 1 1 14 5 2 1 1 1 40
575 4 2 1 1 50 12 2 1 1 1 40
576 2 1 1 1 88 2 1 2 1 1 88
577 2 2 1 1 27 2 1 1 1 1 45
578 2 1 1 1 9 3 1 1 1 1 36
578 3 2 1 1 7 3 1 1 1 1 36
578 4 2 1 1 39 13 1 1 1 1 36
579 2 1 1 1 46 2 1 2 1 1 41
579 3 2 1 1 15 3 1 2 1 1 41
579 4 2 1 1 11 3 1 2 1 1 41
580 2 1 1 1 65 2 1 2 3 1 65
581 2 1 8 1 56 12 1 1 8 1 34
581 3 1 1 1 51 12 1 1 8 1 34
581 4 1 8 1 20 12 1 1 8 1 34
582 2 1 1 1 30 3 1 2 1 1 67
582 3 1 1 1 30 3 1 2 1 1 67
583 2 2 1 1 43 2 1 1 1 1 39
583 3 2 1 1 17 3 1 1 1 1 39
583 4 1 1 1 11 3 1 1 1 1 39
584 2 2 1 2 5 3 1 1 1 2 40
584 3 2 1 2 38 12 1 1 1 2 40
585 2 2 7 2 34 2 2 1 7 2 30
585 3 2 7 2 4 3 2 1 7 2 30
586 2 2 6 1 35 2 1 1 6 1 44
586 3 2 6 1 11 3 1 1 6 1 44
586 4 2 6 1 9 3 1 1 6 1 44
587 2 2 1 1 65 2 1 1 1 1 61
588 2 2 2 1 51 3 2 2 2 1 78
588 3 1 2 1 13 8 2 2 2 1 78
589 2 2 1 1 69 2 1 1 1 1 70
590 2 2 2 1 20 3 2 2 2 1 38
591 2 2 2 1 40 11 1 1 2 1 69
591 3 2 2 1 8 11 1 1 2 1 69
592 2 2 1 1 57 2 1 1 1 1 56
593 2 1 1 1 56 2 1 2 1 1 54
594 2 2 1 1 17 3 2 2 1 1 36
594 3 1 1 1 13 3 2 2 1 1 36
594 4 2 1 1 12 3 2 2 1 1 36
595 2 2 1 1 78 2 1 1 1 1 84
596 2 2 1 1 57 2 1 1 7 1 56
597 2 1 1 1 32 12 1 2 1 1 31
598 2 2 1 1 81 2 1 1 1 1 83
599 2 2 6 1 28 2 1 1 6 1 35
599 3 1 6 1 3 3 1 1 6 1 35
600 2 1 1 1 26 3 1 1 1 1 64
601 2 1 1 1 66 2 1 2 1 1 63
601 3 2 1 1 41 3 1 2 1 1 63
602 2 2 1 1 76 2 2 1 1 1 81
603 2 1 1 1 17 3 1 2 1 1 37
603 3 2 1 1 36 12 1 2 1 1 37
604 2 1 1 1 60 3 1 2 1 1 80
605 2 1 2 1 56 2 1 2 2 1 58
606 2 2 8 2 78 2 1 1 8 2 88
607 2 2 1 1 23 2 1 1 1 1 30
608 2 2 1 1 43 2 1 1 1 1 38
608 3 1 1 1 7 3 1 1 1 1 38
609 2 1 2 1 21 3 2 2 2 1 36
609 3 2 2 1 17 3 2 2 2 1 36
609 4 2 2 1 15 3 2 2 2 1 36
610 2 2 1 1 64 2 1 1 1 1 69
611 2 1 1 1 29 12 2 2 1 1 27
612 2 2 1 1 31 12 2 1 1 1 28
613 2 2 6 1 17 5 2 1 8 2 52
613 3 1 7 5 44 12 2 1 8 2 52
614 2 2 1 1 44 2 1 1 1 1 53
614 3 2 1 1 13 3 1 1 1 1 53
615 2 1 7 2 22 6 2 2 7 2 24
616 2 2 1 1 55 2 1 1 1 1 63
616 3 1 1 1 27 3 1 1 1 1 63
616 4 2 1 1 24 3 1 1 1 1 63
617 2 1 1 2 15 3 2 2 1 1 32
