Hhindex,pernum,sex,race,sthn,age,relate,ownership,householdsize
7892,1,1,1,1,75,1,1,2
7892,2,2,1,1,70,2,1,2
7893,1,1,1,1,53,1,1,2
7893,2,2,6,1,45,2,1,2
7894,1,2,1,1,73,1,1,2
7894,2,1,1,1,75,2,1,2
7895,1,2,7,2,33,1,2,3
7895,2,2,7,2,13,3,2,3
7895,3,1,7,2,4,3,2,3
7896,1,2,1,1,79,1,1,2
7896,2,1,1,1,76,11,1,2
7897,1,2,1,1,27,1,2,2
7897,2,2,1,1,23,11,2,2
7898,1,1,1,1,79,1,2,2
7898,2,2,1,1,79,2,2,2
7899,1,2,1,1,80,1,1,2
7899,2,1,1,1,84,2,1,2
7900,1,2,1,1,65,1,1,2
7900,2,1,1,1,82,2,1,2
7901,1,1,1,1,46,1,2,2
7901,2,1,1,1,10,3,2,2
7902,1,1,1,1,56,1,1,2
7902,2,2,1,1,55,2,1,2
7903,1,1,1,1,67,1,1,2
7903,2,2,1,1,62,2,1,2
7904,1,2,1,2,66,1,1,2
7904,2,2,1,2,64,11,1,2
7905,1,2,2,1,76,1,2,2
7905,2,2,2,1,63,7,2,2
7906,1,1,2,1,61,1,1,3
7906,2,2,2,1,38,3,1,3
7906,3,1,2,1,16,9,1,3
7907,1,2,1,1,48,1,1,4
7907,2,2,1,1,16,3,1,4
7907,3,1,1,1,14,3,1,4
7907,4,1,1,1,38,11,1,4
7908,1,2,1,1,43,1,1,4
7908,2,1,1,1,45,2,1,4
7908,3,2,1,1,12,3,1,4
7908,4,2,1,1,8,3,1,4
7909,1,1,1,1,77,1,1,2
7909,2,2,1,1,70,2,1,2
7910,1,2,1,1,62,1,1,2
7910,2,1,1,1,62,2,1,2
7911,1,1,2,1,75,1,1,2
7911,2,2,1,1,64,2,1,2
7912,1,2,1,1,61,1,1,2
7912,2,1,1,1,54,2,1,2
7913,1,2,1,1,87,1,1,2
7913,2,1,1,1,60,3,1,2
7914,1,2,2,1,61,1,1,2
7914,2,1,2,1,63,2,1,2
7915,1,1,1,1,40,1,2,2
7915,2,2,4,1,40,2,2,2
7916,1,2,1,1,51,1,1,2
7916,2,2,1,1,48,7,1,2
7917,1,1,1,1,74,1,1,2
7917,2,2,1,1,74,2,1,2
7918,1,1,1,1,51,1,2,2
7918,2,2,1,1,46,11,2,2
7919,1,2,1,1,70,1,1,2
7919,2,1,1,1,87,2,1,2
7920,1,2,2,1,56,1,1,2
7920,2,2,2,1,18,3,1,2
7921,1,2,1,1,69,1,1,3
7921,2,2,1,1,45,3,1,3
7921,3,2,1,1,15,9,1,3
7922,1,2,7,2,59,1,1,4
7922,2,2,7,2,25,3,1,4
7922,3,1,7,2,7,9,1,4
7922,4,1,7,2,25,11,1,4
7923,1,2,1,1,38,1,1,4
7923,2,1,1,1,41,2,1,4
7923,3,1,1,1,18,3,1,4
7923,4,2,1,1,14,3,1,4
7924,1,2,1,2,30,1,2,4
7924,2,1,1,2,28,2,2,4
7924,3,1,1,2,5,3,2,4
7924,4,1,1,2,3,3,2,4
7925,1,1,1,1,42,1,1,2
7925,2,2,1,1,44,2,1,2
7926,1,1,6,1,24,1,2,2
7926,2,1,6,1,13,7,2,2
7927,1,2,6,1,25,1,2,2
7927,2,1,1,1,25,11,2,2
7928,1,1,2,1,76,1,1,2
7928,2,2,2,1,70,2,1,2
7929,1,2,4,1,60,1,1,2
7929,2,1,1,1,60,2,1,2
7930,1,1,1,1,55,1,1,2
7930,2,2,1,1,57,2,1,2
7931,1,2,7,2,59,1,1,2
7931,2,1,1,1,63,2,1,2
7932,1,1,1,1,66,1,1,2
7932,2,2,5,1,62,2,1,2
7933,1,2,2,1,68,1,1,2
7933,2,2,2,1,17,9,1,2
7934,1,1,6,1,44,1,1,4
7934,2,2,6,1,44,2,1,4
7934,3,2,6,1,21,3,1,4
7934,4,2,6,1,17,3,1,4
7935,1,2,7,5,45,1,1,3
7935,2,2,7,5,19,3,1,3
7935,3,2,7,5,15,3,1,3
7936,1,1,1,1,75,1,1,2
7936,2,2,1,1,71,2,1,2
7937,1,1,1,5,45,1,2,4
7937,2,2,1,1,44,2,2,4
7937,3,1,1,1,13,3,2,4
7937,4,1,1,1,10,3,2,4
7938,1,1,1,1,48,1,1,4
7938,2,2,6,1,41,2,1,4
7938,3,1,8,1,11,3,1,4
7938,4,2,8,1,9,3,1,4
7939,1,2,1,1,24,1,2,2
7939,2,1,1,1,24,11,2,2
7940,1,2,1,1,33,1,1,4
7940,2,1,6,1,45,2,1,4
7940,3,2,8,1,4,3,1,4
7940,4,2,1,1,62,5,1,4
7941,1,2,6,1,53,1,2,2
7941,2,2,6,1,23,3,2,2
7942,1,2,1,1,48,1,1,4
7942,2,1,1,1,49,2,1,4
7942,3,1,1,1,23,3,1,4
7942,4,1,1,1,18,3,1,4
7943,1,2,2,1,53,1,2,2
7943,2,1,1,1,45,11,2,2
7944,1,1,1,1,52,1,1,3
7944,2,2,1,1,53,2,1,3
7944,3,2,1,1,14,3,1,3
7945,1,2,4,1,41,1,1,3
7945,2,1,4,1,49,2,1,3
7945,3,1,4,1,14,3,1,3
7946,1,1,1,1,31,1,1,4
7946,2,2,1,1,31,2,1,4
7946,3,2,1,1,9,3,1,4
7946,4,1,1,1,5,3,1,4
7947,1,2,1,1,61,1,1,3
7947,2,1,1,1,60,2,1,3
7947,3,2,1,1,25,3,1,3
7948,1,1,2,1,44,1,2,2
7948,2,2,2,1,37,2,2,2
7949,1,1,4,5,51,1,1,2
7949,2,2,4,1,55,10,1,2
7950,1,1,1,1,73,1,1,2
7950,2,2,1,1,71,2,1,2
7951,1,1,1,1,73,1,1,2
7951,2,2,1,1,70,2,1,2
7952,1,2,1,1,50,1,1,4
7952,2,1,1,1,51,2,1,4
7952,3,2,1,1,25,3,1,4
7952,4,1,1,1,1,9,1,4
7953,1,2,1,1,78,1,2,3
7953,2,1,1,1,66,2,2,3
7953,3,1,1,1,53,3,2,3
7954,1,2,2,1,48,1,2,2
7954,2,2,2,1,13,3,2,2
7955,1,1,7,2,45,1,2,3
7955,2,2,7,2,37,2,2,3
7955,3,1,7,2,6,3,2,3
7956,1,2,4,1,55,1,1,2
7956,2,1,4,1,18,3,1,2
7957,1,1,1,1,74,1,1,2
7957,2,2,1,1,70,2,1,2
7958,1,2,1,1,62,1,1,4
7958,2,1,7,2,63,2,1,4
7958,3,1,7,2,26,3,1,4
7958,4,1,7,2,25,3,1,4
7959,1,1,6,1,60,1,2,2
7959,2,2,6,1,63,2,2,2
7960,1,1,1,1,62,1,1,2
7960,2,2,1,1,62,2,1,2
7961,1,1,1,2,29,1,2,4
7961,2,1,1,2,3,3,2,4
7961,3,2,1,2,50,5,2,4
7961,4,2,1,1,25,11,2,4
7962,1,1,1,1,53,1,1,4
7962,2,2,8,2,53,2,1,4
7962,3,2,1,2,20,3,1,4
7962,4,1,1,2,16,3,1,4
7963,1,1,4,1,70,1,1,2
7963,2,2,4,1,67,2,1,2
7964,1,1,1,1,29,1,2,4
7964,2,2,1,1,30,2,2,4
7964,3,1,1,1,8,3,2,4
7964,4,2,1,1,3,3,2,4
7965,1,1,1,1,61,1,1,2
7965,2,2,1,1,55,11,1,2
7966,1,2,1,1,61,1,1,2
7966,2,1,1,1,65,2,1,2
7967,1,1,1,1,68,1,1,2
7967,2,2,1,1,67,2,1,2
7968,1,1,1,1,68,1,1,2
7968,2,2,1,1,65,2,1,2
7969,1,2,1,1,63,1,1,2
7969,2,1,1,1,64,12,1,2
7970,1,1,8,1,38,1,2,3
7970,2,2,1,1,33,2,2,3
7970,3,2,8,1,3,3,2,3
7971,1,1,1,1,71,1,1,2
7971,2,2,1,1,64,2,1,2
7972,1,1,3,1,44,1,2,2
7972,2,2,1,1,53,2,2,2
7973,1,2,6,1,33,1,1,4
7973,2,1,6,1,34,2,1,4
7973,3,1,6,1,5,3,1,4
7973,4,2,6,1,2,3,1,4
7974,1,1,1,1,47,1,2,2
7974,2,2,1,1,49,2,2,2
7975,1,1,1,1,57,1,1,4
7975,2,2,1,1,56,2,1,4
7975,3,1,1,1,23,3,1,4
7975,4,1,1,1,20,3,1,4
7976,1,1,1,2,48,1,1,4
7976,2,2,1,2,47,2,1,4
7976,3,2,1,2,24,3,1,4
7976,4,1,1,2,23,3,1,4
7977,1,1,1,1,28,1,2,4
7977,2,2,1,1,26,2,2,4
7977,3,1,1,1,3,3,2,4
7977,4,1,1,1,2,3,2,4
7978,1,1,6,1,32,1,2,2
7978,2,2,6,1,28,2,2,2
7979,1,1,7,2,33,1,1,2
7979,2,2,7,2,23,11,1,2
7980,1,1,1,1,64,1,1,2
7980,2,2,1,1,62,2,1,2
7981,1,1,1,1,38,1,2,2
7981,2,1,1,1,29,11,2,2
7982,1,2,1,1,51,1,1,3
7982,2,1,1,1,56,2,1,3
7982,3,1,1,1,16,3,1,3
7983,1,1,8,1,54,1,1,4
7983,2,2,2,1,49,2,1,4
7983,3,2,9,1,19,3,1,4
7983,4,2,9,1,14,3,1,4
7984,1,1,1,1,42,1,2,4
7984,2,2,1,1,39,2,2,4
7984,3,2,1,1,16,3,2,4
7984,4,2,1,1,15,3,2,4
7985,1,1,1,1,65,1,1,2
7985,2,2,1,1,57,2,1,2
7986,1,2,1,2,67,1,2,2
7986,2,1,1,2,67,2,2,2
7987,1,2,7,2,60,1,1,2
7987,2,1,7,2,63,2,1,2
7988,1,2,6,1,57,1,1,4
7988,2,1,6,1,34,3,1,4
7988,3,1,6,1,25,3,1,4
7988,4,2,4,1,35,4,1,4
7989,1,2,1,1,58,1,1,3
7989,2,2,1,1,38,3,1,3
7989,3,2,8,1,19,9,1,3
7990,1,1,1,1,53,1,1,2
7990,2,2,1,1,45,2,1,2
7991,1,1,1,1,61,1,1,2
7991,2,2,1,1,63,2,1,2
7992,1,1,1,1,38,1,1,3
7992,2,2,1,1,41,2,1,3
7992,3,1,1,1,11,3,1,3
7993,1,2,1,1,57,1,1,4
7993,2,1,1,1,65,2,1,4
7993,3,1,1,1,31,3,1,4
7993,4,1,1,1,21,3,1,4
7994,1,1,1,1,64,1,1,2
7994,2,2,1,1,53,2,1,2
7995,1,2,1,1,50,1,2,2
7995,2,1,1,1,40,2,2,2
7996,1,1,1,1,61,1,2,2
7996,2,2,1,1,59,2,2,2
7997,1,2,1,1,64,1,1,2
7997,2,2,1,1,42,3,1,2
7998,1,1,8,1,64,1,2,2
7998,2,2,1,1,58,2,2,2
7999,1,2,1,5,53,1,2,4
7999,2,1,1,2,42,2,2,4
7999,3,2,1,5,7,3,2,4
7999,4,2,1,5,4,3,2,4
8000,1,1,1,1,29,1,1,3
8000,2,2,1,1,29,2,1,3
8000,3,2,1,1,5,3,1,3
8001,1,1,1,1,54,1,1,3
8001,2,2,7,2,53,2,1,3
8001,3,1,7,2,26,3,1,3
8002,1,2,2,1,39,1,1,3
8002,2,1,2,1,41,2,1,3
8002,3,1,2,1,19,3,1,3
8003,1,1,1,2,58,1,1,2
8003,2,2,1,1,62,2,1,2
8004,1,1,7,4,69,1,2,3
8004,2,2,7,4,60,2,2,3
8004,3,1,7,4,69,8,2,3
8005,1,1,6,1,54,1,1,4
8005,2,1,6,1,31,7,1,4
8005,3,1,6,1,58,12,1,4
8005,4,1,6,1,53,12,1,4
8006,1,1,1,1,57,1,1,3
8006,2,2,5,1,54,2,1,3
8006,3,1,8,1,21,3,1,3
8007,1,2,1,2,43,1,2,3
8007,2,2,1,2,26,3,2,3
8007,3,1,1,2,20,3,2,3
8008,1,1,4,1,60,1,1,2
8008,2,2,4,1,57,2,1,2
8009,1,2,2,1,58,1,2,2
8009,2,2,2,1,3,9,2,2
8010,1,2,2,1,29,1,1,4
8010,2,1,1,1,31,2,1,4
8010,3,1,8,1,6,3,1,4
8010,4,2,8,1,4,3,1,4
8011,1,2,1,1,27,1,2,3
8011,2,1,1,1,29,2,2,3
8011,3,2,1,1,3,3,2,3
8012,1,2,1,1,30,1,2,2
8012,2,1,1,1,4,3,2,2
8013,1,1,1,1,32,1,2,4
8013,2,2,1,1,29,2,2,4
8013,3,2,1,1,3,3,2,4
8013,4,1,1,1,1,3,2,4
8014,1,1,1,1,39,1,1,4
8014,2,2,1,1,40,2,1,4
8014,3,1,1,1,8,3,1,4
8014,4,1,1,1,8,3,1,4
8015,1,1,2,1,64,1,1,2
8015,2,2,1,2,62,2,1,2
8016,1,1,1,1,63,1,1,2
8016,2,2,6,1,58,2,1,2
8017,1,1,1,1,67,1,1,4
8017,2,2,1,1,66,2,1,4
8017,3,2,1,1,40,3,1,4
8017,4,1,1,1,18,9,1,4
8018,1,1,2,1,54,1,1,3
8018,2,2,2,1,50,2,1,3
8018,3,2,2,1,21,3,1,3
8019,1,2,7,1,39,1,1,4
8019,2,1,1,1,40,2,1,4
8019,3,1,1,1,9,3,1,4
8019,4,1,1,1,6,3,1,4
8020,1,1,1,1,61,1,1,2
8020,2,2,1,1,53,2,1,2
8021,1,1,1,1,53,1,2,4
8021,2,2,1,1,47,2,2,4
8021,3,2,1,1,17,3,2,4
8021,4,2,1,1,12,3,2,4
8022,1,1,1,1,62,1,1,3
8022,2,2,1,1,65,2,1,3
8022,3,1,1,1,30,3,1,3
8023,1,2,7,2,38,1,2,4
8023,2,2,7,2,15,3,2,4
8023,3,1,7,2,14,3,2,4
8023,4,2,7,2,7,3,2,4
8024,1,2,1,2,24,1,2,3
8024,2,2,1,2,9,3,2,3
8024,3,2,1,2,6,3,2,3
8025,1,1,7,2,37,1,1,4
8025,2,2,7,2,34,2,1,4
8025,3,1,7,2,16,3,1,4
8025,4,2,7,2,13,3,1,4
8026,1,1,1,1,71,1,1,3
8026,2,2,1,1,68,2,1,3
8026,3,1,1,1,34,3,1,3
8027,1,1,1,2,35,1,1,4
8027,2,2,1,2,42,2,1,4
8027,3,1,1,2,12,3,1,4
8027,4,2,1,2,8,3,1,4
8028,1,2,8,1,43,1,2,2
8028,2,2,8,1,7,3,2,2
8029,1,1,6,1,47,1,2,3
8029,2,2,6,1,35,2,2,3
8029,3,2,6,1,5,3,2,3
8030,1,1,6,1,37,1,2,4
8030,2,2,8,1,35,2,2,4
8030,3,1,8,1,8,3,2,4
8030,4,2,8,1,4,3,2,4
8031,1,1,1,1,65,1,2,2
8031,2,2,1,1,63,2,2,2
8032,1,2,2,1,41,1,2,4
8032,2,1,2,1,22,3,2,4
8032,3,1,2,1,19,3,2,4
8032,4,2,2,1,18,3,2,4
8033,1,1,4,1,50,1,1,4
8033,2,2,4,1,51,2,1,4
8033,3,2,4,1,23,3,1,4
8033,4,1,4,1,18,3,1,4
8034,1,2,1,1,22,1,2,3
8034,2,1,1,1,3,3,2,3
8034,3,1,1,1,33,11,2,3
8035,1,1,1,1,23,1,2,2
8035,2,1,1,1,25,11,2,2
8036,1,2,4,1,50,1,1,2
8036,2,2,4,1,49,7,1,2
8037,1,2,1,1,48,1,1,3
8037,2,1,1,1,50,2,1,3
8037,3,1,1,1,14,3,1,3
8038,1,2,1,1,70,1,1,2
8038,2,1,1,1,44,3,1,2
8039,1,2,1,1,66,1,1,2
8039,2,1,1,1,67,2,1,2
8040,1,2,1,1,63,1,1,2
8040,2,1,1,1,64,2,1,2
8041,1,1,6,1,42,1,2,2
8041,2,2,1,1,22,2,2,2
8042,1,2,1,1,61,1,1,4
8042,2,2,1,1,20,9,1,4
8042,3,1,1,1,17,9,1,4
8042,4,2,1,1,13,9,1,4
8043,1,1,6,1,63,1,2,3
8043,2,1,6,1,68,11,2,3
8043,3,2,6,1,59,11,2,3
8044,1,2,1,1,56,1,2,2
8044,2,1,1,1,52,2,2,2
8045,1,2,1,1,37,1,1,2
8045,2,1,1,1,38,2,1,2
8046,1,1,1,2,54,1,2,2
8046,2,2,1,2,62,2,2,2
8047,1,1,1,1,31,1,1,2
8047,2,2,1,1,28,2,1,2
8048,1,1,1,1,72,1,1,2
8048,2,2,1,1,71,2,1,2
8049,1,1,6,1,75,1,2,2
8049,2,2,6,1,70,2,2,2
8050,1,2,2,1,76,1,1,2
8050,2,2,2,1,53,3,1,2
8051,1,1,2,1,52,1,1,2
8051,2,2,2,1,48,11,1,2
8052,1,1,1,1,59,1,1,4
8052,2,2,1,1,59,2,1,4
8052,3,1,1,1,33,3,1,4
8052,4,1,1,1,32,3,1,4
8053,1,1,1,2,37,1,1,3
8053,2,1,1,2,16,3,1,3
8053,3,2,1,2,8,3,1,3
8054,1,1,1,1,78,1,1,2
8054,2,2,1,1,77,2,1,2
8055,1,2,1,1,25,1,2,2
8055,2,1,1,2,31,11,2,2
8056,1,1,1,1,67,1,1,2
8056,2,2,1,1,70,2,1,2
8057,1,1,4,1,40,1,1,2
8057,2,1,1,1,35,11,1,2
8058,1,2,1,1,25,1,2,3
8058,2,1,1,1,28,2,2,3
8058,3,1,1,1,3,3,2,3
8059,1,1,1,1,88,1,1,2
8059,2,2,1,1,82,2,1,2
8060,1,2,1,1,36,1,2,3
8060,2,2,1,1,10,3,2,3
8060,3,2,1,1,9,3,2,3
8061,1,1,6,1,52,1,2,3
8061,2,2,6,1,53,2,2,3
8061,3,1,6,1,17,3,2,3
8062,1,1,1,1,69,1,2,2
8062,2,2,1,1,76,7,2,2
8063,1,1,1,1,24,1,2,2
8063,2,2,1,1,22,11,2,2
8064,1,1,1,1,43,1,1,3
8064,2,2,1,2,37,2,1,3
8064,3,2,1,2,3,3,1,3
8065,1,2,1,1,41,1,2,3
8065,2,1,1,1,43,2,2,3
8065,3,1,9,1,7,3,2,3
8066,1,2,1,1,54,1,1,3
8066,2,1,1,1,63,2,1,3
8066,3,1,1,1,17,3,1,3
8067,1,2,1,2,33,1,2,3
8067,2,2,1,2,40,11,2,3
8067,3,2,1,2,37,11,2,3
8068,1,1,1,1,70,1,1,2
8068,2,2,1,1,94,5,1,2
8069,1,2,1,1,65,1,1,2
8069,2,1,1,2,72,11,1,2
8070,1,1,1,1,36,1,1,4
8070,2,2,1,1,35,2,1,4
8070,3,1,1,1,5,3,1,4
8070,4,1,1,1,3,3,1,4
8071,1,1,1,1,59,1,1,3
8071,2,2,1,1,54,2,1,3
8071,3,1,1,1,35,3,1,3
8072,1,2,1,1,52,1,1,3
8072,2,1,1,1,57,2,1,3
8072,3,2,1,1,19,3,1,3
8073,1,2,4,1,42,1,1,4
8073,2,1,4,1,42,2,1,4
8073,3,2,4,1,7,3,1,4
8073,4,1,4,1,3,3,1,4
8074,1,1,1,2,37,1,2,3
8074,2,2,1,2,37,2,2,3
8074,3,2,1,2,18,3,2,3
8075,1,1,6,1,49,1,1,4
8075,2,2,4,1,44,2,1,4
8075,3,1,6,1,13,3,1,4
8075,4,1,6,1,12,3,1,4
8076,1,1,1,1,70,1,1,2
8076,2,2,1,1,68,2,1,2
8077,1,2,2,4,54,1,1,3
8077,2,2,7,4,29,3,1,3
8077,3,2,8,4,5,9,1,3
8078,1,2,1,1,58,1,1,2
8078,2,1,1,1,63,2,1,2
8079,1,2,1,1,35,1,2,2
8079,2,2,1,1,5,3,2,2
8080,1,1,1,1,41,1,1,2
8080,2,2,1,1,15,3,1,2
8081,1,2,1,1,68,1,1,2
8081,2,2,1,1,65,12,1,2
8082,1,1,1,1,61,1,1,2
8082,2,2,1,1,53,2,1,2
8083,1,2,7,2,26,1,2,3
8083,2,1,8,2,7,3,2,3
8083,3,1,8,2,3,3,2,3
8084,1,2,8,1,23,1,2,4
8084,2,1,2,1,11,3,2,4
8084,3,1,2,1,10,3,2,4
8084,4,2,1,5,52,5,2,4
8085,1,2,6,1,25,1,2,2
8085,2,1,6,1,32,11,2,2
8086,1,1,1,2,34,1,1,4
8086,2,2,1,2,27,2,1,4
8086,3,1,1,2,11,3,1,4
8086,4,2,1,2,8,3,1,4
8087,1,1,1,1,48,1,1,3
8087,2,2,1,1,42,2,1,3
8087,3,1,1,1,21,3,1,3
8088,1,1,1,2,61,1,1,4
8088,2,1,1,2,23,3,1,4
8088,3,2,1,2,51,11,1,4
8088,4,2,1,2,22,12,1,4
8089,1,1,1,1,70,1,1,2
8089,2,2,1,1,58,2,1,2
8090,1,1,6,1,44,1,2,2
8090,2,2,1,1,39,11,2,2
8091,1,1,4,1,54,1,1,3
8091,2,2,4,1,56,2,1,3
8091,3,1,4,1,17,3,1,3
8092,1,1,1,1,75,1,1,2
8092,2,2,1,1,71,2,1,2
8093,1,1,6,1,32,1,1,3
8093,2,2,6,1,31,2,1,3
8093,3,2,6,1,4,3,1,3
8094,1,1,1,1,68,1,1,2
8094,2,2,1,1,63,2,1,2
8095,1,1,7,2,48,1,1,2
8095,2,1,7,2,82,5,1,2
8096,1,1,1,1,68,1,1,2
8096,2,2,1,1,68,2,1,2
8097,1,1,1,1,56,1,1,2
8097,2,1,1,1,57,11,1,2
8098,1,1,2,1,76,1,1,2
8098,2,2,2,1,75,11,1,2
8099,1,2,1,2,28,1,2,3
8099,2,1,1,2,9,3,2,3
8099,3,1,1,2,5,3,2,3
8100,1,1,1,1,30,1,2,3
8100,2,2,1,5,31,2,2,3
8100,3,1,1,1,1,3,2,3
8101,1,1,1,1,42,1,1,4
8101,2,2,1,1,41,2,1,4
8101,3,2,1,1,7,3,1,4
8101,4,1,1,1,4,3,1,4
8102,1,1,6,1,56,1,1,3
8102,2,2,6,1,46,2,1,3
8102,3,2,6,1,70,6,1,3
8103,1,1,1,2,52,1,1,4
8103,2,2,1,2,49,2,1,4
8103,3,1,1,2,32,3,1,4
8103,4,1,1,2,21,3,1,4
8104,1,1,1,1,65,1,1,2
8104,2,2,1,1,66,2,1,2
8105,1,1,1,1,48,1,1,3
8105,2,2,1,1,4,3,1,3
8105,3,2,1,1,44,11,1,3
8106,1,2,2,1,70,1,1,2
8106,2,2,2,1,19,9,1,2
8107,1,1,1,1,63,1,1,3
8107,2,2,1,1,60,2,1,3
8107,3,1,1,1,18,3,1,3
8108,1,1,1,2,56,1,2,2
8108,2,2,1,2,49,11,2,2
8109,1,2,6,1,32,1,2,3
8109,2,1,6,1,57,2,2,3
8109,3,1,6,1,4,3,2,3
8110,1,2,7,5,52,1,1,2
8110,2,1,8,5,22,3,1,2
8111,1,2,1,2,31,1,2,4
8111,2,1,1,2,33,2,2,4
8111,3,1,1,2,6,3,2,4
8111,4,2,1,2,1,3,2,4
8112,1,2,2,1,26,1,2,4
8112,2,2,2,1,5,3,2,4
8112,3,2,2,1,1,3,2,4
8112,4,1,2,1,26,11,2,4
8113,1,1,1,1,54,1,1,3
8113,2,2,1,1,50,2,1,3
8113,3,2,1,1,25,3,1,3
8114,1,1,4,1,43,1,1,4
8114,2,2,6,1,37,2,1,4
8114,3,1,6,1,6,3,1,4
8114,4,2,6,1,2,3,1,4
8115,1,1,1,1,42,1,2,3
8115,2,2,1,1,41,2,2,3
8115,3,1,1,1,8,3,2,3
8116,1,1,9,5,40,1,1,4
8116,2,2,7,2,39,2,1,4
8116,3,1,9,2,10,3,1,4
8116,4,1,9,2,7,3,1,4
8117,1,1,6,1,58,1,2,3
8117,2,1,6,1,32,3,2,3
8117,3,1,6,1,24,3,2,3
8118,1,1,1,1,55,1,1,4
8118,2,2,1,1,48,2,1,4
8118,3,2,1,1,22,3,1,4
8118,4,2,1,1,18,3,1,4
8119,1,1,1,1,53,1,1,2
8119,2,2,1,1,63,2,1,2
8120,1,1,1,1,45,1,1,4
8120,2,2,1,1,40,2,1,4
8120,3,1,1,1,11,3,1,4
8120,4,1,1,1,8,3,1,4
8121,1,1,1,1,24,1,2,2
8121,2,2,1,1,22,2,2,2
8122,1,1,1,1,53,1,1,2
8122,2,2,8,2,59,11,1,2
8123,1,1,1,1,33,1,1,4
8123,2,2,8,2,33,2,1,4
8123,3,1,8,2,5,3,1,4
8123,4,2,8,2,3,3,1,4
8124,1,2,8,2,61,1,1,3
8124,2,1,1,1,62,2,1,3
8124,3,1,7,2,94,5,1,3
8125,1,1,1,2,56,1,1,4
8125,2,2,1,1,52,2,1,4
8125,3,1,1,2,28,3,1,4
8125,4,1,1,2,4,9,1,4
8126,1,2,1,1,32,1,2,4
8126,2,1,1,1,33,2,2,4
8126,3,1,1,1,5,3,2,4
8126,4,2,1,2,3,3,2,4
8127,1,1,1,1,46,1,1,2
8127,2,2,1,1,60,2,1,2
8128,1,1,1,1,47,1,1,4
8128,2,2,1,1,43,2,1,4
8128,3,2,1,1,4,3,1,4
8128,4,2,1,1,2,3,1,4
8129,1,1,4,1,44,1,1,4
8129,2,2,4,1,42,2,1,4
8129,3,1,4,1,9,3,1,4
8129,4,1,4,1,6,3,1,4
8130,1,1,1,1,72,1,1,2
8130,2,2,1,1,62,2,1,2
8131,1,1,6,1,51,1,2,4
8131,2,2,6,1,21,3,2,4
8131,3,1,6,1,15,3,2,4
8131,4,2,6,1,51,10,2,4
8132,1,1,1,1,47,1,1,2
8132,2,2,1,1,47,2,1,2
8133,1,2,2,1,53,1,1,3
8133,2,2,2,1,51,7,1,3
8133,3,2,2,1,11,10,1,3
8134,1,1,1,1,45,1,2,4
8134,2,2,1,1,34,2,2,4
8134,3,1,1,1,9,3,2,4
8134,4,1,1,1,1,3,2,4
8135,1,1,1,1,47,1,1,2
8135,2,2,5,1,37,2,1,2
8136,1,2,1,1,54,1,1,3
8136,2,2,1,1,22,3,1,3
8136,3,1,1,1,18,3,1,3
8137,1,1,1,1,25,1,1,2
8137,2,2,1,1,26,2,1,2
8138,1,2,6,1,76,1,1,2
8138,2,2,6,1,51,3,1,2
8139,1,1,1,1,78,1,1,2
8139,2,2,1,1,78,2,1,2
8140,1,1,1,1,41,1,1,3
8140,2,2,1,1,41,2,1,3
8140,3,2,1,1,11,3,1,3
8141,1,1,1,2,36,1,2,4
8141,2,1,1,2,5,3,2,4
8141,3,2,1,2,36,10,2,4
8141,4,2,1,2,1,12,2,4
8142,1,2,1,1,27,1,2,2
8142,2,2,1,1,30,7,2,2
8143,1,1,1,1,60,1,2,2
8143,2,2,1,1,62,2,2,2
8144,1,1,1,5,27,1,2,4
8144,2,1,1,5,31,11,2,4
8144,3,1,1,5,29,11,2,4
8144,4,1,1,5,25,11,2,4
8145,1,1,1,1,66,1,1,2
8145,2,2,1,1,59,2,1,2
8146,1,1,1,1,47,1,1,2
8146,2,2,1,1,46,2,1,2
8147,1,2,8,5,50,1,2,2
8147,2,1,8,5,48,12,2,2
8148,1,1,1,1,55,1,1,2
8148,2,2,1,1,55,2,1,2
8149,1,1,1,1,60,1,1,2
8149,2,2,1,1,56,2,1,2
8150,1,1,1,1,47,1,1,2
8150,2,1,1,1,19,3,1,2
8151,1,2,1,1,61,1,2,2
8151,2,1,1,1,57,2,2,2
8152,1,2,1,1,74,1,1,2
8152,2,1,1,1,55,3,1,2
8153,1,2,5,1,40,1,1,4
8153,2,1,5,1,40,2,1,4
8153,3,2,5,1,7,3,1,4
8153,4,1,5,1,3,3,1,4
8154,1,1,1,1,54,1,1,4
8154,2,2,1,1,37,2,1,4
8154,3,1,1,1,16,3,1,4
8154,4,2,1,1,12,3,1,4
8155,1,1,1,1,32,1,1,3
8155,2,2,1,1,29,2,1,3
8155,3,1,1,1,39,8,1,3
8156,1,2,2,1,59,1,1,2
8156,2,1,2,1,37,3,1,2
8157,1,2,6,1,44,1,1,4
8157,2,1,6,1,48,2,1,4
8157,3,1,6,1,15,3,1,4
8157,4,1,6,1,9,3,1,4
8158,1,2,1,1,66,1,1,2
8158,2,1,1,1,41,3,1,2
8159,1,1,1,1,52,1,1,4
8159,2,2,1,1,50,2,1,4
8159,3,1,1,1,20,3,1,4
8159,4,2,1,1,13,3,1,4
8160,1,1,1,1,57,1,1,2
8160,2,2,1,2,53,2,1,2
8161,1,2,6,1,39,1,1,4
8161,2,1,6,1,39,2,1,4
8161,3,2,6,1,7,3,1,4
8161,4,1,6,1,4,3,1,4
8162,1,2,1,1,26,1,2,2
