Hhindex,pernum,sex,race,sthn,age,relate,ownership,householdsize
1447,2,2,1,1,54,2,1,3
1447,3,1,1,1,19,3,1,3
1448,1,1,1,1,40,1,1,4
1448,2,2,1,1,48,2,1,4
1448,3,2,1,1,11,3,1,4
1448,4,2,1,1,15,3,1,4
1449,1,1,1,1,49,1,1,4
1449,2,2,1,1,44,2,1,4
1449,3,2,1,1,18,3,1,4
1449,4,1,1,1,10,3,1,4
1450,1,1,1,1,69,1,1,2
1450,2,2,1,1,69,2,1,2
1451,1,2,7,2,49,1,1,4
1451,2,1,7,2,31,2,1,4
1451,3,1,7,2,20,3,1,4
1451,4,1,7,2,20,3,1,4
1452,1,1,1,1,66,1,1,2
1452,2,2,5,1,49,2,1,2
1453,1,2,1,1,58,1,2,2
1453,2,1,1,1,17,3,2,2
1454,1,1,1,1,40,1,1,4
1454,2,2,1,1,39,2,1,4
1454,3,2,1,1,15,3,1,4
1454,4,2,1,1,8,3,1,4
1455,1,2,8,1,36,1,2,4
1455,2,1,6,2,41,2,2,4
1455,3,1,6,2,14,3,2,4
1455,4,1,6,2,6,3,2,4
1456,1,1,6,1,50,1,1,3
1456,2,2,6,1,49,2,1,3
1456,3,1,6,1,14,3,1,3
1457,1,1,1,1,38,1,2,2
1457,2,2,1,1,32,11,2,2
1458,1,1,1,1,41,1,1,2
1458,2,1,1,1,7,3,1,2
1459,1,1,5,1,35,1,2,4
1459,2,1,5,1,35,7,2,4
1459,3,1,5,1,72,10,2,4
1459,4,2,5,1,69,10,2,4
1460,1,1,1,1,85,1,1,2
1460,2,2,1,1,80,2,1,2
1461,1,2,1,1,29,1,1,3
1461,2,1,1,1,30,2,1,3
1461,3,1,1,1,2,3,1,3
1462,1,2,1,5,53,1,1,4
1462,2,1,1,1,54,2,1,4
1462,3,1,1,5,27,3,1,4
1462,4,2,1,5,15,3,1,4
1463,1,1,6,1,27,1,2,3
1463,2,1,6,1,31,11,2,3
1463,3,1,6,1,30,11,2,3
1464,1,2,1,1,34,1,1,4
1464,2,1,1,1,36,2,1,4
1464,3,2,1,1,10,3,1,4
1464,4,1,1,1,8,3,1,4
1465,1,2,1,1,33,1,1,3
1465,2,1,9,1,8,3,1,3
1465,3,1,9,1,4,3,1,3
1466,1,1,6,1,56,1,2,2
1466,2,2,6,1,42,2,2,2
1467,1,2,1,1,45,1,1,2
1467,2,1,3,2,47,2,1,2
1468,1,1,1,1,79,1,1,2
1468,2,2,1,2,61,2,1,2
1469,1,2,7,2,52,1,2,2
1469,2,1,1,2,19,3,2,2
1470,1,2,1,1,26,1,2,2
1470,2,2,1,1,26,11,2,2
1471,1,1,7,5,44,1,2,4
1471,2,2,7,5,45,2,2,4
1471,3,1,7,5,20,3,2,4
1471,4,2,7,5,15,3,2,4
1472,1,1,1,1,47,1,1,4
1472,2,2,1,1,47,2,1,4
1472,3,2,1,1,19,3,1,4
1472,4,1,1,1,15,3,1,4
1473,1,1,1,1,41,1,1,4
1473,2,2,1,1,40,2,1,4
1473,3,1,1,1,16,3,1,4
1473,4,2,1,1,13,3,1,4
1474,1,2,1,1,33,1,2,3
1474,2,1,1,1,35,2,2,3
1474,3,1,1,1,8,3,2,3
1475,1,1,7,2,33,1,2,4
1475,2,1,7,2,11,3,2,4
1475,3,1,7,2,8,3,2,4
1475,4,2,7,2,35,11,2,4
1476,1,2,1,2,74,1,1,2
1476,2,1,1,2,42,3,1,2
1477,1,1,1,1,56,1,1,3
1477,2,2,1,1,55,2,1,3
1477,3,2,1,1,18,3,1,3
1478,1,2,1,2,42,1,2,4
1478,2,1,1,2,40,2,2,4
1478,3,1,1,2,17,3,2,4
1478,4,2,1,2,15,3,2,4
1479,1,1,1,1,57,1,1,3
1479,2,2,1,1,23,3,1,3
1479,3,2,1,1,20,3,1,3
1480,1,2,7,2,30,1,1,4
1480,2,1,7,2,11,3,1,4
1480,3,1,7,2,9,3,1,4
1480,4,1,7,2,6,3,1,4
1481,1,2,1,1,53,1,1,2
1481,2,1,1,1,43,2,1,2
1482,1,2,1,2,40,1,1,4
1482,2,2,1,2,17,3,1,4
1482,3,2,1,2,13,3,1,4
1482,4,1,1,2,5,3,1,4
1483,1,1,1,1,56,1,1,3
1483,2,2,1,1,54,2,1,3
1483,3,1,1,1,55,12,1,3
1484,1,2,1,1,29,1,1,2
1484,2,1,1,1,32,2,1,2
1485,1,1,7,2,50,1,2,3
1485,2,2,7,5,38,2,2,3
1485,3,2,7,5,6,3,2,3
1486,1,1,1,1,70,1,1,2
1486,2,2,1,1,68,2,1,2
1487,1,1,1,1,38,1,2,3
1487,2,2,1,2,31,2,2,3
1487,3,1,1,2,2,3,2,3
1488,1,1,1,1,50,1,1,3
1488,2,2,1,1,52,2,1,3
1488,3,1,1,1,17,3,1,3
1489,1,1,1,2,57,1,2,2
1489,2,2,1,2,61,11,2,2
1490,1,1,1,1,40,1,2,4
1490,2,2,1,1,35,2,2,4
1490,3,2,1,1,11,3,2,4
1490,4,1,1,1,8,3,2,4
1491,1,2,1,2,45,1,2,2
1491,2,1,1,1,42,2,2,2
1492,1,1,1,1,53,1,1,2
1492,2,2,5,1,50,2,1,2
1493,1,1,1,2,73,1,1,2
1493,2,2,1,2,69,2,1,2
1494,1,1,1,1,50,1,1,2
1494,2,2,1,1,50,2,1,2
1495,1,1,1,1,63,1,1,2
1495,2,2,8,1,72,2,1,2
1496,1,2,1,1,29,1,1,2
1496,2,1,1,1,30,2,1,2
1497,1,2,1,1,80,1,1,2
1497,2,1,1,1,80,2,1,2
1498,1,1,1,2,40,1,2,4
1498,2,2,1,2,39,2,2,4
1498,3,2,1,2,16,3,2,4
1498,4,1,1,2,9,3,2,4
1499,1,1,1,1,65,1,1,2
1499,2,2,1,1,61,2,1,2
1500,1,1,1,1,42,1,1,4
1500,2,2,1,1,44,2,1,4
1500,3,2,1,1,14,3,1,4
1500,4,2,1,1,9,3,1,4
1501,1,1,1,1,69,1,2,2
1501,2,2,1,1,67,2,2,2
1502,1,1,1,1,58,1,1,2
1502,2,2,5,1,56,2,1,2
1503,1,1,1,5,29,1,1,4
1503,2,2,1,2,28,2,1,4
1503,3,2,1,2,3,3,1,4
1503,4,1,1,2,1,3,1,4
1504,1,2,1,1,53,1,1,2
1504,2,1,1,1,55,2,1,2
1505,1,2,1,1,26,1,1,2
1505,2,1,1,1,28,2,1,2
1506,1,2,1,1,64,1,1,2
1506,2,1,1,1,70,2,1,2
1507,1,2,7,2,55,1,1,4
1507,2,1,7,2,53,2,1,4
1507,3,2,7,2,20,3,1,4
1507,4,1,7,2,76,6,1,4
1508,1,2,6,1,62,1,1,2
1508,2,1,6,1,62,2,1,2
1509,1,2,1,1,60,1,1,3
1509,2,1,2,1,63,2,1,3
1509,3,2,8,1,12,9,1,3
1510,1,1,1,2,28,1,2,4
1510,2,2,1,2,29,2,2,4
1510,3,1,1,2,39,8,2,4
1510,4,1,1,2,7,12,2,4
1511,1,1,1,1,38,1,1,4
1511,2,2,5,1,39,2,1,4
1511,3,2,8,1,5,3,1,4
1511,4,1,8,1,2,3,1,4
1512,1,2,1,1,31,1,2,4
1512,2,1,1,1,29,2,2,4
1512,3,1,1,1,6,3,2,4
1512,4,1,1,1,29,7,2,4
1513,1,2,1,1,57,1,2,3
1513,2,1,7,2,64,11,2,3
1513,3,1,7,2,61,11,2,3
1514,1,2,1,1,37,1,1,4
1514,2,1,1,1,39,2,1,4
1514,3,1,1,1,7,3,1,4
1514,4,1,1,1,2,3,1,4
1515,1,1,1,1,63,1,1,2
1515,2,2,1,1,63,2,1,2
1516,1,2,1,1,39,1,2,3
1516,2,2,1,1,7,3,2,3
1516,3,1,1,1,29,11,2,3
1517,1,1,1,1,86,1,1,2
1517,2,2,1,1,87,2,1,2
1518,1,1,6,1,51,1,1,3
1518,2,2,6,1,51,2,1,3
1518,3,2,6,1,18,3,1,3
1519,1,1,1,1,67,1,1,2
1519,2,2,1,1,65,2,1,2
1520,1,2,1,1,84,1,1,2
1520,2,1,1,1,85,2,1,2
1521,1,1,1,1,59,1,1,3
1521,2,2,1,1,58,2,1,3
1521,3,1,1,1,28,3,1,3
1522,1,2,2,1,46,1,1,2
1522,2,2,2,1,12,3,1,2
1523,1,2,1,1,59,1,1,2
1523,2,2,1,1,18,3,1,2
1524,1,2,1,1,27,1,2,2
1524,2,1,1,1,30,11,2,2
1525,1,2,1,1,66,1,2,2
1525,2,1,1,1,30,3,2,2
1526,1,1,1,1,61,1,1,4
1526,2,2,1,1,61,2,1,4
1526,3,1,1,1,34,3,1,4
1526,4,1,1,1,29,4,1,4
1527,1,2,1,2,39,1,2,2
1527,2,2,1,2,36,11,2,2
1528,1,1,1,2,58,1,1,4
1528,2,2,1,2,56,2,1,4
1528,3,1,1,2,20,3,1,4
1528,4,2,1,2,19,3,1,4
1529,1,1,1,1,72,1,1,2
1529,2,2,1,1,70,2,1,2
1530,1,2,1,1,43,1,2,2
1530,2,1,1,1,13,3,2,2
1531,1,2,1,5,46,1,1,2
1531,2,1,8,5,15,3,1,2
1532,1,2,9,5,53,1,1,2
1532,2,1,1,1,57,2,1,2
1533,1,2,2,1,62,1,1,2
1533,2,1,2,1,40,3,1,2
1534,1,2,1,2,72,1,1,3
1534,2,1,1,2,50,3,1,3
1534,3,1,1,2,40,3,1,3
1535,1,2,6,1,59,1,2,3
1535,2,2,6,1,22,3,2,3
1535,3,1,6,1,21,3,2,3
1536,1,1,1,1,45,1,2,3
1536,2,2,1,1,42,2,2,3
1536,3,1,1,1,16,3,2,3
1537,1,1,1,1,36,1,2,3
1537,2,2,1,5,39,2,2,3
1537,3,1,1,5,21,3,2,3
1538,1,1,1,1,63,1,1,2
1538,2,2,1,1,63,2,1,2
1539,1,1,1,1,44,1,2,4
1539,2,2,1,2,48,2,2,4
1539,3,2,1,1,7,3,2,4
1539,4,1,1,2,12,3,2,4
1540,1,1,1,1,28,1,2,2
1540,2,1,1,1,50,5,2,2
1541,1,1,2,1,28,1,2,4
1541,2,2,2,1,26,2,2,4
1541,3,2,2,1,3,3,2,4
1541,4,2,2,1,1,3,2,4
1542,1,2,8,5,41,1,2,3
1542,2,1,8,5,20,3,2,3
1542,3,2,7,5,22,4,2,3
1543,1,2,1,1,54,1,1,3
1543,2,1,1,1,55,2,1,3
1543,3,2,1,1,18,3,1,3
1544,1,1,1,1,57,1,1,2
1544,2,2,1,1,54,2,1,2
1545,1,1,1,1,65,1,1,2
1545,2,2,1,1,65,2,1,2
1546,1,2,2,1,42,1,1,2
1546,2,2,2,1,14,3,1,2
1547,1,2,1,1,47,1,2,2
1547,2,1,1,1,48,11,2,2
1548,1,1,2,1,75,1,1,4
1548,2,2,6,1,61,2,1,4
1548,3,2,1,1,61,12,1,4
1548,4,1,1,1,18,12,1,4
1549,1,1,1,1,52,1,2,2
1549,2,2,1,1,15,3,2,2
1550,1,1,1,1,43,1,1,3
1550,2,2,4,1,34,2,1,3
1550,3,2,8,1,5,3,1,3
1551,1,2,1,2,64,1,1,3
1551,2,1,1,2,69,2,1,3
1551,3,2,1,2,41,3,1,3
1552,1,1,1,2,41,1,2,3
1552,2,2,1,2,41,2,2,3
1552,3,1,1,2,17,3,2,3
1553,1,2,3,2,48,1,1,2
1553,2,2,1,1,57,11,1,2
1554,1,2,8,1,47,1,2,4
1554,2,1,8,2,40,2,2,4
1554,3,2,8,1,27,3,2,4
1554,4,2,9,2,3,9,2,4
1555,1,2,1,1,37,1,1,4
1555,2,1,1,1,46,2,1,4
1555,3,2,1,1,7,3,1,4
1555,4,2,1,1,4,3,1,4
1556,1,2,1,1,31,1,1,2
1556,2,1,1,1,6,3,1,2
1557,1,1,1,1,75,1,1,2
1557,2,2,1,1,67,2,1,2
1558,1,1,4,1,64,1,1,3
1558,2,2,4,1,61,2,1,3
1558,3,1,4,1,26,3,1,3
1559,1,2,1,5,81,1,1,2
1559,2,1,1,1,53,3,1,2
1560,1,2,6,1,57,1,1,3
1560,2,1,6,1,49,2,1,3
1560,3,1,6,1,18,3,1,3
1561,1,1,1,2,49,1,1,3
1561,2,2,1,2,51,2,1,3
1561,3,1,1,2,10,3,1,3
1562,1,2,1,1,59,1,1,2
1562,2,1,1,1,51,2,1,2
1563,1,1,1,1,61,1,1,2
1563,2,2,1,1,61,2,1,2
1564,1,1,1,1,69,1,1,2
1564,2,2,1,1,64,2,1,2
1565,1,2,1,1,76,1,1,2
1565,2,1,1,1,78,2,1,2
1566,1,1,1,2,61,1,2,4
1566,2,2,1,2,65,2,2,4
1566,3,2,1,2,24,3,2,4
1566,4,1,1,2,13,9,2,4
1567,1,1,1,1,53,1,1,2
1567,2,2,1,1,33,3,1,2
1568,1,1,1,1,49,1,1,3
1568,2,2,1,1,49,2,1,3
1568,3,2,1,1,80,10,1,3
1569,1,1,1,1,65,1,1,2
1569,2,2,8,5,60,2,1,2
1570,1,2,2,1,46,1,2,3
1570,2,1,2,1,21,3,2,3
1570,3,2,2,1,15,3,2,3
1571,1,1,1,1,64,1,2,2
1571,2,2,1,1,62,2,2,2
1572,1,1,1,2,29,1,1,4
1572,2,2,1,2,26,2,1,4
1572,3,1,1,2,7,3,1,4
1572,4,1,1,2,3,3,1,4
1573,1,2,2,1,63,1,1,2
1573,2,2,1,2,54,11,1,2
1574,1,1,1,1,54,1,1,2
1574,2,2,1,1,55,2,1,2
1575,1,1,1,1,23,1,2,3
1575,2,2,1,1,21,7,2,3
1575,3,2,1,1,21,7,2,3
1576,1,1,1,1,52,1,1,4
1576,2,1,1,1,16,3,1,4
1576,3,1,1,1,13,3,1,4
1576,4,2,1,1,12,3,1,4
1577,1,1,1,1,59,1,1,2
1577,2,2,1,1,54,2,1,2
1578,1,1,1,1,66,1,1,4
1578,2,2,1,1,66,2,1,4
1578,3,1,1,1,48,3,1,4
1578,4,2,1,1,35,12,1,4
1579,1,1,1,1,49,1,1,2
1579,2,2,1,1,53,2,1,2
1580,1,1,1,1,53,1,2,2
1580,2,1,1,1,15,3,2,2
1581,1,2,1,1,55,1,1,2
1581,2,1,1,1,65,2,1,2
1582,1,1,1,1,49,1,1,2
1582,2,2,1,1,47,2,1,2
1583,1,2,1,1,41,1,2,2
1583,2,1,1,1,16,3,2,2
1584,1,2,1,1,38,1,2,4
1584,2,1,1,1,18,3,2,4
1584,3,2,1,1,10,3,2,4
1584,4,1,1,1,6,3,2,4
1585,1,2,1,1,50,1,1,4
1585,2,1,1,1,24,2,1,4
1585,3,1,1,1,24,3,1,4
1585,4,1,1,1,21,3,1,4
1586,1,1,6,1,33,1,1,3
1586,2,1,6,1,69,5,1,3
1586,3,2,6,1,66,5,1,3
1587,1,2,6,1,42,1,1,4
1587,2,1,6,1,59,2,1,4
1587,3,2,6,1,9,3,1,4
1587,4,1,6,1,7,3,1,4
1588,1,1,4,1,68,1,1,3
1588,2,2,4,1,63,2,1,3
1588,3,1,4,1,36,3,1,3
1589,1,2,1,1,72,1,1,2
1589,2,1,1,1,81,12,1,2
1590,1,1,2,1,66,1,1,2
1590,2,2,2,1,62,2,1,2
1591,1,1,1,1,20,1,2,2
1591,2,2,1,1,20,2,2,2
1592,1,1,7,5,37,1,1,4
1592,2,2,7,2,35,2,1,4
1592,3,1,7,2,11,3,1,4
1592,4,1,7,2,5,12,1,4
1593,1,1,1,1,72,1,1,2
1593,2,2,1,1,71,2,1,2
1594,1,1,1,2,33,1,1,3
1594,2,2,1,2,30,2,1,3
1594,3,1,1,2,1,3,1,3
1595,1,1,1,1,63,1,1,2
1595,2,2,1,1,57,2,1,2
1596,1,2,2,1,46,1,1,3
1596,2,1,2,1,25,3,1,3
1596,3,1,2,1,22,3,1,3
1597,1,2,2,1,71,1,2,3
1597,2,2,2,1,44,3,2,3
1597,3,1,2,1,11,9,2,3
1598,1,1,1,1,47,1,1,4
1598,2,2,1,1,44,2,1,4
1598,3,1,1,1,17,3,1,4
1598,4,2,1,1,13,3,1,4
1599,1,2,1,1,40,1,2,2
1599,2,2,1,1,12,3,2,2
1600,1,1,1,1,64,1,2,3
1600,2,2,1,1,66,2,2,3
1600,3,1,1,1,41,3,2,3
1601,1,1,1,1,29,1,2,4
1601,2,1,1,1,27,7,2,4
1601,3,1,1,1,26,11,2,4
1601,4,1,1,1,23,11,2,4
1602,1,2,1,1,80,1,1,3
1602,2,1,1,1,94,2,1,3
1602,3,1,1,1,40,3,1,3
1603,1,2,1,1,52,1,2,3
1603,2,1,1,1,53,2,2,3
1603,3,1,1,1,21,3,2,3
1604,1,2,7,5,64,1,2,3
1604,2,1,7,5,24,3,2,3
1604,3,1,7,5,23,3,2,3
1605,1,1,4,1,35,1,2,4
1605,2,2,4,1,34,2,2,4
1605,3,1,4,1,1,3,2,4
1605,4,1,4,1,66,6,2,4
1606,1,1,7,2,61,1,1,3
1606,2,2,2,2,55,2,1,3
1606,3,2,2,2,23,3,1,3
1607,1,1,4,1,65,1,1,2
1607,2,2,4,1,65,2,1,2
1608,1,1,1,1,60,1,1,3
1608,2,2,4,1,40,2,1,3
1608,3,2,4,1,7,3,1,3
1609,1,1,1,1,28,1,2,2
1609,2,2,1,1,26,2,2,2
1610,1,1,1,1,57,1,1,4
1610,2,2,1,1,58,2,1,4
1610,3,2,1,1,38,3,1,4
1610,4,2,1,1,13,9,1,4
1611,1,2,1,1,50,1,2,2
1611,2,1,1,1,17,3,2,2
1612,1,1,1,1,56,1,2,2
1612,2,2,1,1,54,2,2,2
1613,1,2,6,1,64,1,1,2
1613,2,2,6,1,84,5,1,2
1614,1,1,1,1,69,1,1,2
1614,2,2,1,1,68,2,1,2
1615,1,2,1,5,32,1,1,4
1615,2,1,1,5,8,3,1,4
1615,3,1,1,5,2,3,1,4
1615,4,1,1,5,34,11,1,4
1616,1,1,1,1,30,1,2,2
1616,2,2,1,2,31,11,2,2
1617,1,1,1,1,21,1,1,2
1617,2,2,1,1,21,11,1,2
1618,1,1,1,1,65,1,1,2
1618,2,2,1,1,65,2,1,2
1619,1,1,1,1,94,1,1,2
1619,2,2,1,1,88,2,1,2
1620,1,2,7,5,30,1,2,4
1620,2,1,7,5,33,2,2,4
1620,3,1,7,5,5,3,2,4
1620,4,1,7,5,2,3,2,4
1621,1,2,1,1,65,1,1,2
1621,2,1,1,1,65,2,1,2
1622,1,2,1,1,49,1,1,3
1622,2,1,1,1,48,2,1,3
1622,3,1,1,1,15,3,1,3
1623,1,1,1,2,62,1,1,3
1623,2,1,1,2,36,3,1,3
1623,3,2,1,2,80,6,1,3
1624,1,2,1,1,39,1,1,4
1624,2,1,1,1,50,2,1,4
1624,3,1,1,1,11,3,1,4
1624,4,2,1,1,6,3,1,4
1625,1,2,4,1,60,1,1,3
1625,2,1,1,1,65,2,1,3
1625,3,1,8,1,25,3,1,3
1626,1,1,1,1,47,1,2,3
1626,2,2,1,1,33,2,2,3
1626,3,2,1,1,2,3,2,3
1627,1,1,7,2,47,1,2,3
1627,2,2,7,2,49,2,2,3
1627,3,2,7,2,7,3,2,3
1628,1,1,1,1,37,1,2,4
1628,2,2,1,1,35,2,2,4
1628,3,2,1,1,12,3,2,4
1628,4,1,1,1,11,3,2,4
1629,1,1,5,1,67,1,1,2
1629,2,2,5,1,62,2,1,2
1630,1,1,3,2,62,1,1,3
1630,2,2,1,1,55,2,1,3
1630,3,1,1,1,35,4,1,3
1631,1,1,2,1,44,1,2,3
1631,2,2,2,1,16,3,2,3
1631,3,1,2,1,15,3,2,3
1632,1,2,1,1,58,1,2,3
1632,2,1,7,2,58,2,2,3
1632,3,2,8,2,31,3,2,3
1633,1,2,1,1,25,1,2,2
1633,2,1,1,1,29,11,2,2
1634,1,1,1,1,77,1,1,2
1634,2,2,1,1,77,2,1,2
1635,1,2,1,1,62,1,1,2
1635,2,2,1,1,31,3,1,2
1636,1,2,1,2,74,1,1,2
1636,2,1,1,1,71,2,1,2
1637,1,1,1,1,36,1,1,2
1637,2,1,1,1,33,11,1,2
1638,1,2,7,2,37,1,2,2
1638,2,1,7,2,3,3,2,2
1639,1,1,1,1,77,1,1,2
1639,2,2,1,1,60,11,1,2
1640,1,1,1,1,42,1,1,3
1640,2,2,1,1,41,2,1,3
1640,3,1,1,1,5,3,1,3
1641,1,1,1,1,23,1,2,2
1641,2,2,1,1,23,2,2,2
1642,1,2,1,1,26,1,2,3
1642,2,2,6,1,35,11,2,3
1642,3,2,1,1,25,11,2,3
1643,1,1,1,1,48,1,1,3
1643,2,1,1,1,13,3,1,3
1643,3,1,1,1,13,3,1,3
1644,1,1,1,1,45,1,1,3
1644,2,2,1,1,44,2,1,3
1644,3,2,1,1,18,3,1,3
1645,1,2,1,1,49,1,1,3
1645,2,1,1,1,53,2,1,3
1645,3,1,1,1,18,3,1,3
1646,1,2,1,1,75,1,1,2
1646,2,1,1,1,77,2,1,2
1647,1,1,1,1,51,1,1,2
1647,2,2,1,1,51,2,1,2
1648,1,1,1,1,49,1,1,2
1648,2,2,1,1,14,3,1,2
1649,1,1,7,2,77,1,1,4
1649,2,2,7,2,74,2,1,4
1649,3,1,7,2,53,3,1,4
1649,4,2,7,2,25,9,1,4
1650,1,1,1,1,56,1,1,2
1650,2,2,1,1,57,2,1,2
1651,1,2,1,1,46,1,1,3
1651,2,1,1,1,47,2,1,3
1651,3,1,1,1,13,3,1,3
1652,1,1,1,1,86,1,1,2
1652,2,2,1,1,87,2,1,2
1653,1,1,4,1,61,1,1,4
1653,2,2,4,1,58,2,1,4
1653,3,2,4,1,26,3,1,4
1653,4,1,4,1,56,12,1,4
1654,1,2,1,1,69,1,1,2
1654,2,1,1,1,79,2,1,2
1655,1,1,1,2,39,1,2,2
1655,2,2,1,2,37,2,2,2
1656,1,1,1,5,44,1,1,4
1656,2,2,1,5,52,2,1,4
1656,3,2,1,5,15,3,1,4
1656,4,2,1,5,94,5,1,4
1657,1,1,1,1,47,1,1,3
1657,2,2,1,1,40,11,1,3
1657,3,2,1,1,18,12,1,3
1658,1,1,1,1,66,1,1,2
1658,2,2,1,5,64,2,1,2
1659,1,1,1,1,47,1,2,2
1659,2,2,1,1,41,2,2,2
1660,1,1,1,1,65,1,1,2
1660,2,2,1,1,63,2,1,2
1661,1,1,1,1,55,1,1,2
1661,2,2,1,1,53,2,1,2
1662,1,2,7,2,36,1,1,3
1662,2,1,1,1,38,2,1,3
1662,3,2,8,2,2,3,1,3
1663,1,2,1,1,42,1,1,4
1663,2,1,1,1,52,2,1,4
1663,3,2,1,1,8,3,1,4
1663,4,1,1,1,4,3,1,4
1664,1,1,1,1,46,1,2,3
1664,2,2,1,1,51,2,2,3
1664,3,1,1,1,20,3,2,3
1665,1,2,1,1,76,1,1,2
1665,2,1,1,1,49,10,1,2
1666,1,1,8,1,57,1,1,2
1666,2,2,8,1,60,2,1,2
1667,1,2,1,1,72,1,1,2
1667,2,1,1,1,74,2,1,2
1668,1,2,1,1,38,1,1,3
1668,2,1,1,1,18,3,1,3
1668,3,1,1,1,12,3,1,3
1669,1,1,1,1,52,1,1,3
1669,2,2,1,1,52,2,1,3
1669,3,2,1,1,27,3,1,3
1670,1,1,1,1,31,1,1,3
1670,2,2,1,1,38,2,1,3
1670,3,2,1,1,2,3,1,3
1671,1,1,1,1,27,1,1,2
1671,2,2,1,1,26,2,1,2
1672,1,2,1,1,63,1,1,2
1672,2,2,1,1,55,11,1,2
1673,1,2,1,1,65,1,1,2
1673,2,1,1,1,68,2,1,2
1674,1,2,7,5,74,1,1,2
1674,2,1,7,5,51,3,1,2
1675,1,2,1,1,68,1,1,2
1675,2,2,1,1,39,3,1,2
1676,1,1,6,1,39,1,2,4
1676,2,2,6,1,39,2,2,4
1676,3,2,6,1,6,3,2,4
1676,4,1,6,1,3,3,2,4
1677,1,1,8,1,62,1,1,2
1677,2,2,8,1,70,2,1,2
1678,1,2,1,1,47,1,2,2
1678,2,1,1,1,18,3,2,2
1679,1,1,1,1,58,1,1,3
1679,2,2,1,1,56,2,1,3
1679,3,1,1,1,14,3,1,3
1680,1,2,1,1,50,1,2,3
1680,2,1,1,1,47,2,2,3
1680,3,1,1,1,17,3,2,3
1681,1,1,1,1,36,1,1,2
1681,2,2,1,1,52,11,1,2
1682,1,2,1,1,20,1,2,2
1682,2,2,1,1,20,12,2,2
1683,1,2,1,1,49,1,2,2
1683,2,1,2,1,52,2,2,2
1684,1,2,1,1,79,1,1,2
1684,2,1,1,1,56,3,1,2
1685,1,2,1,1,65,1,1,2
1685,2,1,1,1,69,2,1,2
1686,1,1,1,1,61,1,1,3
1686,2,2,1,1,53,2,1,3
1686,3,1,1,1,21,3,1,3
1687,1,2,1,1,47,1,1,2
1687,2,1,1,1,50,2,1,2
1688,1,2,2,1,40,1,2,4
1688,2,2,2,1,18,3,2,4
1688,3,1,2,1,16,3,2,4
1688,4,1,2,1,4,3,2,4
1689,1,2,1,2,74,1,1,2
1689,2,1,1,2,41,3,1,2
1690,1,2,1,1,63,1,1,2
1690,2,1,1,1,60,2,1,2
1691,1,2,6,1,73,1,1,2
1691,2,1,6,1,72,2,1,2
1692,1,1,1,1,54,1,2,4
1692,2,2,1,1,57,2,2,4
1692,3,1,1,1,27,3,2,4
1692,4,2,1,1,23,3,2,4
1693,1,2,1,1,63,1,1,2
1693,2,1,1,1,71,2,1,2
1694,1,2,1,1,55,1,1,2
1694,2,1,1,1,22,3,1,2
1695,1,1,1,1,31,1,2,4
1695,2,2,1,1,34,2,2,4
1695,3,2,1,1,16,3,2,4
1695,4,1,1,1,14,3,2,4
1696,1,2,1,1,46,1,1,2
1696,2,2,1,1,30,11,1,2
1697,1,1,1,1,43,1,1,3
1697,2,2,1,1,46,2,1,3
1697,3,1,1,1,6,3,1,3
1698,1,1,1,1,38,1,1,4
1698,2,2,1,1,35,2,1,4
1698,3,2,1,1,5,3,1,4
1698,4,2,1,1,1,3,1,4
1699,1,1,1,1,40,1,2,2
1699,2,2,1,1,33,2,2,2
1700,1,1,1,1,47,1,1,3
1700,2,2,6,1,41,2,1,3
1700,3,2,8,1,7,3,1,3
1701,1,2,2,1,29,1,2,2
1701,2,1,2,1,13,3,2,2
1702,1,1,1,1,64,1,1,2
1702,2,2,1,1,61,2,1,2
1703,1,1,1,1,44,1,1,4
1703,2,2,1,1,47,2,1,4
1703,3,1,1,1,14,3,1,4
1703,4,1,1,1,11,3,1,4
1704,1,1,1,1,39,1,1,2
1704,2,2,1,1,46,2,1,2
1705,1,1,1,1,59,1,1,3
1705,2,2,1,1,57,2,1,3
1705,3,2,1,1,17,3,1,3
1706,1,1,1,1,64,1,1,2
1706,2,2,1,1,63,2,1,2
1707,1,2,1,1,33,1,2,3
1707,2,2,1,1,5,3,2,3
1707,3,2,1,1,4,3,2,3
1708,1,2,6,2,28,1,2,4
1708,2,1,1,1,31,11,2,4
1708,3,2,1,1,27,11,2,4
1708,4,2,1,1,27,11,2,4
1709,1,1,1,1,49,1,1,2
1709,2,2,1,1,44,2,1,2
1710,1,1,1,2,74,1,1,2
1710,2,2,7,2,75,2,1,2
1711,1,1,1,1,77,1,1,2
1711,2,2,1,1,75,2,1,2
1712,1,2,1,1,29,1,2,2
1712,2,1,1,1,31,11,2,2
1713,1,1,4,1,69,1,1,2
1713,2,2,4,1,63,2,1,2
1714,1,2,1,1,53,1,1,2
1714,2,1,1,1,60,11,1,2
1715,1,1,1,1,50,1,1,3
1715,2,2,1,1,48,2,1,3
1715,3,1,1,1,16,3,1,3
1716,1,1,1,1,56,1,1,4
1716,2,2,1,1,51,2,1,4
1716,3,2,1,1,27,3,1,4
1716,4,1,1,1,25,3,1,4
1717,1,2,1,2,46,1,2,4
1717,2,2,1,2,20,3,2,4
1717,3,1,1,2,15,3,2,4
1717,4,1,1,1,25,3,2,4
1718,1,1,1,1,40,1,1,2
1718,2,2,1,1,40,12,1,2
1719,1,2,2,1,46,1,2,2
